industry_type,total_direct_emissions,state_population,state_gdp_per_capita,state_policies_incentives,USDA_energy_invest_unit,USDA_energy_invest,renewables_percent
9,9.534757956641378,11640060,50166.9579,74,132,775589.17,2.19
12,11.843020352316282,11640060,50166.9579,74,132,775589.17,2.19
28,10.503052140153848,11640060,50166.9579,74,132,775589.17,2.19
34,10.462385025402185,11640060,50166.9579,74,132,775589.17,2.19
29,9.523869561053715,11640060,50166.9579,74,132,775589.17,2.19
9,12.088242933784478,11640060,50166.9579,74,132,775589.17,2.19
34,11.57990152539363,11640060,50166.9579,74,132,775589.17,2.19
46,15.870734751060407,11640060,50166.9579,74,132,775589.17,2.19
46,15.387143577346633,11640060,50166.9579,74,132,775589.17,2.19
13,10.118939841778719,11640060,50166.9579,74,132,775589.17,2.19
48,11.878362360651979,11640060,50166.9579,74,132,775589.17,2.19
48,8.471829649664707,11640060,50166.9579,74,132,775589.17,2.19
46,14.720746889676985,11640060,50166.9579,74,132,775589.17,2.19
46,8.476177428124027,11640060,50166.9579,74,132,775589.17,2.19
46,10.587606702792966,11640060,50166.9579,74,132,775589.17,2.19
34,10.128487619458282,11640060,50166.9579,74,132,775589.17,2.19
46,10.063645722632959,11640060,50166.9579,74,132,775589.17,2.19
30,10.26255745626777,6651277,46629.12099,50,60,1102463.04,10.7
28,11.776721319607956,6651277,46629.12099,50,60,1102463.04,10.7
48,10.875719012727602,6651277,46629.12099,50,60,1102463.04,10.7
32,8.22235168460072,6651277,46629.12099,50,60,1102463.04,10.7
32,9.339122429341304,6651277,46629.12099,50,60,1102463.04,10.7
34,12.330843193781904,6651277,46629.12099,50,60,1102463.04,10.7
46,15.105613545567676,6651277,46629.12099,50,60,1102463.04,10.7
34,11.348630182220205,6651277,46629.12099,50,60,1102463.04,10.7
9,9.527720654427522,6651277,46629.12099,50,60,1102463.04,10.7
27,10.253761745303285,6651277,46629.12099,50,60,1102463.04,10.7
48,12.352475531423742,6651277,46629.12099,50,60,1102463.04,10.7
48,12.141419451151211,6651277,46629.12099,50,60,1102463.04,10.7
33,10.417251574977177,6651277,46629.12099,50,60,1102463.04,10.7
34,10.403067459598864,6651277,46629.12099,50,60,1102463.04,10.7
48,11.11323117362249,6651277,46629.12099,50,60,1102463.04,10.7
46,12.682310181663768,6651277,46629.12099,50,60,1102463.04,10.7
46,14.453372702991302,6651277,46629.12099,50,60,1102463.04,10.7
48,10.164697304656794,6651277,46629.12099,50,60,1102463.04,10.7
48,9.171396404525277,6651277,46629.12099,50,60,1102463.04,10.7
28,13.119663014704582,6651277,46629.12099,50,60,1102463.04,10.7
9,10.287417092673406,6651277,46629.12099,50,60,1102463.04,10.7
48,10.77952696035999,6651277,46629.12099,50,60,1102463.04,10.7
48,10.802937267214256,6651277,46629.12099,50,60,1102463.04,10.7
48,11.458242220663385,6651277,46629.12099,50,60,1102463.04,10.7
34,11.24942980872036,6651277,46629.12099,50,60,1102463.04,10.7
32,11.375154561161636,6651277,46629.12099,50,60,1102463.04,10.7
32,8.798634027810284,6651277,46629.12099,50,60,1102463.04,10.7
16,9.862010551879516,6651277,46629.12099,50,60,1102463.04,10.7
28,11.586415972246028,6651277,46629.12099,50,60,1102463.04,10.7
9,12.912543243862089,6651277,46629.12099,50,60,1102463.04,10.7
16,9.918658095727034,6651277,46629.12099,50,60,1102463.04,10.7
46,16.347295455691587,6651277,46629.12099,50,60,1102463.04,10.7
30,10.91674716054422,6651277,46629.12099,50,60,1102463.04,10.7
16,10.60075433586818,6651277,46629.12099,50,60,1102463.04,10.7
9,10.689171570739724,6651277,46629.12099,50,60,1102463.04,10.7
9,10.68796619008789,6651277,46629.12099,50,60,1102463.04,10.7
9,15.330099042311673,6651277,46629.12099,50,60,1102463.04,10.7
48,10.850237651894979,6651277,46629.12099,50,60,1102463.04,10.7
28,10.86959565415671,6651277,46629.12099,50,60,1102463.04,10.7
43,11.34990852913494,6651277,46629.12099,50,60,1102463.04,10.7
34,11.191442194427866,6651277,46629.12099,50,60,1102463.04,10.7
9,12.042491705239694,6651277,46629.12099,50,60,1102463.04,10.7
46,15.588856495046596,6651277,46629.12099,50,60,1102463.04,10.7
45,10.45151415886437,6651277,46629.12099,50,60,1102463.04,10.7
28,11.417820052199703,6651277,46629.12099,50,60,1102463.04,10.7
46,12.566190134604875,6651277,46629.12099,50,60,1102463.04,10.7
13,8.580627227835057,6651277,46629.12099,50,60,1102463.04,10.7
34,10.260430610529076,6651277,46629.12099,50,60,1102463.04,10.7
34,11.035355716698131,6651277,46629.12099,50,60,1102463.04,10.7
9,12.031718163146701,6651277,46629.12099,50,60,1102463.04,10.7
30,11.736876849898982,6651277,46629.12099,50,60,1102463.04,10.7
48,10.488609559276835,6651277,46629.12099,50,60,1102463.04,10.7
28,11.394276784751678,6651277,46629.12099,50,60,1102463.04,10.7
48,11.696752970587154,6651277,46629.12099,50,60,1102463.04,10.7
46,14.559139153151571,6651277,46629.12099,50,60,1102463.04,10.7
46,14.736691864260253,6651277,46629.12099,50,60,1102463.04,10.7
16,10.231434120134264,6651277,46629.12099,50,60,1102463.04,10.7
30,11.302229075326276,6651277,46629.12099,50,60,1102463.04,10.7
30,11.100407040606877,6651277,46629.12099,50,60,1102463.04,10.7
46,15.571519070904461,6651277,46629.12099,50,60,1102463.04,10.7
9,11.022088170211036,6651277,46629.12099,50,60,1102463.04,10.7
9,11.164321916645207,6651277,46629.12099,50,60,1102463.04,10.7
46,13.009533748348037,6651277,46629.12099,50,60,1102463.04,10.7
48,11.024128746673055,6651277,46629.12099,50,60,1102463.04,10.7
48,10.404490087353356,6651277,46629.12099,50,60,1102463.04,10.7
48,12.122238488554531,6651277,46629.12099,50,60,1102463.04,10.7
30,10.386608768807333,6651277,46629.12099,50,60,1102463.04,10.7
32,9.875497356388527,6651277,46629.12099,50,60,1102463.04,10.7
48,11.389943940555,6651277,46629.12099,50,60,1102463.04,10.7
12,10.804883181095468,6651277,46629.12099,50,60,1102463.04,10.7
30,10.257729539233157,6651277,46629.12099,50,60,1102463.04,10.7
28,10.421897939126959,6651277,46629.12099,50,60,1102463.04,10.7
48,10.691223061519278,6651277,46629.12099,50,60,1102463.04,10.7
48,11.848863630429395,6651277,46629.12099,50,60,1102463.04,10.7
46,10.310718966473981,6651277,46629.12099,50,60,1102463.04,10.7
48,10.741714034963584,6651277,46629.12099,50,60,1102463.04,10.7
34,10.303728639174071,6651277,46629.12099,50,60,1102463.04,10.7
45,11.159928548787121,6651277,46629.12099,50,60,1102463.04,10.7
48,10.851073442390993,6651277,46629.12099,50,60,1102463.04,10.7
48,10.65763340259501,6651277,46629.12099,50,60,1102463.04,10.7
34,11.570067682012343,6651277,46629.12099,50,60,1102463.04,10.7
9,7.225877318733535,6651277,46629.12099,50,60,1102463.04,10.7
28,12.309520461142956,6651277,46629.12099,50,60,1102463.04,10.7
28,10.492037370607221,6651277,46629.12099,50,60,1102463.04,10.7
9,10.410507303145947,6651277,46629.12099,50,60,1102463.04,10.7
9,11.457173233756615,6651277,46629.12099,50,60,1102463.04,10.7
16,11.002979853879475,6651277,46629.12099,50,60,1102463.04,10.7
16,11.480512742369344,6651277,46629.12099,50,60,1102463.04,10.7
30,12.64513399315545,6651277,46629.12099,50,60,1102463.04,10.7
48,10.443607380433875,6651277,46629.12099,50,60,1102463.04,10.7
30,12.807193645054195,6651277,46629.12099,50,60,1102463.04,10.7
48,12.073241008019924,6651277,46629.12099,50,60,1102463.04,10.7
16,10.880306901618424,6651277,46629.12099,50,60,1102463.04,10.7
28,13.374433235831573,6651277,46629.12099,50,60,1102463.04,10.7
30,10.393018893841331,6651277,46629.12099,50,60,1102463.04,10.7
48,11.236534738000852,6651277,46629.12099,50,60,1102463.04,10.7
28,10.524382430429924,6651277,46629.12099,50,60,1102463.04,10.7
32,9.926956099190205,6651277,46629.12099,50,60,1102463.04,10.7
32,10.50165432391144,6651277,46629.12099,50,60,1102463.04,10.7
32,7.419017207553342,6651277,46629.12099,50,60,1102463.04,10.7
32,11.025615305943303,6651277,46629.12099,50,60,1102463.04,10.7
32,11.65087872919448,6651277,46629.12099,50,60,1102463.04,10.7
32,8.888244616731964,6651277,46629.12099,50,60,1102463.04,10.7
16,10.167715847848925,6651277,46629.12099,50,60,1102463.04,10.7
16,12.930278066718643,6651277,46629.12099,50,60,1102463.04,10.7
32,9.948319703619642,6651277,46629.12099,50,60,1102463.04,10.7
32,10.38782915008809,6651277,46629.12099,50,60,1102463.04,10.7
12,11.108588939772725,6651277,46629.12099,50,60,1102463.04,10.7
36,10.517016360379724,6651277,46629.12099,50,60,1102463.04,10.7
15,10.83314179363834,6651277,46629.12099,50,60,1102463.04,10.7
9,10.203873734965915,6651277,46629.12099,50,60,1102463.04,10.7
31,14.050225682040166,6651277,46629.12099,50,60,1102463.04,10.7
12,11.785614719724085,6651277,46629.12099,50,60,1102463.04,10.7
33,10.103686191142426,6651277,46629.12099,50,60,1102463.04,10.7
48,12.02074557670639,6651277,46629.12099,50,60,1102463.04,10.7
48,11.26514028726583,6651277,46629.12099,50,60,1102463.04,10.7
30,10.593291651219813,6651277,46629.12099,50,60,1102463.04,10.7
34,11.22461610247985,6651277,46629.12099,50,60,1102463.04,10.7
48,11.516523982532515,6651277,46629.12099,50,60,1102463.04,10.7
34,11.278405117635003,6651277,46629.12099,50,60,1102463.04,10.7
16,10.593414553879807,10308442,49165.15997,56,192,20998508.97,6.5
48,12.23960171117488,10308442,49165.15997,56,192,20998508.97,6.5
46,8.387832290190287,10308442,49165.15997,56,192,20998508.97,6.5
44,10.647631793610703,10308442,49165.15997,56,192,20998508.97,6.5
8,10.086461313265517,10308442,49165.15997,56,192,20998508.97,6.5
48,10.817936589530913,10308442,49165.15997,56,192,20998508.97,6.5
28,11.585919425414689,10308442,49165.15997,56,192,20998508.97,6.5
26,11.291628308020346,10308442,49165.15997,56,192,20998508.97,6.5
48,10.526721795621047,10308442,49165.15997,56,192,20998508.97,6.5
28,11.53083921141444,10308442,49165.15997,56,192,20998508.97,6.5
28,10.9408127041397,10308442,49165.15997,56,192,20998508.97,6.5
25,10.813275426587168,10308442,49165.15997,56,192,20998508.97,6.5
25,12.306770865558784,10308442,49165.15997,56,192,20998508.97,6.5
46,10.557172646814642,10308442,49165.15997,56,192,20998508.97,6.5
48,10.501664495504846,10308442,49165.15997,56,192,20998508.97,6.5
44,9.731249901832188,10308442,49165.15997,56,192,20998508.97,6.5
46,16.551363248371963,10308442,49165.15997,56,192,20998508.97,6.5
48,10.85371100226696,10308442,49165.15997,56,192,20998508.97,6.5
30,12.511813236969797,10308442,49165.15997,56,192,20998508.97,6.5
28,12.074029938548822,10308442,49165.15997,56,192,20998508.97,6.5
30,11.38268859373121,10308442,49165.15997,56,192,20998508.97,6.5
28,9.761508233597601,10308442,49165.15997,56,192,20998508.97,6.5
16,11.246287392783128,10308442,49165.15997,56,192,20998508.97,6.5
28,13.065565359790329,10308442,49165.15997,56,192,20998508.97,6.5
48,11.714246630648933,10308442,49165.15997,56,192,20998508.97,6.5
48,10.9812123756838,10308442,49165.15997,56,192,20998508.97,6.5
48,10.791723400716107,10308442,49165.15997,56,192,20998508.97,6.5
48,9.749957513404915,10308442,49165.15997,56,192,20998508.97,6.5
48,11.303653999809676,10308442,49165.15997,56,192,20998508.97,6.5
48,10.774153106384007,10308442,49165.15997,56,192,20998508.97,6.5
28,10.373370549506083,10308442,49165.15997,56,192,20998508.97,6.5
46,13.96113425360259,10308442,49165.15997,56,192,20998508.97,6.5
28,10.341873313618324,10308442,49165.15997,56,192,20998508.97,6.5
46,9.771257255976051,10308442,49165.15997,56,192,20998508.97,6.5
48,10.276455295051516,10308442,49165.15997,56,192,20998508.97,6.5
48,10.9174346189309,10308442,49165.15997,56,192,20998508.97,6.5
48,11.294781892900653,10308442,49165.15997,56,192,20998508.97,6.5
48,10.852835813332282,10308442,49165.15997,56,192,20998508.97,6.5
48,11.689834483704903,10308442,49165.15997,56,192,20998508.97,6.5
48,12.435075000487362,10308442,49165.15997,56,192,20998508.97,6.5
9,12.421726893896244,10308442,49165.15997,56,192,20998508.97,6.5
46,12.940123818848427,10308442,49165.15997,56,192,20998508.97,6.5
48,11.004222586585216,10308442,49165.15997,56,192,20998508.97,6.5
5,10.669698653274303,10308442,49165.15997,56,192,20998508.97,6.5
48,11.445556274599374,10308442,49165.15997,56,192,20998508.97,6.5
46,11.459709776598439,10308442,49165.15997,56,192,20998508.97,6.5
48,13.032009146572204,10308442,49165.15997,56,192,20998508.97,6.5
32,10.61442312730375,10308442,49165.15997,56,192,20998508.97,6.5
12,10.839487848552693,10308442,49165.15997,56,192,20998508.97,6.5
48,11.863006466576739,10308442,49165.15997,56,192,20998508.97,6.5
46,12.402955470606214,10308442,49165.15997,56,192,20998508.97,6.5
46,13.468000465324714,10308442,49165.15997,56,192,20998508.97,6.5
16,10.327885105519977,10308442,49165.15997,56,192,20998508.97,6.5
9,11.918698072462277,10308442,49165.15997,56,192,20998508.97,6.5
27,10.825699479483397,10308442,49165.15997,56,192,20998508.97,6.5
48,9.63469265580283,10308442,49165.15997,56,192,20998508.97,6.5
16,10.00728957437312,10308442,49165.15997,56,192,20998508.97,6.5
12,11.048369561881596,10308442,49165.15997,56,192,20998508.97,6.5
28,10.662001973251163,10308442,49165.15997,56,192,20998508.97,6.5
30,13.297503029281962,10308442,49165.15997,56,192,20998508.97,6.5
30,13.617786961979636,10308442,49165.15997,56,192,20998508.97,6.5
34,11.224322168321708,10308442,49165.15997,56,192,20998508.97,6.5
30,11.589063352593628,10308442,49165.15997,56,192,20998508.97,6.5
49,10.2218320413243,10308442,49165.15997,56,192,20998508.97,6.5
28,10.424286001951781,10308442,49165.15997,56,192,20998508.97,6.5
48,11.810543635500625,10308442,49165.15997,56,192,20998508.97,6.5
30,12.755851419734658,10308442,49165.15997,56,192,20998508.97,6.5
48,10.468829770273567,10308442,49165.15997,56,192,20998508.97,6.5
48,9.719624808723344,10308442,49165.15997,56,192,20998508.97,6.5
48,10.734525360435516,10308442,49165.15997,56,192,20998508.97,6.5
48,10.467059789110666,10308442,49165.15997,56,192,20998508.97,6.5
48,10.979445150639432,10308442,49165.15997,56,192,20998508.97,6.5
46,13.98722060127199,10308442,49165.15997,56,192,20998508.97,6.5
46,10.202993891994753,10308442,49165.15997,56,192,20998508.97,6.5
46,13.207771294872902,10308442,49165.15997,56,192,20998508.97,6.5
25,10.722118706931289,10308442,49165.15997,56,192,20998508.97,6.5
28,10.704827125204053,10308442,49165.15997,56,192,20998508.97,6.5
30,12.772881172160398,10308442,49165.15997,56,192,20998508.97,6.5
30,11.94953938566417,10308442,49165.15997,56,192,20998508.97,6.5
30,12.854708199909313,10308442,49165.15997,56,192,20998508.97,6.5
30,11.356541793872637,10308442,49165.15997,56,192,20998508.97,6.5
30,10.627746212804995,10308442,49165.15997,56,192,20998508.97,6.5
46,15.67900153603075,10308442,49165.15997,56,192,20998508.97,6.5
25,11.110886201947855,10308442,49165.15997,56,192,20998508.97,6.5
43,10.425249258766247,10308442,49165.15997,56,192,20998508.97,6.5
25,10.077073565324502,10308442,49165.15997,56,192,20998508.97,6.5
25,9.90386368179065,10308442,49165.15997,56,192,20998508.97,6.5
48,10.016671138030949,10308442,49165.15997,56,192,20998508.97,6.5
45,10.14892490011663,10308442,49165.15997,56,192,20998508.97,6.5
9,11.040509584584767,10308442,49165.15997,56,192,20998508.97,6.5
48,8.998878325435811,10308442,49165.15997,56,192,20998508.97,6.5
48,10.15459640413204,10308442,49165.15997,56,192,20998508.97,6.5
8,10.424039442450706,10308442,49165.15997,56,192,20998508.97,6.5
43,11.766257321318392,10308442,49165.15997,56,192,20998508.97,6.5
46,9.287663014393354,10308442,49165.15997,56,192,20998508.97,6.5
48,11.057349258142604,10308442,49165.15997,56,192,20998508.97,6.5
48,10.830723170034805,10308442,49165.15997,56,192,20998508.97,6.5
46,10.112854967125887,10308442,49165.15997,56,192,20998508.97,6.5
46,11.431216673482863,10308442,49165.15997,56,192,20998508.97,6.5
46,15.032636455059183,10308442,49165.15997,56,192,20998508.97,6.5
46,12.359226454360892,10308442,49165.15997,56,192,20998508.97,6.5
44,11.080974328312232,10308442,49165.15997,56,192,20998508.97,6.5
48,11.081757859509691,10308442,49165.15997,56,192,20998508.97,6.5
34,10.46026124840849,10308442,49165.15997,56,192,20998508.97,6.5
48,10.25351922875538,10308442,49165.15997,56,192,20998508.97,6.5
28,11.34779380762261,10308442,49165.15997,56,192,20998508.97,6.5
30,11.254663104181196,10308442,49165.15997,56,192,20998508.97,6.5
9,14.526768581638649,10308442,49165.15997,56,192,20998508.97,6.5
48,11.96323486729425,10308442,49165.15997,56,192,20998508.97,6.5
48,11.502506374266327,10308442,49165.15997,56,192,20998508.97,6.5
30,10.283265074898923,10308442,49165.15997,56,192,20998508.97,6.5
30,11.828459680265048,10308442,49165.15997,56,192,20998508.97,6.5
48,10.854897327975177,10308442,49165.15997,56,192,20998508.97,6.5
30,11.786674750356559,10308442,49165.15997,56,192,20998508.97,6.5
48,11.474717239078688,10308442,49165.15997,56,192,20998508.97,6.5
16,12.703002379070568,10308442,49165.15997,56,192,20998508.97,6.5
2,11.820897178460683,10308442,49165.15997,56,192,20998508.97,6.5
48,12.64783061429871,10308442,49165.15997,56,192,20998508.97,6.5
44,10.538263925780551,10308442,49165.15997,56,192,20998508.97,6.5
9,10.974202298306952,10308442,49165.15997,56,192,20998508.97,6.5
32,10.43099594188702,10308442,49165.15997,56,192,20998508.97,6.5
32,10.638341296270095,10308442,49165.15997,56,192,20998508.97,6.5
32,10.467704453384112,10308442,49165.15997,56,192,20998508.97,6.5
32,10.654673520404662,10308442,49165.15997,56,192,20998508.97,6.5
32,10.137093778680438,10308442,49165.15997,56,192,20998508.97,6.5
9,10.35126570300003,10308442,49165.15997,56,192,20998508.97,6.5
13,10.43965712794466,10308442,49165.15997,56,192,20998508.97,6.5
30,12.603776345012628,10308442,49165.15997,56,192,20998508.97,6.5
48,11.159428323607028,10308442,49165.15997,56,192,20998508.97,6.5
46,16.686642282212105,10308442,49165.15997,56,192,20998508.97,6.5
46,12.57742177897569,10308442,49165.15997,56,192,20998508.97,6.5
44,10.439614832655971,10308442,49165.15997,56,192,20998508.97,6.5
46,11.769682283210063,10308442,49165.15997,56,192,20998508.97,6.5
46,11.060185776614885,10308442,49165.15997,56,192,20998508.97,6.5
48,9.638007188068034,10308442,49165.15997,56,192,20998508.97,6.5
9,10.274827083876865,10308442,49165.15997,56,192,20998508.97,6.5
25,10.809141190589404,10308442,49165.15997,56,192,20998508.97,6.5
25,11.411594685674169,10308442,49165.15997,56,192,20998508.97,6.5
32,11.497892920318742,10308442,49165.15997,56,192,20998508.97,6.5
32,9.244571156115574,10308442,49165.15997,56,192,20998508.97,6.5
32,11.130734187847878,10308442,49165.15997,56,192,20998508.97,6.5
46,13.003799974840879,10308442,49165.15997,56,192,20998508.97,6.5
46,10.883293482131004,10308442,49165.15997,56,192,20998508.97,6.5
46,14.757416344360589,10308442,49165.15997,56,192,20998508.97,6.5
48,10.768432357058694,10308442,49165.15997,56,192,20998508.97,6.5
16,8.895557295753507,10308442,49165.15997,56,192,20998508.97,6.5
16,11.346183773325464,10308442,49165.15997,56,192,20998508.97,6.5
16,11.073000953064094,10308442,49165.15997,56,192,20998508.97,6.5
27,10.557687906432463,10308442,49165.15997,56,192,20998508.97,6.5
45,10.56857599269898,10308442,49165.15997,56,192,20998508.97,6.5
27,10.694863830530586,10308442,49165.15997,56,192,20998508.97,6.5
3,10.85391691331427,10308442,49165.15997,56,192,20998508.97,6.5
25,10.164895667730864,10308442,49165.15997,56,192,20998508.97,6.5
48,12.7795532990269,10308442,49165.15997,56,192,20998508.97,6.5
48,11.307637180389545,10308442,49165.15997,56,192,20998508.97,6.5
46,12.179071267290313,10308442,49165.15997,56,192,20998508.97,6.5
46,15.395144372818388,10308442,49165.15997,56,192,20998508.97,6.5
46,13.873312304154915,10308442,49165.15997,56,192,20998508.97,6.5
46,14.800515596236396,10308442,49165.15997,56,192,20998508.97,6.5
46,11.242069253770289,10308442,49165.15997,56,192,20998508.97,6.5
48,12.367945563407368,10308442,49165.15997,56,192,20998508.97,6.5
46,12.761954637230248,10308442,49165.15997,56,192,20998508.97,6.5
9,10.980405682089163,8417651,54643.01145,50,49,853140.38,6.1
9,13.773148707641043,8417651,54643.01145,50,49,853140.38,6.1
8,10.644314566790989,8417651,54643.01145,50,49,853140.38,6.1
48,11.02226475580762,8417651,54643.01145,50,49,853140.38,6.1
48,11.559742254745137,8417651,54643.01145,50,49,853140.38,6.1
16,10.183092643818973,8417651,54643.01145,50,49,853140.38,6.1
44,9.588642826118557,8417651,54643.01145,50,49,853140.38,6.1
48,10.948419489534711,8417651,54643.01145,50,49,853140.38,6.1
30,10.7120024542273,8417651,54643.01145,50,49,853140.38,6.1
48,12.587227130580674,8417651,54643.01145,50,49,853140.38,6.1
48,11.038193072727406,8417651,54643.01145,50,49,853140.38,6.1
46,14.145228275524405,8417651,54643.01145,50,49,853140.38,6.1
48,10.424418940619434,8417651,54643.01145,50,49,853140.38,6.1
46,13.011140212173407,8417651,54643.01145,50,49,853140.38,6.1
46,13.021256446857471,8417651,54643.01145,50,49,853140.38,6.1
48,10.741703222983912,8417651,54643.01145,50,49,853140.38,6.1
46,12.36436991635376,8417651,54643.01145,50,49,853140.38,6.1
46,14.631900472201579,8417651,54643.01145,50,49,853140.38,6.1
25,14.263971296533533,8417651,54643.01145,50,49,853140.38,6.1
25,10.494232725622746,8417651,54643.01145,50,49,853140.38,6.1
46,11.724566248384214,8417651,54643.01145,50,49,853140.38,6.1
28,12.288706500971248,8417651,54643.01145,50,49,853140.38,6.1
48,10.502709968161227,8417651,54643.01145,50,49,853140.38,6.1
34,11.295593543373773,8417651,54643.01145,50,49,853140.38,6.1
48,11.045649312774978,8417651,54643.01145,50,49,853140.38,6.1
28,10.29867967374326,8417651,54643.01145,50,49,853140.38,6.1
48,11.758937104955049,8417651,54643.01145,50,49,853140.38,6.1
9,13.211324773536845,8417651,54643.01145,50,49,853140.38,6.1
46,15.771920206147017,8417651,54643.01145,50,49,853140.38,6.1
46,12.924871914821374,8417651,54643.01145,50,49,853140.38,6.1
46,12.151331815214036,8417651,54643.01145,50,49,853140.38,6.1
46,15.518563380590297,8417651,54643.01145,50,49,853140.38,6.1
46,11.282753673334838,8417651,54643.01145,50,49,853140.38,6.1
33,10.39216964803396,8417651,54643.01145,50,49,853140.38,6.1
46,10.185647279869912,8417651,54643.01145,50,49,853140.38,6.1
25,10.257448817777178,8417651,54643.01145,50,49,853140.38,6.1
25,11.685497566567483,8417651,54643.01145,50,49,853140.38,6.1
25,13.510117908352592,8417651,54643.01145,50,49,853140.38,6.1
48,10.24552463379075,8417651,54643.01145,50,49,853140.38,6.1
46,14.601864084093181,8417651,54643.01145,50,49,853140.38,6.1
32,10.779239208198202,8417651,54643.01145,50,49,853140.38,6.1
46,11.517343132691254,8417651,54643.01145,50,49,853140.38,6.1
48,10.917585344413196,8417651,54643.01145,50,49,853140.38,6.1
48,11.06585746376987,8417651,54643.01145,50,49,853140.38,6.1
33,11.029944456620088,8417651,54643.01145,50,49,853140.38,6.1
30,12.315168868735487,8417651,54643.01145,50,49,853140.38,6.1
30,11.742244357554592,8417651,54643.01145,50,49,853140.38,6.1
34,11.086411730631516,8417651,54643.01145,50,49,853140.38,6.1
46,12.95790111143907,8417651,54643.01145,50,49,853140.38,6.1
46,11.488412830182881,8417651,54643.01145,50,49,853140.38,6.1
9,11.199965570059511,8417651,54643.01145,50,49,853140.38,6.1
46,10.16712761820767,8417651,54643.01145,50,49,853140.38,6.1
16,11.10414938162802,8417651,54643.01145,50,49,853140.38,6.1
45,11.453491822406367,8417651,54643.01145,50,49,853140.38,6.1
46,13.338425147192913,8417651,54643.01145,50,49,853140.38,6.1
46,8.634133205162817,8417651,54643.01145,50,49,853140.38,6.1
48,10.477478098234098,8417651,54643.01145,50,49,853140.38,6.1
9,10.422576659484818,8417651,54643.01145,50,49,853140.38,6.1
48,11.95635569060899,8417651,54643.01145,50,49,853140.38,6.1
30,11.363260021415375,8417651,54643.01145,50,49,853140.38,6.1
48,10.267444666991539,8417651,54643.01145,50,49,853140.38,6.1
31,12.950642246640529,8417651,54643.01145,50,49,853140.38,6.1
28,10.154468191782339,8417651,54643.01145,50,49,853140.38,6.1
12,10.464750953839467,8417651,54643.01145,50,49,853140.38,6.1
48,11.652717841664867,8417651,54643.01145,50,49,853140.38,6.1
48,12.387729297990893,8417651,54643.01145,50,49,853140.38,6.1
28,13.164782884341863,8417651,54643.01145,50,49,853140.38,6.1
48,9.79784922051313,8417651,54643.01145,50,49,853140.38,6.1
46,12.946663870360846,8417651,54643.01145,50,49,853140.38,6.1
48,10.835315947308986,8417651,54643.01145,50,49,853140.38,6.1
25,11.490271797318156,8417651,54643.01145,50,49,853140.38,6.1
46,12.339182021618242,8417651,54643.01145,50,49,853140.38,6.1
48,11.202671186276756,8417651,54643.01145,50,49,853140.38,6.1
9,10.666638480142785,8417651,54643.01145,50,49,853140.38,6.1
48,11.377203469011,8417651,54643.01145,50,49,853140.38,6.1
46,12.675646188552086,8417651,54643.01145,50,49,853140.38,6.1
48,9.806341979427511,8417651,54643.01145,50,49,853140.38,6.1
25,10.31902410627498,8417651,54643.01145,50,49,853140.38,6.1
46,12.858460511897079,8417651,54643.01145,50,49,853140.38,6.1
10,12.570544988634856,8417651,54643.01145,50,49,853140.38,6.1
25,10.731777938552113,8417651,54643.01145,50,49,853140.38,6.1
48,10.87492912887513,8417651,54643.01145,50,49,853140.38,6.1
28,11.871997701106434,8417651,54643.01145,50,49,853140.38,6.1
48,12.77681153039084,8417651,54643.01145,50,49,853140.38,6.1
48,11.471058653985963,8417651,54643.01145,50,49,853140.38,6.1
48,10.058330849591545,8417651,54643.01145,50,49,853140.38,6.1
28,10.78439613374039,8417651,54643.01145,50,49,853140.38,6.1
28,10.962451602008054,8417651,54643.01145,50,49,853140.38,6.1
16,10.517966455460694,8417651,54643.01145,50,49,853140.38,6.1
16,11.114417032981239,8417651,54643.01145,50,49,853140.38,6.1
48,11.245402165537536,8417651,54643.01145,50,49,853140.38,6.1
8,10.738781394983427,8417651,54643.01145,50,49,853140.38,6.1
16,10.099979401496176,8417651,54643.01145,50,49,853140.38,6.1
48,10.898102285183684,8417651,54643.01145,50,49,853140.38,6.1
8,10.762483268299492,8417651,54643.01145,50,49,853140.38,6.1
46,14.195596982389107,8417651,54643.01145,50,49,853140.38,6.1
28,13.649064125915585,8417651,54643.01145,50,49,853140.38,6.1
34,11.283313337454334,8417651,54643.01145,50,49,853140.38,6.1
48,9.948174070158535,8417651,54643.01145,50,49,853140.38,6.1
46,12.827710650291827,8417651,54643.01145,50,49,853140.38,6.1
25,9.528175730123372,8417651,54643.01145,50,49,853140.38,6.1
25,10.380870140181768,8417651,54643.01145,50,49,853140.38,6.1
25,10.819653276597132,8417651,54643.01145,50,49,853140.38,6.1
48,10.516081999548117,8417651,54643.01145,50,49,853140.38,6.1
48,9.377950071487597,8417651,54643.01145,50,49,853140.38,6.1
32,9.492375430012462,8417651,54643.01145,50,49,853140.38,6.1
48,11.562082228600532,8417651,54643.01145,50,49,853140.38,6.1
48,11.265377150258093,8417651,54643.01145,50,49,853140.38,6.1
16,11.154471854427197,8417651,54643.01145,50,49,853140.38,6.1
48,10.393661388571246,8417651,54643.01145,50,49,853140.38,6.1
48,10.31713244811248,8417651,54643.01145,50,49,853140.38,6.1
30,10.239652884924197,8417651,54643.01145,50,49,853140.38,6.1
48,9.577120090286613,8417651,54643.01145,50,49,853140.38,6.1
30,10.131736290182246,8417651,54643.01145,50,49,853140.38,6.1
