,Facility Id,Primary NAICS Code,Latest Reported Industry Type (sectors),2020 Total reported direct emissions,2019 Total reported direct emissions,2018 Total reported direct emissions,2017 Total reported direct emissions,2016 Total reported direct emissions,2015 Total reported direct emissions,2014 Total reported direct emissions,2013 Total reported direct emissions,2012 Total reported direct emissions,2011 Total reported direct emissions
2815,1004587,562212,Waste,30952.25,31577.5,32215.25,32866.25,33530.0,34207.5,34898.5,35603.5,43587.25,44467.75
2816,1007576,221112,Power Plants,391691.656,411537.076,305830.316,245359.092,175153.352,195051.228,116673.968,191774.34,163390.044,61706.43394
2818,1001977,211130,"Natural Gas and Natural Gas Liquids Suppliers,Petroleum and Natural Gas Systems",169917.944,208691.128,206993.704,218193.322,247949.596,249957.666,256588.262,138888.95,145469.528,88447.99
2819,1000971,221112,Power Plants,4725695.546,6145532.718,5538516.834,5677393.744,6058539.354,6481352.288,6089424.02,7139279.138,5097443.316,6552147.84
2820,1001483,221112,Power Plants,3670949.066,3411058.156,3522193.364,3437894.56,3688871.268,3294699.346,3536328.864,3218780.692,4283694.242,3203643.448
2821,1001029,221112,Power Plants,1675876.588,1717850.284,1518841.42,1223823.216,1229947.892,1496871.756,1636761.488,1383533.672,1411509.168,1465936.768
2822,1004667,928110,Waste,59146.472,58554.678,50636.85,46293.298,50295.938,46169.604,44301.44,44006.2,43638.96,51467.15
2823,1001267,312120,Other,19834.328,20019.89,20911.648,22677.886,23922.688,22306.126,28231.82,27727.24,37410.398,32937.296
2825,1001269,221112,Power Plants,9991.312,8402.22,11364.408,5289.58,39389.704,20109.876,19189.726,25121.154,36405.114,11601.656
2827,1000442,311615,"Other,Waste",82922.994,35427.544,25943.094,32854.342,27020.148,56586.794,69867.538,48385.892,59131.686,54420.64
2829,1007383,221112,Power Plants,97303.292,29858.836,84090.088,76667.216,87063.276,184633.216,217796.796,40341.052,145522.212,217647.244
2830,1007245,221112,Power Plants,7524965.274,8844960.12,7718680.224,6074132.872,6271413.734,10906244.288,9439042.672,13497516.396,13851129.714,13249776.518
2831,1000421,221112,Power Plants,1573017.12,1477487.224,1237611.064,1058574.382,1221724.67,1224377.558,552002.736,615099.272,994440.516,589009.448
2833,1007093,325193,"Other,Suppliers of CO2",29982.836,79082.852,86934.572,83160.936,84777.08,78398.204,74296.52,500.75,13425.2,26850.746
2834,1003608,213112,Petroleum and Natural Gas Systems,7300.772,7314.872,13103.972,30682.614,31765.762,43842.792,43788.824,45129.018,48400.308,71147.366
2835,1001684,212111,Other,377155.4,185216.15,175642.0,124320.55,147955.0,208207.85,246612.8,151382.3,184492.9,226263.5
2838,1000246,221112,Power Plants,176923.84,148520.594,109857.54,52289.302,120722.564,32636.216,9937.024,15423.692,37275.512,22575.816
2839,1002107,562212,Waste,354484.0,295457.5,272664.75,338255.75,298464.75,279513.25,266644.0,250648.25,263713.5,252481.75
2840,1004175,221112,Power Plants,24853.854,70030.934,41003.594,44365.332,30295.736,17051.536,24412.654,34538.23,30729.124,10981.91
2841,1000301,221112,Power Plants,369505.78,514505.344,270097.2,352422.144,330384.876,496751.66,271638.844,328068.284,139140.484,106919.604
2843,1004066,221112,Power Plants,152007.066,154543.666,101465.656,97133.782,163716.432,115726.91,52554.582,82399.174,28513.758,48038.41
2849,1000288,221112,Power Plants,6059.226,8213.112,24253.294,21928.166,25418.302,23514.252,28710.534,35488.756,27020.198,29443.036
2851,1006378,212230,Other,35244.066,48958.206,47940.766,35439.114,36174.412,37956.652,27048.348,21896.966,23991.004,24323.598
2853,1001372,221112,Power Plants,2620857.936,2860549.248,2521986.904,2108698.784,2337392.136,2252385.704,1612548.124,1573781.768,2063438.804,1689275.94
2854,1000219,221112,Power Plants,41110.57,32145.04,33453.442,34812.63,42820.898,49869.836,35263.568,45977.232,46949.442,37987.826
2855,1002843,562212,Waste,31147.414,35730.078,38840.618,41617.744,50535.332,64588.158,70540.152,82996.906,120686.286,131606.72
2859,1002394,311919,Other,46882.324,49683.412,53000.8,56394.188,54557.396,51881.604,48819.768,48262.968,47881.52,47083.324
2861,1001400,221112,Power Plants,1214710.448,1145620.404,1134614.596,725832.612,977009.58,758909.836,767568.956,692046.136,559652.676,588751.02
2862,1002192,211120,Petroleum and Natural Gas Systems,50220.296,57272.616,58371.238,55644.154,54880.022,58625.704,63965.78,63331.662,75505.67,71397.026
2863,1001311,221112,Power Plants,1164126.736,1307536.456,1418313.344,1427414.16,1009765.008,1267195.304,1052551.4,1180337.576,1227454.052,1003268.632
2864,1006791,221112,Power Plants,97909.976,101393.568,50818.608,51171.708,70008.736,26780.9,42322.94,83508.936,103635.26,140646.12
2865,1005342,325992,Chemicals,20783.008,25672.18,29037.33,28894.73,27394.118,29533.524,30233.534,29960.52,31895.26,31436.906
2866,1001152,221112,Power Plants,41441.696,67641.148,58473.568,14225.396,28234.944,78871.152,4630.032,3675.636,32065.03,54015.356
2867,1007007,562212,Waste,16014.25,10975.0,10350.5,14594.75,15285.0,9671.0,20298.0,27233.5,23467.0,21750.5
2868,1005425,325220,Other,42205.092,36270.364,36489.812,35485.716,34656.62,35639.516,36547.412,37415.86,37494.708,37380.76
2869,1004274,325199,Chemicals,165972.266,167313.654,165847.766,158048.474,164646.904,175698.014,191184.34,171134.256,160126.32,147647.77
2870,1004085,327211,Minerals,162153.784,166915.16,191368.512,176263.192,143376.296,39077.584,93033.672,99128.796,97736.156,97672.408
2871,1009613,335313,"Import and Export of Equipment Containing Fluorintaed GHGs,Other",192672.188,75816.108,63493.968,13306.328,13796.304,14749.52,45855.56,24738.116,40500.576,225191.276
2875,1000830,221112,Power Plants,535362.742,968124.032,875330.648,1035444.338,1499279.77,1645832.622,2312887.672,1890358.136,1895451.36,3966059.89
2876,1007697,327420,Minerals,47588.32,43667.936,42781.088,37807.308,41809.192,34741.12,34622.72,33071.976,35668.716,33548.524
2882,1006805,562212,Waste,45077.5,42026.5,29210.5,27852.75,26763.75,19131.0,33803.0,32487.75,30432.25,27754.75
2883,1007665,562212,Waste,33151.8,34350.7,35426.95,36510.45,37254.95,38113.7,39053.2,40003.9,48782.374382,61775.709325
2884,1001718,327213,Minerals,170187.604,141104.564,141108.636,147011.512,151868.604,137051.192,141142.728,136255.892,145332.024,147869.9
2885,1003355,324110,"Petroleum Product Suppliers,Refineries",90380.026,269748.57,284364.772,240552.562,261103.994,295474.418,316609.376,312683.766,277799.31,258234.704
2886,1005894,562212,Waste,72766.5,114341.0,89863.75,64283.25,57432.25,85055.5,71937.75,77702.5,71047.5,69975.0
2888,1003378,562212,Waste,44332.0,43807.25,43411.25,43308.25,42928.25,42652.25,43108.5,43161.0,43328.75,42666.0
2889,1005137,562212,Waste,68057.25,71643.75,75786.75,72778.0,81656.25,62903.5,63605.0,60612.75,51141.0,58750.25
2890,1003204,324199,Metals,463067.77,516704.228,491281.52,556408.488,618218.634,523775.848,528944.588,602617.996,507007.498,564568.298
2891,1002522,211120,Petroleum and Natural Gas Systems,30100.92,41468.72,22020.896,25607.244,75483.33,79831.216,80759.36,54919.898,62934.906,60228.518
2892,1002506,211120,Petroleum and Natural Gas Systems,54479.05,77585.014,82406.084,72096.942,79711.852,68988.432,64498.52,47594.52,59697.316,58864.202
2893,1004394,211120,Petroleum and Natural Gas Systems,22009.366,18197.222,4704.972,26162.31,30871.064,29918.788,27419.764,31807.776,65484.144,27390.5
2895,1002519,211120,Petroleum and Natural Gas Systems,45346.732,47988.512,56504.586,55342.156,71153.22,74038.466,70495.326,72675.476,84539.568,89195.468
2896,1010281,211130,Petroleum and Natural Gas Systems,60624.844,65195.62,48637.352,82318.48,72744.622,63031.006,62647.182,40697.856,61379.794,74487.746
2897,1009916,211120,Petroleum and Natural Gas Systems,87171.756,74743.064,66868.298,65551.596,74920.774,66157.408,101800.17,36869.606,69445.004,71106.71
2898,1004539,327310,Minerals,598605.6,639083.4,409957.88,577953.8,624385.62,592051.02,529072.0,522488.36,445842.9,434254.0
2899,1006363,327310,Minerals,184746.566,357862.02,313152.564,307394.552,256757.228,289793.836,350197.762,388750.024,376490.572,488514.174
2900,1003067,327310,Minerals,802043.668,743402.774,639143.708,735229.632,709855.414,655223.888,615200.37,614364.9,621877.14,585999.384
2901,1009018,327310,Minerals,317286.03,294171.51,348421.328,306846.094,485542.066,474777.48,417753.802,287346.488,220528.854,206230.746
2907,1001862,336412,Other,30856.596,45497.698,41460.5,46159.558,45889.416,55671.296,57023.036,60028.996,53298.806,74654.504
2908,1004412,541715,Other,18219.404,22182.298,24947.507,23855.53,26807.344,30498.564,28621.616,28317.172,26429.638,27274.082
2911,1004697,336510,Other,56168.988,59700.076,61034.92,54630.544,57094.68,64083.108,65795.352,63194.712,62512.964,65138.704
2912,1000039,335313,"Import and Export of Equipment Containing Fluorintaed GHGs,Other",25059.203,31196.698,20463.94,16208.134,19267.611,17702.44,13879.245,27512.674,48995.668,5519.848
2913,1003813,562212,Waste,10926.75,10950.75,3063.25,3498.0,3913.25,24426.75,31723.5,32297.75,41992.0,42559.5
2914,1005856,211130,"Natural Gas and Natural Gas Liquids Suppliers,Petroleum and Natural Gas Systems",52606.504,52652.012,49350.564,50792.76,50737.11,45767.228,57289.18,53896.962,59487.63,46924.09
2915,1006474,311613,Other,37798.608,39512.852,34214.172,34518.32,32147.128,36689.712,37307.96,38476.456,35218.368,30863.784
2916,1003665,325414,Chemicals,29401.24,29961.788,30883.884,31112.432,31497.232,31613.68,31248.34,35460.12,35530.068,36363.164
2917,1002243,336412,Other,42004.754,87432.498,61251.584,72316.504,67129.64,71846.108,65748.652,74254.416,73652.6,78725.946
2919,1004366,311230,Other,26128.652,25272.604,25411.804,23.6,22186.616,22521.214,23436.56,23399.512,25667.304,29242.14
2920,1004695,541380,Other,25892.252,28386.444,28728.89,26355.9,25282.304,26891.548,28125.644,27217.748,23619.412,25322.302
2921,1002828,336111,Other,28823.892,31307.432,31448.932,26682.7,34704.12,53096.0,58300.88,52746.252,49170.164,50126.312
2922,1003506,336112,Other,44076.592,54174.868,57740.086,63076.218,59753.34,59965.418,64962.766,56371.978,58553.56,65685.938
2923,1004605,336111,Other,37322.66,43440.436,49050.316,44208.384,43285.588,45707.928,47155.972,48831.616,36587.512,43017.888
2924,1002875,331523,"Metals,Waste",53442.984,50098.84,47835.456,45666.166,48521.058,47446.162,48407.61,48014.414,43502.24,45297.928
2927,1002347,331524,"Metals,Waste",31711.754,39573.624,42892.914,47193.048,46586.052,38696.482,41910.872,37848.238,44605.9,57161.318
2928,1003392,562212,Waste,26340.962,41859.934,52308.142,59663.414,71026.842,63441.068,70214.728,40481.766,36898.501975,48020.311
2931,1003493,221112,Power Plants,204452.88,288355.864,379065.272,378514.576,343980.104,361125.834,297449.62,316487.8,582911.44,604516.67
2932,1004388,611310,Other,36151.064,37378.96,41299.03,50138.96,62840.412,61391.254,52343.616,62436.76,45537.84,48907.3
2933,1007135,322121,"Pulp and Paper,Waste",397443.354,362028.17,290249.356,292132.884,356767.092,353855.838,362408.312,362699.024,381130.366,393837.042
2934,1002516,327420,Minerals,47210.372,43005.288,44539.832,38865.904,42701.04,39365.752,31762.48,24483.208,26091.852,29182.14
2935,1004819,327420,Minerals,33500.224,33159.776,34401.02,30439.136,34237.772,28003.644,24066.26,22900.364,27149.948,29342.14
2936,1007627,322130,"Pulp and Paper,Waste",537832.368,481122.374,473275.11,446114.512,425518.0,396465.778,315405.276,324935.65,329669.444,279046.904
2938,1005948,322130,"Pulp and Paper,Waste",535893.262,539279.828,563860.878,599090.564,662066.576,587765.75,555810.794,478433.966,506982.4,466580.686
2939,1002823,322130,"Pulp and Paper,Waste",761564.592,1015667.602,772098.064,613719.858,595705.294,577718.392,916989.354,783692.292,831647.222,852451.014
2940,1002723,325211,Other,4995.032,2185.792,9624.864,48736.616,48895.016,48659.816,53922.296,38606.004,37753.208,39484.552
2941,1000590,322121,"Pulp and Paper,Waste",44179.974,43364.628,52751.942,50935.65,50544.392,50406.442,53309.78,55516.022,59510.984,59477.234
2942,1006962,322110,"Pulp and Paper,Waste",377356.272,525241.082,722415.404,658496.882,674394.888,679136.626,645106.122,541276.754,571738.28,610476.27
2943,1005998,322121,"Pulp and Paper,Waste",67815.968,95542.966,131347.886,187574.36,179369.0,162109.364,169205.252,166735.944,172022.896,173851.67
2944,1000589,322121,Pulp and Paper,352495.216,381818.004,384809.838,390572.43,443693.432,730221.46,865246.82,958148.45,1003065.318,1021491.01
2945,1007453,322121,"Pulp and Paper,Waste",539594.534,531772.008,734784.504,704468.868,820595.638,892735.324,898507.542,951521.908,1108951.184,1258442.45
2946,1007214,322121,"Pulp and Paper,Waste",362503.106,597079.724,618960.018,598744.998,554616.734,533648.074,425150.998,436753.324,484424.54,487321.708
2947,1005059,327420,Minerals,38732.304,49199.764,49065.116,46856.624,48825.416,46905.624,45663.328,45052.58,42750.388,31030.784
2948,1005956,327420,Minerals,53820.148,50593.16,53510.248,48925.516,52367.952,47939.02,44878.132,42214.292,36941.36,39231.552
2950,1006975,322121,"Pulp and Paper,Waste",321568.68,378161.962,761226.962,740474.436,901664.662,992018.128,1034025.986,1133132.948,1144146.112,1181744.824
2951,1004055,322130,"Pulp and Paper,Waste",350846.28,334199.296,329437.234,336519.71,329756.868,322838.112,350557.288,349310.52,360269.224,301695.706
2953,1003052,331110,Metals,71874.904,88078.488,85908.948,83383.152,80530.26,87608.892,84223.388,78838.288,76680.5,79531.68
2954,1004493,331110,Metals,90866.94,87027.512,107923.836,78326.712,72506.276,69396.584,79627.26,68764.932,80117.768,81068.104
2955,1001103,331110,Metals,84771.744,81378.232,88161.12,77905.336,74929.94,82403.596,79496.944,72143.704,84943.13,89119.032
2956,1003577,331110,Metals,29940.508,29551.86,30930.508,28750.96,27812.968,34397.148,34834.344,30915.054,32659.204,35176.352
2957,1004411,331110,Metals,100043.804,105459.184,117800.528,108898.84,95116.372,106143.772,154020.18,134331.42,129984.436,143582.864
2959,1003345,211120,Petroleum and Natural Gas Systems,35283.812,49153.54,56866.018,44500.03,34239.434,28593.204,27304.506,58230.608,54721.526,73813.06
2960,1003174,211120,Petroleum and Natural Gas Systems,43894.138,55693.326,59754.876,52580.398,89971.404,90527.816,85904.062,66661.456,74292.806,78469.094
2961,1003770,327310,Minerals,528582.826,310337.616,340333.13,363285.36,358625.702,368297.944,396803.77,386190.476,330806.748,309076.126
2962,1002066,211130,Petroleum and Natural Gas Systems,125102.73,135988.658,144691.486,108031.864,127846.06,142256.3493,147079.057,136087.959,129825.447,120704.892
2964,1002497,332215,Other,48498.812,49218.516,48856.116,50717.15,50557.36,55467.138,55397.992,54009.84,53609.394,53681.842
2965,1007195,562212,Waste,47963.2,45035.5,52732.05,86050.1,112164.5,81900.2,51639.6,50263.53,48801.628,55088.776
2967,1006128,325412,Chemicals,10575.564,18636.874,22346.014,20807.22,25187.602,24694.748,27505.19,26229.948,25299.604,27034.446
2970,1003257,562212,Waste,28684.642,26682.142,26528.142,29320.642,39236.892,57121.892,61652.142,70155.392,71994.455859,84373.471
2971,1001891,331410,Metals,36482.312,47987.918,47987.918,48689.416,43290.488,43066.686,46951.024,45612.128,47203.62,49603.662
2972,1003726,334413,Other,282381.911342,271706.047656,259732.282627,263469.9613,276944.311228,298114.337242,289772.68888,304246.7642,368280.4749,408981.0516
2974,1004300,334413,Other,143136.7245961,128339.1675018,124819.8780976,102050.4202,139305.0167979,153678.5940985,176985.4066985,146717.1705913,140078.6025817,160725.3702263
2975,1003777,331110,Metals,19.6,0.1,133828.194,74011.076,21185.398,196293.342,203715.794,216046.944,220427.244,213603.146
2976,1003775,331110,Metals,114.9,0.2,180343.098,187287.832,208838.648,208598.096,202585.142,214546.944,233705.192,203810.494
2977,1006473,331110,Metals,305325.838,265842.386,284104.988,330754.588,245606.49,298907.592,337881.99,299966.788,357019.54,336045.99
2978,1004235,562212,Waste,15513.2,20154.95,21128.9,37955.55,51759.15,73108.198,70658.8,79184.0,78466.0,77259.8
2979,1007149,221320,Other,70221.436,73181.076,86741.224,79935.748,75919.164,113019.424,95233.892,86836.472,88419.968,101300.668
2981,1000380,541380,Other,42441.34,44380.332,46512.924,47795.52,47480.372,49727.912,48770.216,48391.268,45868.828,50624.86
2982,1002953,336112,Other,52763.652,61787.168,69452.188,65184.304,84681.132,73782.124,76990.008,71813.532,58209.384,65414.204
2983,1006371,336112,Other,50419.66,45542.028,52036.904,45101.88,45589.428,45527.428,44522.432,48883.9,54797.4,53188.1
2985,1002426,311230,Other,56416.21,43963.384,43400.534,42723.64,41009.488,38528.548,42087.134,40908.148,40889.742,41044.196
2987,1003127,486210,Petroleum and Natural Gas Systems,96310.11,82863.664,64594.9,49001.57,73111.242,112431.41,86313.446,90585.29,139093.798,132584.14
2990,1002560,325193,"Other,Waste",164934.928,179328.824,160523.896,167289.42,168598.216,-1196.25,1.048,210439.382,174526.196,175153.49
2991,1006825,325193,Other,57321.984,54500.044,51046.608,51059.308,50736.008,51645.956,53873.748,55360.992,52388.954,42373.09
2992,1005964,562111,Waste,86761.89,136961.834,119493.42,150602.958,169386.304,165678.246,197745.102,175517.948,139799.0,83273.25
2993,1001810,221112,Power Plants,295272.344,310179.648,250883.462,318505.958,280695.224,222352.256,195204.796,226849.402,369996.514,297118.21
2994,1007068,221112,Power Plants,603359.194,571992.518,460330.89,293580.164,331761.074,403139.718,297142.36,306774.25,345565.078,282534.984
2995,1001436,221112,Power Plants,730209.544,729130.348,425704.372,415078.812,385283.972,551705.156,387311.764,544865.78,325690.444,219764.436
2996,1006800,211130,Petroleum and Natural Gas Systems,271605.25,281293.886,301200.83,301454.168,287387.862,326114.796,279145.187,275340.121,293868.474,274463.021
2998,1000363,336413,Other,12185.304,9057.216,13280.6,12637.652,33555.124,31263.732,30645.684,27973.844,35570.11,30949.476
2999,1006531,324110,"Petroleum Product Suppliers,Refineries",10245.08,11311.536,9949.742,11539.474,10924.476,11474.374,10435.178,10054.782,9938.68,10145.126
3000,1002965,325212,Other,353600.42,399505.996,398664.248,393477.768,419062.072,423481.904,426436.244,424488.3,430344.828,480723.98
3001,1002991,325998,Chemicals,38660.082,45855.408,48721.142,44949.852,44144.276,42542.964,29724.688,28475.792,30640.484,31222.232
3002,1004793,326211,Other,45351.98,53764.648,51832.604,51081.808,52706.552,48015.12,46623.724,49211.8,45770.3,38995.7
