Facility Id,State,industry_type,year,total_direct_emissions,state_population,state_gdp_per_capita,state_policies_incentives,USDA_energy_invest_unit,USDA_energy_invest_$,%Renewables
1004782,OR,Pipeline Transportation,2017,63016.162,4147294,49609.40797,146,116,137234103.9,76.3
1004778,OR,Pipeline Transportation,2017,54263.65,4147294,49609.40797,146,116,137234103.9,76.3
1003652,OR,Utilities ,2017,731188.94,4147294,49609.40797,146,116,137234103.9,76.3
1000788,OR,Utilities ,2017,1175639.952,4147294,49609.40797,146,116,137234103.9,76.3
1007089,OR,Nonmetallic Mineral Product Manufacturing,2017,29933.492,4147294,49609.40797,146,116,137234103.9,76.3
1009606,OR,Computer and Electronic Product Manufacturing,2017,24733.415,4147294,49609.40797,146,116,137234103.9,76.3
1004006,OR,Computer and Electronic Product Manufacturing,2017,231102.1971,4147294,49609.40797,146,116,137234103.9,76.3
1002149,OR,Paper Manufacturing,2017,112211.006,4147294,49609.40797,146,116,137234103.9,76.3
1008262,OR,Computer and Electronic Product Manufacturing,2017,95537.56379,4147294,49609.40797,146,116,137234103.9,76.3
1003232,OR,Waste Management and Remediation Services,2017,69341.5,4147294,49609.40797,146,116,137234103.9,76.3
1006018,OR,Food Manufacturing,2017,44633.232,4147294,49609.40797,146,116,137234103.9,76.3
1001314,OR,Utilities ,2017,966345.7,4147294,49609.40797,146,116,137234103.9,76.3
1000609,OR,Food Manufacturing,2017,35739.016,4147294,49609.40797,146,116,137234103.9,76.3
1005651,OR,Food Manufacturing,2017,37750.408,4147294,49609.40797,146,116,137234103.9,76.3
1012645,OR,Food Manufacturing,2017,30023.336,4147294,49609.40797,146,116,137234103.9,76.3
1004883,OR,Computer and Electronic Product Manufacturing,2017,92125.90901,4147294,49609.40797,146,116,137234103.9,76.3
1009982,OR,Computer and Electronic Product Manufacturing,2017,43647.95755,4147294,49609.40797,146,116,137234103.9,76.3
1007527,OR,Computer and Electronic Product Manufacturing,2017,92515.85979,4147294,49609.40797,146,116,137234103.9,76.3
1004658,OR,Educational Services,2017,38549.104,4147294,49609.40797,146,116,137234103.9,76.3
1006053,OR,Nonmetallic Mineral Product Manufacturing,2017,41117.676,4147294,49609.40797,146,116,137234103.9,76.3
1005968,OR,Primary Metal Manufacturing,2017,23240.412,4147294,49609.40797,146,116,137234103.9,76.3
1000455,OR,Utilities ,2017,905141.788,4147294,49609.40797,146,116,137234103.9,76.3
1010254,OR,Computer and Electronic Product Manufacturing,2017,55596.71339,4147294,49609.40797,146,116,137234103.9,76.3
1007687,OR,Waste Management and Remediation Services,2017,72162.404,4147294,49609.40797,146,116,137234103.9,76.3
1004416,OR,Wood Product Manufacturing,2017,29817.436,4147294,49609.40797,146,116,137234103.9,76.3
1005384,OR,Waste Management and Remediation Services,2017,37248.0,4147294,49609.40797,146,116,137234103.9,76.3
1007470,OR,Waste Management and Remediation Services,2017,18587.75,4147294,49609.40797,146,116,137234103.9,76.3
1007001,OR,Waste Management and Remediation Services,2017,146628.5,4147294,49609.40797,146,116,137234103.9,76.3
1002446,OR,Waste Management and Remediation Services,2017,2101.75,4147294,49609.40797,146,116,137234103.9,76.3
1002153,OR,Nonmetallic Mineral Product Manufacturing,2017,42881.64,4147294,49609.40797,146,116,137234103.9,76.3
1004515,OR,Waste Management and Remediation Services,2017,79485.5,4147294,49609.40797,146,116,137234103.9,76.3
1007989,OR,Waste Management and Remediation Services,2017,165400.954,4147294,49609.40797,146,116,137234103.9,76.3
1008042,OR,Paper Manufacturing,2017,259117.194,4147294,49609.40797,146,116,137234103.9,76.3
1005050,OR,Paper Manufacturing,2017,73926.62,4147294,49609.40797,146,116,137234103.9,76.3
1007264,ID,Chemical Manufacturing,2017,64287.008,1719745,38947.92542,52,79,975394.92,81.6
1005712,ID,Food Manufacturing,2017,285936.05,1719745,38947.92542,52,79,975394.92,81.6
1005707,ID,Food Manufacturing,2017,350522.766,1719745,38947.92542,52,79,975394.92,81.6
1006412,ID,Food Manufacturing,2017,272002.238,1719745,38947.92542,52,79,975394.92,81.6
1003446,ID,Waste Management and Remediation Services,2017,76916.076,1719745,38947.92542,52,79,975394.92,81.6
1012864,ID,Food Manufacturing,2017,29563.84,1719745,38947.92542,52,79,975394.92,81.6
1012992,ID,Computer and Electronic Product Manufacturing,2017,1923.375,1719745,38947.92542,52,79,975394.92,81.6
1006355,ID,Food Manufacturing,2017,29504.588,1719745,38947.92542,52,79,975394.92,81.6
1004740,ID,Support Activities for Agriculture and Forestry,2017,60915.92,1719745,38947.92542,52,79,975394.92,81.6
1003405,ID,Food Manufacturing,2017,44931.38,1719745,38947.92542,52,79,975394.92,81.6
1011964,ID,Food Manufacturing,2017,37407.156,1719745,38947.92542,52,79,975394.92,81.6
1000244,ID,Utilities ,2017,51219.76,1719745,38947.92542,52,79,975394.92,81.6
1004705,ID,Paper Manufacturing,2017,311694.832,1719745,38947.92542,52,79,975394.92,81.6
1000120,ID,Utilities ,2017,39378.004,1719745,38947.92542,52,79,975394.92,81.6
1006763,ID,Waste Management and Remediation Services,2017,88796.648,1719745,38947.92542,52,79,975394.92,81.6
1002699,ID,Waste Management and Remediation Services,2017,42550.024,1719745,38947.92542,52,79,975394.92,81.6
1004781,ID,Pipeline Transportation,2017,92888.002,1719745,38947.92542,52,79,975394.92,81.6
1005008,ID,Pipeline Transportation,2017,107546.65,1719745,38947.92542,52,79,975394.92,81.6
1006296,ID,Food Manufacturing,2017,30599.3,1719745,38947.92542,52,79,975394.92,81.6
1001154,ID,Chemical Manufacturing,2017,107506.624,1719745,38947.92542,52,79,975394.92,81.6
1001985,ID,Food Manufacturing,2017,57610.89,1719745,38947.92542,52,79,975394.92,81.6
1005035,ID,Chemical Manufacturing,2017,105825.452,1719745,38947.92542,52,79,975394.92,81.6
1000606,ID,Food Manufacturing,2017,69440.49,1719745,38947.92542,52,79,975394.92,81.6
1000615,ID,Food Manufacturing,2017,57166.182,1719745,38947.92542,52,79,975394.92,81.6
1007379,ID,Utilities ,2017,505743.176,1719745,38947.92542,52,79,975394.92,81.6
1002285,ID,Food Manufacturing,2017,50493.54,1719745,38947.92542,52,79,975394.92,81.6
1004325,ID,Computer and Electronic Product Manufacturing,2017,67872.3848,1719745,38947.92542,52,79,975394.92,81.6
1004840,ID,Waste Management and Remediation Services,2017,18218.75,1719745,38947.92542,52,79,975394.92,81.6
1005200,ID,Food Manufacturing,2017,15431.692,1719745,38947.92542,52,79,975394.92,81.6
1008930,ID,Computer and Electronic Product Manufacturing,2017,33833.89593,1719745,38947.92542,52,79,975394.92,81.6
1007943,ID,Chemical Manufacturing,2017,556776.664,1719745,38947.92542,52,79,975394.92,81.6
1000783,ID,Waste Management and Remediation Services,2017,97603.0,1719745,38947.92542,52,79,975394.92,81.6
1001124,ID,Utilities ,2017,39608.904,1719745,38947.92542,52,79,975394.92,81.6
1001352,ID,Utilities ,2017,512327.152,1719745,38947.92542,52,79,975394.92,81.6
1008253,ID,Waste Management and Remediation Services,2017,52846.75,1719745,38947.92542,52,79,975394.92,81.6
1011640,ID,Food Manufacturing,2017,35597.716,1719745,38947.92542,52,79,975394.92,81.6
1005184,AK,Pipeline Transportation,2017,62235.416,740983,73050.93369,33,20,13756420.74,33.3
1005781,AK,Pipeline Transportation,2017,27560.35,740983,73050.93369,33,20,13756420.74,33.3
1007341,AK,Waste Management and Remediation Services,2017,631853.65,740983,73050.93369,33,20,13756420.74,33.3
1010624,AK,Food Manufacturing,2017,49049.198,740983,73050.93369,33,20,13756420.74,33.3
1010937,AK,Utilities ,2017,30858.096,740983,73050.93369,33,20,13756420.74,33.3
1001756,AK,Oil and Gas Extraction,2017,20823.264,740983,73050.93369,33,20,13756420.74,33.3
1005395,AK,Utilities ,2017,43774.884,740983,73050.93369,33,20,13756420.74,33.3
1005268,AK,Utilities ,2017,160.8,740983,73050.93369,33,20,13756420.74,33.3
1001649,AK,Oil and Gas Extraction,2017,2816596.32,740983,73050.93369,33,20,13756420.74,33.3
1001650,AK,Oil and Gas Extraction,2017,1990262.04,740983,73050.93369,33,20,13756420.74,33.3
1005349,AK,Waste Management and Remediation Services,2017,52632.446,740983,73050.93369,33,20,13756420.74,33.3
1001651,AK,Oil and Gas Extraction,2017,745027.136,740983,73050.93369,33,20,13756420.74,33.3
1004719,AK,Utilities ,2017,314164.742,740983,73050.93369,33,20,13756420.74,33.3
1005267,AK,Utilities ,2017,129783.574,740983,73050.93369,33,20,13756420.74,33.3
1007791,AK,Utilities ,2017,4953.818,740983,73050.93369,33,20,13756420.74,33.3
1004974,AK,Utilities ,2017,20272.194,740983,73050.93369,33,20,13756420.74,33.3
1006838,AK,Oil and Gas Extraction,2017,23580.5,740983,73050.93369,33,20,13756420.74,33.3
1010389,AK,Waste Management and Remediation Services,2017,11695.394,740983,73050.93369,33,20,13756420.74,33.3
1007526,AK,Mining (except Oil and Gas),2017,37948.868,740983,73050.93369,33,20,13756420.74,33.3
1005789,AK,Oil and Gas Extraction,2017,556345.812,740983,73050.93369,33,20,13756420.74,33.3
1004422,AK,Oil and Gas Extraction,2017,409212.208,740983,73050.93369,33,20,13756420.74,33.3
1004998,AK,Oil and Gas Extraction,2017,330327.66,740983,73050.93369,33,20,13756420.74,33.3
1005001,AK,Oil and Gas Extraction,2017,96875.784,740983,73050.93369,33,20,13756420.74,33.3
1001940,AK,Oil and Gas Extraction,2017,85813.464,740983,73050.93369,33,20,13756420.74,33.3
1008060,AK,Utilities ,2017,38764.924,740983,73050.93369,33,20,13756420.74,33.3
1006146,AK,National Security and International Affairs ,2017,374720.526,740983,73050.93369,33,20,13756420.74,33.3
1001737,AK,Oil and Gas Extraction,2017,586146.616,740983,73050.93369,33,20,13756420.74,33.3
1011829,AK,Utilities ,2017,338759.922,740983,73050.93369,33,20,13756420.74,33.3
1007491,AK,Petroleum and Coal Products Manufacturing,2017,863.466,740983,73050.93369,33,20,13756420.74,33.3
1003493,AK,Utilities ,2017,378514.576,740983,73050.93369,33,20,13756420.74,33.3
1001810,AK,Utilities ,2017,318505.958,740983,73050.93369,33,20,13756420.74,33.3
1007068,AK,Utilities ,2017,293580.164,740983,73050.93369,33,20,13756420.74,33.3
1001942,AK,Oil and Gas Extraction,2017,28868.704,740983,73050.93369,33,20,13756420.74,33.3
1001761,AK,Oil and Gas Extraction,2017,65141.926,740983,73050.93369,33,20,13756420.74,33.3
1003492,AK,Utilities ,2017,34704.318,740983,73050.93369,33,20,13756420.74,33.3
1010606,AK,Utilities ,2017,497919.876,740983,73050.93369,33,20,13756420.74,33.3
1001944,AK,Oil and Gas Extraction,2017,87687.83,740983,73050.93369,33,20,13756420.74,33.3
1001628,AK,Oil and Gas Extraction,2017,682448.826,740983,73050.93369,33,20,13756420.74,33.3
1005410,AK,Oil and Gas Extraction,2017,17409.806,740983,73050.93369,33,20,13756420.74,33.3
1006029,AK,Oil and Gas Extraction,2017,16024.26,740983,73050.93369,33,20,13756420.74,33.3
1011448,AK,Waste Management and Remediation Services,2017,39638.75,740983,73050.93369,33,20,13756420.74,33.3
1004380,AK,Waste Management and Remediation Services,2017,77029.75,740983,73050.93369,33,20,13756420.74,33.3
1006956,AK,Oil and Gas Extraction,2017,57365.87,740983,73050.93369,33,20,13756420.74,33.3
1007874,AK,Utilities ,2017,218051.028,740983,73050.93369,33,20,13756420.74,33.3
1003023,AK,Oil and Gas Extraction,2017,369328.466,740983,73050.93369,33,20,13756420.74,33.3
1003670,AK,Petroleum and Coal Products Manufacturing,2017,18244.236,740983,73050.93369,33,20,13756420.74,33.3
1005997,AK,Petroleum and Coal Products Manufacturing,2017,73953.378,740983,73050.93369,33,20,13756420.74,33.3
1011966,AK,Hospitals,2017,37895.054,740983,73050.93369,33,20,13756420.74,33.3
1006463,AK,Mining (except Oil and Gas),2017,150264.796,740983,73050.93369,33,20,13756420.74,33.3
1001801,AK,Oil and Gas Extraction,2017,118744.148,740983,73050.93369,33,20,13756420.74,33.3
1007371,AK,Oil and Gas Extraction,2017,118688.5,740983,73050.93369,33,20,13756420.74,33.3
1011532,AK,Utilities ,2017,14136.396,740983,73050.93369,33,20,13756420.74,33.3
1006806,AK,Waste Management and Remediation Services,2017,74791.094,740983,73050.93369,33,20,13756420.74,33.3
1001948,AK,Oil and Gas Extraction,2017,97325.79,740983,73050.93369,33,20,13756420.74,33.3
1005711,AK,Utilities ,2017,59933.724,740983,73050.93369,33,20,13756420.74,33.3
1007741,AK,Petroleum and Coal Products Manufacturing,2017,723807.79,740983,73050.93369,33,20,13756420.74,33.3
1005185,AK,Pipeline Transportation,2017,69663.488,740983,73050.93369,33,20,13756420.74,33.3
1005187,AK,Pipeline Transportation,2017,69800.188,740983,73050.93369,33,20,13756420.74,33.3
1011795,AK,Pipeline Transportation,2017,11708.408,740983,73050.93369,33,20,13756420.74,33.3
1005004,AK,Utilities ,2017,16845.34,740983,73050.93369,33,20,13756420.74,33.3
1005736,AK,Oil and Gas Extraction,2017,52667.224,740983,73050.93369,33,20,13756420.74,33.3
1003407,AK,Food Manufacturing,2017,37046.094,740983,73050.93369,33,20,13756420.74,33.3
1004239,AK,Utilities ,2017,347632.89,740983,73050.93369,33,20,13756420.74,33.3
1005509,AK,Educational Services,2017,128296.454,740983,73050.93369,33,20,13756420.74,33.3
1005432,OK,Air Transportation,2017,37408.97,3933602,49383.74548,40,47,2806161.37,36.1
1002552,OK,Waste Management and Remediation Services,2017,143362.98,3933602,49383.74548,40,47,2806161.37,36.1
1005175,OK,Nonmetallic Mineral Product Manufacturing,2017,93129.6,3933602,49383.74548,40,47,2806161.37,36.1
1009608,OK,Pipeline Transportation,2017,23964.218,3933602,49383.74548,40,47,2806161.37,36.1
1003411,OK,Waste Management and Remediation Services,2017,31392.0,3933602,49383.74548,40,47,2806161.37,36.1
1002050,OK,Pipeline Transportation,2017,50902.76,3933602,49383.74548,40,47,2806161.37,36.1
1003209,OK,Pipeline Transportation,2017,18596.342,3933602,49383.74548,40,47,2806161.37,36.1
1000865,OK,Utilities ,2017,564018.536,3933602,49383.74548,40,47,2806161.37,36.1
1005074,OK,Nonmetallic Mineral Product Manufacturing,2017,96091.456,3933602,49383.74548,40,47,2806161.37,36.1
1004686,OK,Oil and Gas Extraction,2017,27455.658,3933602,49383.74548,40,47,2806161.37,36.1
1000023,OK,Nonmetallic Mineral Product Manufacturing,2017,120892.192,3933602,49383.74548,40,47,2806161.37,36.1
1004404,OK,Pipeline Transportation,2017,33641.928,3933602,49383.74548,40,47,2806161.37,36.1
1012401,OK,Oil and Gas Extraction,2017,52994.174,3933602,49383.74548,40,47,2806161.37,36.1
1007712,OK,Waste Management and Remediation Services,2017,2323.75,3933602,49383.74548,40,47,2806161.37,36.1
1012793,OK,Oil and Gas Extraction,2017,46316.15,3933602,49383.74548,40,47,2806161.37,36.1
1002006,OK,Pipeline Transportation,2017,59629.686,3933602,49383.74548,40,47,2806161.37,36.1
1004302,OK,Oil and Gas Extraction,2017,82834.53,3933602,49383.74548,40,47,2806161.37,36.1
1010544,OK,Oil and Gas Extraction,2017,60075.932,3933602,49383.74548,40,47,2806161.37,36.1
1008160,OK,Pipeline Transportation,2017,45119.04,3933602,49383.74548,40,47,2806161.37,36.1
1013007,OK,Oil and Gas Extraction,2017,30871.886,3933602,49383.74548,40,47,2806161.37,36.1
1012985,OK,Oil and Gas Extraction,2017,37430.83,3933602,49383.74548,40,47,2806161.37,36.1
1010777,OK,Oil and Gas Extraction,2017,82826.548,3933602,49383.74548,40,47,2806161.37,36.1
1005128,OK,Chemical Manufacturing,2017,84873.686,3933602,49383.74548,40,47,2806161.37,36.1
1003621,OK,Waste Management and Remediation Services,2017,25587.75,3933602,49383.74548,40,47,2806161.37,36.1
1000329,OK,Nonmetallic Mineral Product Manufacturing,2017,89748.316,3933602,49383.74548,40,47,2806161.37,36.1
1002353,OK,Oil and Gas Extraction,2017,29887.796,3933602,49383.74548,40,47,2806161.37,36.1
1002175,OK,Pipeline Transportation,2017,53357.872,3933602,49383.74548,40,47,2806161.37,36.1
1005507,OK,Nonmetallic Mineral Product Manufacturing,2017,26638.346,3933602,49383.74548,40,47,2806161.37,36.1
1006287,OK,Chemical Manufacturing,2017,232567.448,3933602,49383.74548,40,47,2806161.37,36.1
1002472,OK,Oil and Gas Extraction,2017,23020.73,3933602,49383.74548,40,47,2806161.37,36.1
1007148,OK,Food Manufacturing,2017,64708.556,3933602,49383.74548,40,47,2806161.37,36.1
1001589,OK,Oil and Gas Extraction,2017,230285.726,3933602,49383.74548,40,47,2806161.37,36.1
1011762,OK,Oil and Gas Extraction,2017,20239.89,3933602,49383.74548,40,47,2806161.37,36.1
1007821,OK,Oil and Gas Extraction,2017,34994.198,3933602,49383.74548,40,47,2806161.37,36.1
1008831,OK,Pipeline Transportation,2017,37054.528,3933602,49383.74548,40,47,2806161.37,36.1
1002244,OK,Waste Management and Remediation Services,2017,34448.25,3933602,49383.74548,40,47,2806161.37,36.1
1007216,OK,Nonmetallic Mineral Product Manufacturing,2017,515294.486,3933602,49383.74548,40,47,2806161.37,36.1
1003211,OK,Support Activities for Mining,2017,97177.666,3933602,49383.74548,40,47,2806161.37,36.1
1011999,OK,Utilities ,2017,33813.524,3933602,49383.74548,40,47,2806161.37,36.1
1012794,OK,Oil and Gas Extraction,2017,158931.31,3933602,49383.74548,40,47,2806161.37,36.1
1001142,OK,Utilities ,2017,1101805.016,3933602,49383.74548,40,47,2806161.37,36.1
1002855,OK,Waste Management and Remediation Services,2017,29918.5,3933602,49383.74548,40,47,2806161.37,36.1
1003963,OK,Waste Management and Remediation Services,2017,58563.0,3933602,49383.74548,40,47,2806161.37,36.1
1008724,OK,Pipeline Transportation,2017,47550.776,3933602,49383.74548,40,47,2806161.37,36.1
1001191,OK,Utilities ,2017,58834.632,3933602,49383.74548,40,47,2806161.37,36.1
1004963,OK,Waste Management and Remediation Services,2017,148829.796,3933602,49383.74548,40,47,2806161.37,36.1
1007377,OK,Oil and Gas Extraction,2017,47166.822,3933602,49383.74548,40,47,2806161.37,36.1
1006243,OK,Nonmetallic Mineral Product Manufacturing,2017,72794.576,3933602,49383.74548,40,47,2806161.37,36.1
1008920,OK,Oil and Gas Extraction,2017,43695.822,3933602,49383.74548,40,47,2806161.37,36.1
1008921,OK,Oil and Gas Extraction,2017,30588.84,3933602,49383.74548,40,47,2806161.37,36.1
1002191,OK,Oil and Gas Extraction,2017,43732.722,3933602,49383.74548,40,47,2806161.37,36.1
1006905,OK,Oil and Gas Extraction,2017,72872.982,3933602,49383.74548,40,47,2806161.37,36.1
1006908,OK,Oil and Gas Extraction,2017,56819.178,3933602,49383.74548,40,47,2806161.37,36.1
1004197,OK,Oil and Gas Extraction,2017,23754.936,3933602,49383.74548,40,47,2806161.37,36.1
1005058,OK,Oil and Gas Extraction,2017,20017.124,3933602,49383.74548,40,47,2806161.37,36.1
1002788,OK,Waste Management and Remediation Services,2017,85523.0,3933602,49383.74548,40,47,2806161.37,36.1
1007713,OK,Waste Management and Remediation Services,2017,2314.0,3933602,49383.74548,40,47,2806161.37,36.1
1006791,OK,Utilities ,2017,51171.708,3933602,49383.74548,40,47,2806161.37,36.1
1004793,OK,Plastics and Rubber Products Manufacturing,2017,51081.808,3933602,49383.74548,40,47,2806161.37,36.1
1001913,OK,Paper Manufacturing,2017,925491.756,3933602,49383.74548,40,47,2806161.37,36.1
1002390,OK,Nonmetallic Mineral Product Manufacturing,2017,46108.376,3933602,49383.74548,40,47,2806161.37,36.1
1006813,OK,Paper Manufacturing,2017,41360.644,3933602,49383.74548,40,47,2806161.37,36.1
1011833,OK,Oil and Gas Extraction,2017,38694.11,3933602,49383.74548,40,47,2806161.37,36.1
1001428,OK,Utilities ,2017,1090787.998,3933602,49383.74548,40,47,2806161.37,36.1
1006981,OK,Utilities ,2017,1950593.772,3933602,49383.74548,40,47,2806161.37,36.1
1002204,OK,Nonmetallic Mineral Product Manufacturing,2017,260049.39,3933602,49383.74548,40,47,2806161.37,36.1
1002028,OK,Petroleum and Coal Products Manufacturing,2017,665336.33,3933602,49383.74548,40,47,2806161.37,36.1
1002026,OK,Petroleum and Coal Products Manufacturing,2017,492052.692,3933602,49383.74548,40,47,2806161.37,36.1
1010953,OK,Pipeline Transportation,2017,18764.23,3933602,49383.74548,40,47,2806161.37,36.1
1000859,OK,Utilities ,2017,235186.828,3933602,49383.74548,40,47,2806161.37,36.1
1001064,OK,Utilities ,2017,2840758.786,3933602,49383.74548,40,47,2806161.37,36.1
1006776,OK,Paper Manufacturing,2017,427389.502,3933602,49383.74548,40,47,2806161.37,36.1
1006052,OK,Paper Manufacturing,2017,108372.992,3933602,49383.74548,40,47,2806161.37,36.1
1002407,OK,Chemical Manufacturing,2017,1672354.404,3933602,49383.74548,40,47,2806161.37,36.1
1004993,OK,Waste Management and Remediation Services,2017,87660.5,3933602,49383.74548,40,47,2806161.37,36.1
1004289,OK,Nonmetallic Mineral Product Manufacturing,2017,366566.866,3933602,49383.74548,40,47,2806161.37,36.1
1004503,OK,Plastics and Rubber Products Manufacturing,2017,30435.936,3933602,49383.74548,40,47,2806161.37,36.1
1003616,OK,Waste Management and Remediation Services,2017,99996.0,3933602,49383.74548,40,47,2806161.37,36.1
1005489,OK,Oil and Gas Extraction,2017,49042.452,3933602,49383.74548,40,47,2806161.37,36.1
1007445,OK,Utilities ,2017,1356755.072,3933602,49383.74548,40,47,2806161.37,36.1
1004453,OK,Primary Metal Manufacturing,2017,44686.548,3933602,49383.74548,40,47,2806161.37,36.1
1000866,OK,Utilities ,2017,248943.528,3933602,49383.74548,40,47,2806161.37,36.1
1000860,OK,Utilities ,2017,7081434.926,3933602,49383.74548,40,47,2806161.37,36.1
1006566,OK,Utilities ,2017,104088.764,3933602,49383.74548,40,47,2806161.37,36.1
1004028,OK,Waste Management and Remediation Services,2017,37954.5,3933602,49383.74548,40,47,2806161.37,36.1
1011005,OK,Pipeline Transportation,2017,15658.302,3933602,49383.74548,40,47,2806161.37,36.1
1011006,OK,Pipeline Transportation,2017,23108.762,3933602,49383.74548,40,47,2806161.37,36.1
1002972,OK,Pipeline Transportation,2017,44199.444,3933602,49383.74548,40,47,2806161.37,36.1
1000862,OK,Utilities ,2017,3036326.532,3933602,49383.74548,40,47,2806161.37,36.1
1007865,OK,Oil and Gas Extraction,2017,83867.716,3933602,49383.74548,40,47,2806161.37,36.1
1003955,OK,Oil and Gas Extraction,2017,28715.93,3933602,49383.74548,40,47,2806161.37,36.1
1010547,OK,Oil and Gas Extraction,2017,45516.692,3933602,49383.74548,40,47,2806161.37,36.1
1003736,OK,Oil and Gas Extraction,2017,78297.502,3933602,49383.74548,40,47,2806161.37,36.1
1003734,OK,Oil and Gas Extraction,2017,17396.084,3933602,49383.74548,40,47,2806161.37,36.1
1006184,OK,Oil and Gas Extraction,2017,216664.394,3933602,49383.74548,40,47,2806161.37,36.1
1003727,OK,Oil and Gas Extraction,2017,80248.688,3933602,49383.74548,40,47,2806161.37,36.1
1006316,OK,Oil and Gas Extraction,2017,67143.45,3933602,49383.74548,40,47,2806161.37,36.1
1004418,OK,Oil and Gas Extraction,2017,195424.164,3933602,49383.74548,40,47,2806161.37,36.1
1007624,OK,Waste Management and Remediation Services,2017,187803.6,3933602,49383.74548,40,47,2806161.37,36.1
1006257,OK,Waste Management and Remediation Services,2017,89037.5,3933602,49383.74548,40,47,2806161.37,36.1
1001634,OK,Utilities ,2017,21901.768,3933602,49383.74548,40,47,2806161.37,36.1
1001961,OK,Nonmetallic Mineral Product Manufacturing,2017,72217.576,3933602,49383.74548,40,47,2806161.37,36.1
1004521,OK,Petroleum and Coal Products Manufacturing,2017,352173.57,3933602,49383.74548,40,47,2806161.37,36.1
1006219,OK,Waste Management and Remediation Services,2017,73453.0,3933602,49383.74548,40,47,2806161.37,36.1
1007570,OK,Utilities ,2017,1761115.799,3933602,49383.74548,40,47,2806161.37,36.1
1004710,OK,Waste Management and Remediation Services,2017,70065.75,3933602,49383.74548,40,47,2806161.37,36.1
1003193,OK,Pipeline Transportation,2017,49241.936,3933602,49383.74548,40,47,2806161.37,36.1
1003194,OK,Pipeline Transportation,2017,29435.966,3933602,49383.74548,40,47,2806161.37,36.1
1004149,OK,Waste Management and Remediation Services,2017,37275.5,3933602,49383.74548,40,47,2806161.37,36.1
1005867,OK,Chemical Manufacturing,2017,258400.008,3933602,49383.74548,40,47,2806161.37,36.1
1002615,OK,Food Manufacturing,2017,114826.05,3933602,49383.74548,40,47,2806161.37,36.1
1004473,OK,Waste Management and Remediation Services,2017,20623.25,3933602,49383.74548,40,47,2806161.37,36.1
1001920,OK,Petroleum and Coal Products Manufacturing,2017,1995828.644,3933602,49383.74548,40,47,2806161.37,36.1
1008162,OK,Pipeline Transportation,2017,39047.51,3933602,49383.74548,40,47,2806161.37,36.1
1001513,OK,Utilities ,2017,30735.236,3933602,49383.74548,40,47,2806161.37,36.1
1002729,OK,Waste Management and Remediation Services,2017,43374.25,3933602,49383.74548,40,47,2806161.37,36.1
1004711,OK,Waste Management and Remediation Services,2017,69255.6,3933602,49383.74548,40,47,2806161.37,36.1
1001069,OK,Paper Manufacturing,2017,69291.484,3933602,49383.74548,40,47,2806161.37,36.1
1000824,OK,Utilities ,2017,2151636.376,3933602,49383.74548,40,47,2806161.37,36.1
1007781,OK,Utilities ,2017,2118712.248,3933602,49383.74548,40,47,2806161.37,36.1
1000998,OK,Utilities ,2017,202897.496,3933602,49383.74548,40,47,2806161.37,36.1
1002267,OK,Oil and Gas Extraction,2017,38384.368,3933602,49383.74548,40,47,2806161.37,36.1
1011452,OK,Pipeline Transportation,2017,95710.044,3933602,49383.74548,40,47,2806161.37,36.1
1002664,OK,Oil and Gas Extraction,2017,55948.44,3933602,49383.74548,40,47,2806161.37,36.1
1005729,OK,Waste Management and Remediation Services,2017,79514.55,3933602,49383.74548,40,47,2806161.37,36.1
1012039,OK,Hospitals,2017,25298.802,3933602,49383.74548,40,47,2806161.37,36.1
1012284,OK,Oil and Gas Extraction,2017,93080.206,3933602,49383.74548,40,47,2806161.37,36.1
1006483,OK,Pipeline Transportation,2017,53945.382,3933602,49383.74548,40,47,2806161.37,36.1
1008993,OK,Oil and Gas Extraction,2017,20345.306,3933602,49383.74548,40,47,2806161.37,36.1
1005686,OK,Food Manufacturing,2017,38103.324,3933602,49383.74548,40,47,2806161.37,36.1
1000861,OK,Utilities ,2017,620749.448,3933602,49383.74548,40,47,2806161.37,36.1
1001025,OK,Utilities ,2017,3701784.98,3933602,49383.74548,40,47,2806161.37,36.1
1002323,OK,Waste Management and Remediation Services,2017,13169.0,3933602,49383.74548,40,47,2806161.37,36.1
1002234,OK,Waste Management and Remediation Services,2017,40036.72,3933602,49383.74548,40,47,2806161.37,36.1
1009469,OK,Pipeline Transportation,2017,40084.158,3933602,49383.74548,40,47,2806161.37,36.1
1000863,OK,Utilities ,2017,203415.844,3933602,49383.74548,40,47,2806161.37,36.1
1004688,OK,Pipeline Transportation,2017,89798.846,3933602,49383.74548,40,47,2806161.37,36.1
1000586,OK,Utilities ,2017,7845.62,3933602,49383.74548,40,47,2806161.37,36.1
1005730,OK,Waste Management and Remediation Services,2017,51194.0,3933602,49383.74548,40,47,2806161.37,36.1
1009103,OK,Support Activities for Mining,2017,17308.988,3933602,49383.74548,40,47,2806161.37,36.1
1004593,OK,Oil and Gas Extraction,2017,119841.834,3933602,49383.74548,40,47,2806161.37,36.1
1011130,OK,Oil and Gas Extraction,2017,61961.086,3933602,49383.74548,40,47,2806161.37,36.1
1007903,OK,Oil and Gas Extraction,2017,64753.214,3933602,49383.74548,40,47,2806161.37,36.1
1001635,OK,Oil and Gas Extraction,2017,102093.242,3933602,49383.74548,40,47,2806161.37,36.1
