,Facility Id,Facility Name,State,Latitude,Longitude,Primary NAICS Code,Industry Type (sectors),CO2 emissions (non-biogenic) 
1447,1013024,Colorado Bend II,TX,29.2878,-96.0683,221112,Power Plants,2036191.1
1448,1008019,Colorado Springs Landfill,CO,38.847491,-104.572053,562212,Waste,480.5
1449,1001020,Colstrip,MT,45.8831,-106.614,221112,Power Plants,8274559.3
1450,1000709,Columbia,MO,38.9658,-92.3175,221112,Power Plants,16762.5
1451,1001186,Columbia,WI,43.4864,-89.4203,221112,Power Plants,5636353.2
1452,1006999,Columbia Energy Center (SC),SC,33.8692,-81.0183,221112,Power Plants,1287345.4
1453,1013968,Columbia Gas Transmission - Elk River Compressor Station,WV,38.487128,-81.319265,486210,Petroleum and Natural Gas Systems,47056.6
1454,1013941,Columbia Gas Transmission - Mount Olive,WV,38.73566,-81.67732,486210,Petroleum and Natural Gas Systems,148397.8
1455,1013965,Columbia Gas Transmission - White Oak Compressor Station,WV,39.0402765742308,-81.1509236041469,486210,Petroleum and Natural Gas Systems,84875.8
1456,1013321,Columbia Gas Transmission LLC - Lone Oak Compressor Station,WV,39.88009,-80.58538,486210,Petroleum and Natural Gas Systems,142335.9
1457,1013320,Columbia Gas Transmission LLC - Oak Hill Compressor Station,OH,38.929,-82.5475,486210,Petroleum and Natural Gas Systems,50421.8
1458,1004032,Columbia Gas Transmission LLC CLEVELAND 6C4330,WV,38.750556,-80.362778,486210,Petroleum and Natural Gas Systems,98637.1
1459,1011636,Columbia Gas Transmission LLC Glenville Compressor Station,WV,38.915833,-80.837918,486210,Petroleum and Natural Gas Systems,64350.2
1460,1004356,Columbia Gas Transmission LLC Kenova CS,WV,38.343046,-82.551047,486210,Petroleum and Natural Gas Systems,26144.3
1461,1004357,Columbia Gas Transmission LLC Lost River CS,WV,38.876938,-78.860834,486210,Petroleum and Natural Gas Systems,96323.9
1462,1012697,Columbia Gas Transmission LLC Seneca CS,WV,38.80875,-79.390069,486210,Petroleum and Natural Gas Systems,35447.4
1463,1013642,Columbia Gas Transmission LLC- Sherwood Compressor Station,WV,39.306127,-80.784271,486210,Petroleum and Natural Gas Systems,107836.8
1464,1013312,"Columbia Gas Transmission, LLC-Summerfield Compressor Station",OH,39.79088,-81.3792,486210,Petroleum and Natural Gas Systems,50734.5
1465,1013927,Columbia Gas Transmission-Strasburg Compressor Station,VA,39.008551,-78.32434,486210,Petroleum and Natural Gas Systems,24921.9
1466,1013604,Columbia Gulf Transmission - Cane Ridge CS,TN,36.023634,-86.688466,486210,Petroleum and Natural Gas Systems,81458.7
1467,1013599,Columbia Gulf Transmission - Clifton Junction CS,TN,35.307077,-87.903248,486210,Petroleum and Natural Gas Systems,74955.9
1468,1013607,Columbia Gulf Transmission - Goodluck CS,KY,36.905166,-85.656306,486210,Petroleum and Natural Gas Systems,82792.4
1469,1013589,Columbia Gulf Transmission - Grayson CS,KY,38.35004,-82.90781,486210,Petroleum and Natural Gas Systems,117428.1
1470,1013600,Columbia Gulf Transmission - Holcomb CS,MS,33.7356587675237,-90.0289913267054,486210,Petroleum and Natural Gas Systems,56076.8
1471,1013594,Columbia Gulf Transmission - Morehead CS,KY,38.24951,-83.438379,486210,Petroleum and Natural Gas Systems,111498.2
1472,1013603,Columbia Gulf Transmission - New Albany CS,MS,34.530534,-88.949027,486210,Petroleum and Natural Gas Systems,70617.5
1473,1013608,Columbia Gulf Transmission - Paint Lick,KY,37.579722,-84.459722,486210,Petroleum and Natural Gas Systems,89599.4
1474,1012685,Columbia Gulf Transmission LLC Alexandria CS,LA,31.437177,-92.233088,486210,Petroleum and Natural Gas Systems,147857.6
1475,1012920,Columbus Compressor Station,OH,39.714011,-82.871729,486210,Petroleum and Natural Gas Systems,221978.7
1477,1001204,Colver Green Energy,PA,40.55,-78.8,221112,Power Plants,602475.5
1478,1001462,Comanche (470),CO,38.2081,-104.5747,221112,Power Plants,4430252.3
1479,1001191,Comanche (8059),OK,34.5431,-98.3244,221112,Power Plants,123779.4
1480,1003326,Comfort Compressor Station,TX,29.996852,-98.826634,486210,Petroleum and Natural Gas Systems,68467.3
1481,1007538,Commonwealth Chesapeake,VA,37.9892,-75.54,221112,Power Plants,18840.2
1482,1009764,Compass Minerals Ogden Inc,UT,41.27432,-112.22376,212393,Other,101637.8
1483,1002406,Compressor Station 601,CO,40.994389,-102.855976,486210,Petroleum and Natural Gas Systems,59672.7
1484,1006896,ConAgra Foods Inc.,PA,41.01228,-76.85868,311422,Other,35924.2
1485,1006445,ConAgra Foods Inc.,CA,37.76078,-120.84308,311421,Other,67039.9
1486,1013721,Conagra - Russellville,AR,35.276484,-93.092555,311615,Other,36906.1
1487,1001086,Concord,WI,43.1669,-88.69,221112,Power Plants,67213.0
1488,1000877,Conemaugh,PA,40.3842,-79.0611,221112,Power Plants,7122030.8
1489,1000845,Conesville,OH,40.1842,-81.8811,221112,Power Plants,1100914.0
1490,1005789,ConocoPhillips Alaska Inc - KRU CPF1,AK,70.3233,-149.605,211120,"Petroleum Product Suppliers,Refineries",489989.6
1491,1004422,ConocoPhillips Alaska Inc - KRU CPF2,AK,70.2883,-149.8858,211120,Petroleum and Natural Gas Systems,355782.5
1492,1004998,ConocoPhillips Alaska Inc - KRU CPF3,AK,70.3981,-149.8158,211120,Petroleum and Natural Gas Systems,300448.4
1493,1005001,ConocoPhillips Alaska Inc - KRU STP,AK,70.5103,-149.8664,211120,Petroleum and Natural Gas Systems,93657.9
1495,1010549,Consolidated Grain and Barge,IN,37.92626,-87.87223,311224,Other,54044.8
1496,1007193,"Constellium Rolled Products Ravenswood, LLC",WV,38.930043,-81.839029,331314,Metals,103342.5
1497,1001779,"Constitution Spar, Green Canyon 680 Platform",LA,27.2922,-89.0322,211120,Petroleum and Natural Gas Systems,78763.9
1498,1007535,Consumers Energy - Ray Compressor Station,MI,42.8107,-82.8658,486210,Petroleum and Natural Gas Systems,19261.5
1499,1010980,Consumers Energy Muskegon River Compressor Station,MI,44.082163,-85.014231,486210,Petroleum and Natural Gas Systems,16645.7
1500,1005177,"ContiTech USA, Inc.",OH,40.528768,-84.389757,326291,Other,14047.4
1501,1002186,"Continental Buchanan, LLC.",NY,41.263948,-73.949198,327420,Minerals,52984.5
1502,1012424,"Continental Dairy Facilities, LLC",MI,43.05984,-85.94879,311514,Other,43490.1
1503,1002012,"Continental Palatka, LLC.",FL,29.744193,-81.642583,327420,Minerals,94216.5
1504,1006449,"Continental Silver Grove, LLC.",KY,39.03672,-84.39019,327420,Minerals,161979.1
1505,1009181,Converse Central Facility,LA,31.955057,-93.68166,211120,Petroleum and Natural Gas Systems,229927.3
1506,1007962,Coolidge Generating Station,AZ,32.9175,-111.5041,221112,Power Plants,281112.5
1507,1003238,Cooper Compressor Station,TX,33.46006,-95.69734,486210,Petroleum and Natural Gas Systems,11826.9
1508,1007442,"Cooper River Partners, LLC",SC,32.986764,-79.932948,221330,Power Plants,51827.7
1509,1002623,"Copano Energy Houston Central Plant, TX",TX,29.6331,-96.719424,211130,"Natural Gas and Natural Gas Liquids Suppliers,Petroleum and Natural Gas Systems",554792.6
1510,1002624,"Copano Field Services/North Texas, Saint Jo Processing Plant Montague, TX",TX,33.63,-97.62822,211130,Petroleum and Natural Gas Systems,172305.8
1511,1001092,Cope Station,SC,33.3642,-81.03,221112,Power Plants,630247.6
1512,1000540,Copper Station,TX,31.7569,-106.375,221112,Power Plants,34902.3
1513,1001354,Cordova Energy Company,IL,41.7146,-90.2802,221112,Power Plants,731120.1
1514,1007232,Cornell University Ithaca Campus,NY,42.4428,-76.4764,611310,Other,152208.5
1515,1004570,Cornerstone Chemical Company,LA,29.958889,-90.270472,325199,Chemicals,377489.7
1516,1005984,"Corning Pharmaceutical Glass, LLC",NJ,39.496587,-75.015537,327212,Minerals,31144.4
1517,1013365,Corona Compressor Station,WV,39.51748,-80.539649,486210,Petroleum and Natural Gas Systems,36663.9
1518,1007103,Coronado Generating Station,AZ,34.5778,-109.2717,221112,"Power Plants,Waste",3142305.4
1519,1001363,Corpus Christi Energy Center,TX,27.8139,-97.4283,221112,Power Plants,1258953.7
1520,1013179,Corpus Christi Liquefaction,TX,27.886226,-97.273453,221210,Petroleum and Natural Gas Systems,1774907.1
1521,1012506,Corpus Christi Terminal Condensate Splitter,TX,27.8118,-97.435652,324110,"Petroleum Product Suppliers,Refineries",64073.9
1522,1007805,Corteva agriscience - Pittsburg Operations,CA,38.023129,-121.855352,325199,Chemicals,40813.7
1523,1006565,"Cos-Mar Company, Styrene Monomer Plant",LA,30.225083,-91.069424,325110,Chemicals,350593.6
1524,1008999,Cosmopolis Pulp Mill,WA,46.953543,-123.761737,322110,"Pulp and Paper,Waste",17470.4
1525,1000323,Cosumnes Power Plant,CA,38.3383,-121.1239,221112,Power Plants,1382139.8
1526,1001291,Cottage Grove Cogeneration,MN,44.7956,-92.9119,221112,Power Plants,320121.9
1527,1007303,Cottonwood Energy Project,TX,30.2588,-93.7353,221112,Power Plants,2430372.1
1528,1001603,Coughlin Power Station,LA,30.8442,-92.2606,221112,Power Plants,1481141.3
1529,1012110,County of Orange - CUF,CA,33.7463915,-117.8604472,921190,Other,30772.2
1530,1013729,Coupland Pump Station,TX,30.48178,-97.39897,486990,Other,28726.0
1531,1001245,Covanta Niagara,NY,43.0839,-79.0056,562213,Power Plants,312408.7
1532,1003200,Covanta Stanislaus Inc.,CA,37.38538,-121.14088,562213,Waste,104708.0
1533,1004963,Covanta WBH,OK,36.13221,-96.01738,562213,Waste,131447.4
1534,1003272,Cove Compressor Station,AR,34.429592,-94.448994,486210,Petroleum and Natural Gas Systems,11934.2
1535,1003439,Covel Gardens Recycling and Disposal Facility,TX,29.34358,-98.64637,562212,Waste,0.0
1536,1004621,Covestro LLC,TX,29.759767,-94.907294,325211,Other,56767.0
1538,1007104,Coyanosa Gas Plant,TX,31.190833,-102.989444,211130,Petroleum and Natural Gas Systems,26843.3
1539,1007420,Coyote,ND,47.2217,-101.8139,221112,Power Plants,2640607.5
1540,1001119,Coyote Springs,OR,45.8486,-119.6744,221112,Power Plants,1264390.7
1541,1001008,Craig,CO,40.4627,-107.5912,221112,Power Plants,7651501.6
1542,1007732,Craven County Wood Energy,NC,35.1285,-77.17,221117,Power Plants,160.0
1543,1012448,Cree RTP,NC,35.91704,-78.87028,334413,Other,1838.2
1544,1005759,"Cree, Inc",NC,35.899298,-78.840802,334413,Other,10348.6
1545,1007377,Crescent Gas Plant,OK,35.904559,-97.615688,211130,Petroleum and Natural Gas Systems,30973.5
1546,1001384,Crete Energy Park,IL,41.4297,-87.6187,221112,Power Plants,27042.6
1547,1013598,Cricket Valley Energy Center,NY,41.67616,-73.576914,221112,Power Plants,1569162.9
1549,1013317,Croda Inc,DE,39.68963,-75.54234,325613,Chemicals,34140.1
1550,1006130,Cromwell,CT,41.63214,-72.673458,486210,Petroleum and Natural Gas Systems,63460.8
1552,1001427,Cross,SC,33.3692,-80.1119,221112,Power Plants,6612914.9
1553,1000152,Crossroads Energy Center (CPU),MS,34.183,-90.5621,221112,Power Plants,85028.5
1554,1010845,Croton Landfill,NY,41.19521,-73.88813,562212,Waste,10.0
1555,1004863,Crow Wing County MMSW Landfill,MN,46.430797,-94.068195,562212,Waste,44.8
1556,1001487,Crystal River Power Plant,FL,28.9594,-82.7003,221112,"Power Plants,Waste",7763039.0
1557,1000563,Culbertson Station,MT,48.2104,-104.3919,221112,Power Plants,25815.1
1559,1007639,Cumberland,TN,36.3903,-87.6539,221112,Power Plants,9428862.9
1560,1009887,"Cumberland Contura, LLC",PA,39.79547,-80.16442,212112,Other,4372.4
1561,1006939,Cumberland Energy Center,NJ,39.3757,-74.9654,221112,Power Plants,34255.2
1563,1000755,Cunningham,NM,32.7131,-103.3533,221112,Power Plants,772413.7
1564,1006151,Cunningham Underground Storage & Compressor Station,KS,37.6831,-98.4648,486210,Petroleum and Natural Gas Systems,10243.5
1565,1000436,Currant Creek Power Project,UT,39.8223,-111.894,221112,Power Plants,944420.4
1566,1001472,Curtis H. Stanton Energy Center,FL,28.4836,-81.1686,221112,Power Plants,4390670.8
1567,1003214,Custer Compressor Station,OK,35.638732,-99.02356,486210,Petroleum and Natural Gas Systems,12491.2
1568,1010141,Cypress Semiconductor,TX,30.2175,-97.723056,334413,Other,8564.8
1569,1011456,Cytec Engineered Materials Inc.,SC,34.73954,-82.39152,335991,Other,21100.0
1570,1001066,D B Wilson,KY,37.4497,-87.0803,221112,Power Plants,2411221.0
1571,1006862,D G Hunter,LA,31.321,-92.4626,221112,Power Plants,29637.0
1572,1009077,DADE COUNTY RESOURCES RECOVERY,FL,25.835883,-80.356201,562213,Waste,251854.0
1573,1007754,DAFTER SANITARY LANDFILL INC,MI,46.3358,-84.444,562212,Waste,43.2
1574,1005062,DAIKIN AMERICA INC.,AL,34.630486,-87.039444,325211,"Chemicals,Industrial Gas Suppliers",40512.6
1575,1002033,DAK AMERICAS LLC,SC,33.056714,-79.941352,325211,Other,86496.1
1576,1004178,DAK AMERICAS LLC,NC,34.98305,-78.78722,325211,Other,47855.3
1577,1009221,DAK AMERICAS LLC COLUMBIA SITE,SC,33.866387,-81.012712,325211,Other,91762.2
1578,1003081,DAK AMERICAS MISSISSIPPI INC,MS,30.233028,-89.561667,325211,Other,55015.5
1579,1002585,"DAKOTA ETHANOL, LLC",SD,43.976389,-96.95333,325193,Other,95668.2
1580,1003583,DAKOTA MUNICIPAL SOLID WASTE LANDFILL,ND,46.258482,-97.69506,562212,Waste,642.3
1581,1002961,DAL TILE INTERNATIONAL,TX,31.957737,-106.351547,327120,Minerals,31891.0
1582,1006243,DAL-ITALIA,OK,35.70651,-95.38611,327120,Minerals,60001.3
1583,1005907,DALTON CORP WARSAW MFG FACILITY,IN,41.23575,-85.832528,331511,Metals,16815.2
1585,1004057,DANC SOLID WASTE MANAGEMENT FACILITY,NY,43.82506,-75.90396,562212,Waste,77.5
1586,1006096,DANE CNTY LANDFILL SITE #2 RODEFELD,WI,43.045,-89.255,562212,Waste,320.0
1587,1003247,DART CONTAINER CORPORATION OF KENTUCKY,KY,37.168611,-85.918611,326140,Other,27615.8
1588,1000184,DARTCO OF TEXAS WAXAHACHIE SITE,TX,32.426944,-96.85,326140,Other,32986.1
1589,1005264,DARTMOUTH COLLEGE HEATING PLANT,NH,43.70222,-72.28578,611310,Other,39216.6
1590,1003628,DAVIESS COUNTY LANDFILL,IN,38.67903,-87.045808,562212,Waste,6.9
1591,1007056,DC Alabama Inc.,AL,32.393356,-86.070798,331410,Metals,91180.6
1592,1005740,DCP MIDSTREAM - EUNICE GAS PLANT,NM,32.5144,-103.2819,211130,Petroleum and Natural Gas Systems,151235.9
1593,1008920,DCP MIDSTREAM LP/CIMARRON PLT,OK,36.1819,-98.9942,211130,Petroleum and Natural Gas Systems,42484.1
1594,1008921,DCP MIDSTREAM LP/KINGFISHER NATURAL G,OK,35.7892,-97.7445,211130,Petroleum and Natural Gas Systems,28560.0
1595,1006905,DCP MIDSTREAM LP/OKARCHE GAS PLT,OK,35.734125,-98.084146,211130,Petroleum and Natural Gas Systems,79567.1
1601,1011635,DEBEQUE GAS PROCESSING FACILITY,CO,39.3269,-108.2431,211130,Petroleum and Natural Gas Systems,20727.5
1602,1005214,DECATUR HILLS INCORPORATED,IN,39.3486,-85.61857,562212,Waste,8.4
1603,1005337,"DECORATIVE PANELS INTERNATIONAL, INC.",MI,45.064036,-83.424389,321219,Other,70456.1
1604,1007878,DEER TRACK PARK LANDFILL,WI,43.091345,-88.744231,562212,Waste,714.0
1605,1004600,DEERCROFT RECYCLING AND DISPOSAL FACILITY (RDF),IN,41.65146,-86.903147,562212,Waste,135.6
1606,1004065,"DEFFENBAUGH INDUSTRIES, INC.",KS,39.036314,-94.794083,562212,Waste,634.3
1608,1007724,DEKALB COUNTY LANDFILL,IL,41.897846,-88.685484,562212,Waste,361.8
1609,1006447,DEL MONTE FOODS PLANT NUMBER 24,CA,36.25488,-119.64794,311421,Other,26862.5
1610,1005733,DELAWARE CNTY SWA/ROLLING HILLS MUNI WASTE LDFL,PA,40.36135,-75.71605,562212,Waste,44.0
1611,1004696,DELTA SOLID WASTE MANAGEMENT AUTHORITY,MI,45.764722,-87.131,562212,Waste,43.7
1612,1002789,DELTECH CORP - BATON ROUGE FACILITY,LA,30.553364,-91.202428,325199,Chemicals,67099.3
1613,1006861,DEMENNO KERDOON,CA,33.910116,-118.221906,324199,Petroleum and Natural Gas Systems,24995.2
1614,1002177,"DENCO II, LLC",MN,45.5747,-95.9108,325193,"Other,Waste",34392.9
1615,1007709,DENVER ARAPAHOE DISPOSAL SITE-A WASTE MANAGEMENT COMPANY,CO,39.64582,-104.71626,562212,Waste,773.2
1616,1004796,DENVER INTERNATIONAL AIRPORT,CO,39.83425,-104.70436,488119,Other,29007.1
1618,1005858,DENVER UNIT CO 2 RECOVERY PLANT,TX,32.98019,-102.8172,211120,Petroleum and Natural Gas Systems,150056.3
1619,1002610,DES MOINES COUNTY REGIONAL SOLID WASTE COMMISSION,IA,40.836987,-91.193123,562212,Waste,30.0
1621,1006281,DETROIT DIESEL CORPORATION,MI,42.37642,-83.26104,333618,Other,24276.1
1622,1006388,DETROIT REFINERY,MI,42.2841,-83.1527,324110,"Petroleum Product Suppliers,Refineries",781618.3
1623,1005834,DFW RECYCLING AND DISPOSAL FACILITY,TX,33.006709,-96.996093,562212,Waste,108.0
1624,1008310,DIAMOND SHAMROCK REFINING VALERO,TX,28.456667,-98.190277,324110,"Petroleum Product Suppliers,Refineries",619348.9
1625,1007651,DICALITE MINERALS LLC,CA,41.0313,-121.6817,212399,Other,29368.3
1626,1007690,DICKINSON LANDFILL INC,IA,43.371407,-95.076991,562212,Waste,485.9
1627,1001071,DIDION ETHANOL LLC,WI,43.53731,-89.10315,325193,Other,80093.1
1628,1007459,DINN TREATER,TX,27.5344,-98.7613,211130,Petroleum and Natural Gas Systems,9630.1
1629,1002235,DISCOVERY PRODUCER SERVICES LLC - DISCOVERY PARADIS FRACTIONATION PLANT,LA,29.860523,-90.453429,211130,"Natural Gas and Natural Gas Liquids Suppliers,Petroleum and Natural Gas Systems",121081.9
1630,1002628,DISCOVERY PRODUCER SERVICES LLC - LAROSE GAS PROCESSING PLANT,LA,29.5454,-90.39736,211130,Petroleum and Natural Gas Systems,146341.0
1631,1003544,"DISPOSAL SERVICE, INC. SANITARY LANDFILL",WV,38.4027,-82.0208,562212,Waste,380.4
1632,1006101,DISTRICT ENERGY ST PAUL INC-HANS O NYMAN,MN,44.94333,-93.096815,221330,Power Plants,32381.8
1633,1003769,DISTRIGAS OF MASSACHUSETTS LLC,MA,42.393109,-71.064636,221210,Petroleum and Natural Gas Systems,23786.9
1635,1004396,DOMTAR A. W. LLC-NEKOOSA,WI,44.3143,-89.8962,322121,"Pulp and Paper,Waste",205898.2
1636,1005994,DOMTAR AW LLC ASHDOWN MILL,AR,33.64108,-94.11243,322121,"Pulp and Paper,Waste",426644.1
1637,1000961,DOMTAR PAPER CO LLC HAWESVILLE MILL,KY,37.894847,-86.685793,322121,"Pulp and Paper,Waste",116015.3
1638,1005959,DOMTAR PAPER KINGSPORT MILL,TN,36.54799,-82.56475,322121,Pulp and Paper,16468.6
1639,1002820,DOUBLE C LIMITED,CA,35.490363,-119.042957,221112,Power Plants,11933.0
1641,1007835,DOUGLAS COUNTY RECYCLING LANDFILL,NE,41.38152,-96.2526,562212,Waste,2256.5
1642,1006908,DOVER HENNESSEY GAS PLANT,OK,36.07306,-97.90418,211130,Petroleum and Natural Gas Systems,4323.3
1643,1006663,DOVER MUNICIPAL LIGHT PLANT (0679010146),OH,40.52012,-81.46759,221112,Power Plants,84667.5
1644,1002529,DOW AGROSCIENCES HARBOR BEACH,MI,43.846111,-82.649722,325320,Chemicals,56732.7
1645,1002548,DOW SILICONES CORPORATION,KY,38.7074,-85.1048,325199,"Chemicals,Waste",159878.4
1646,1002040,DOW TEXAS OPERATIONS FREEPORT,TX,28.9792,-95.3549,325110,"Chemicals,Other,Petroleum and Natural Gas Systems,Waste",4535625.1
1647,1003694,DOZIT COMPANY LANDFILL,KY,37.742222,-87.980556,562212,Waste,1.4
1648,1003594,DRAGON CEMENT,ME,44.08401,-69.157238,327310,Minerals,320095.7
1649,1001741,DSM NUTRITIONAL PRODUCTS LLC,NJ,40.8419,-75.0675,325411,Chemicals,50054.0
1650,1009539,DSM Nutritional Products,SC,33.730841,-79.805202,311224,"Other,Waste",24055.4
1651,1013954,DSM Protective Materials,NC,35.65739,-77.35402,325220,Other,8728.8
1652,1008787,"DTE Atlantic, LLC",NJ,39.370885,-74.430391,221112,Power Plants,42611.3
1653,1000282,"DTE Calvert City, LLC",KY,37.0467,-88.3506,221330,Power Plants,189443.6
1654,1000173,DTE East China,MI,42.774,-82.4818,221112,Power Plants,463721.6
1655,1013875,DTE Electric Company - Dearborn Energy Center,MI,42.29701,-83.23063,221112,Power Plants,140170.1
1656,1001715,DU PONT PONTCHARTRAIN WORKS,LA,30.0589,-90.5241,325110,Chemicals,98223.7
1657,1000473,DUBUQUE METROPOLITAN SANITARY LANDFILL,IA,42.467498,-90.775634,562212,Waste,50.1
1658,1003297,DUKE UNIVERSITY,NC,36.008498,-78.942578,611310,Other,88793.4
1659,1005704,DUNN PAPER INC.,MI,43.00475,-82.42318,322121,Pulp and Paper,21644.6
1660,1001720,DUPONT CIRCLEVILLE PLANT,OH,39.55762,-82.96377,325211,Other,44388.0
1661,1002712,DUPONT EXPERIMENTAL STATION,DE,39.771222,-75.569825,541715,Other,40119.6
1662,1004136,DUPONT KINSTON PLANT,NC,35.3306,-77.4772,325211,Other,34221.4
1663,1006917,"DUPONT NUTRITION USA, INC",ME,44.107014,-69.104236,311999,Other,27452.1
1664,1003976,DUPONT TEIJIN FILMS,VA,37.350627,-77.291096,326113,Other,15278.2
1665,1007966,DURAND GLASS MANUFACTURING CO INC,NJ,39.387565,-75.017671,327212,Minerals,75640.1
1666,1003110,DUTCHESS CO RESOURCE RECOVERY FACILITY,NY,41.647458,-73.942631,562213,Waste,34702.1
1667,1006100,DYNO NOBEL INCORPORATED NITROGEN DIVISION,MO,39.42889,-91.032982,325311,Chemicals,7149.1
1668,1001147,Dahlberg (Jackson County),GA,34.0386,-83.3972,221112,Power Plants,355710.2
1669,1013820,Dairy Farmers of America,PA,41.12029,-80.35955,311513,Other,25060.1
1670,1012694,Dal-Tile Dickson,TN,36.1051605,-87.4207518,327120,Minerals,45596.8
1671,1005106,Dal-Tile Sunnyvale Mfg,TX,32.766944,-96.562777,327120,Minerals,73574.6
1672,1013247,Dallas Overhaul Center,TX,32.62659,-96.85298,333611,Other,28448.5
1673,1001529,Dallman,IL,39.7539,-89.6011,221112,Power Plants,861895.2
1674,1007374,Dan E Karn,MI,43.6425,-83.8431,221112,Power Plants,1914332.8
1675,1000833,Dan River,NC,36.4862,-79.7208,221112,Power Plants,1738238.4
1676,1007370,Daniel Electric Generating Plant,MS,30.5335,-88.5574,221112,Power Plants,5808049.5
1677,1000758,Danskammer Generating Station,NY,41.573,-73.9646,221112,Power Plants,7699.1
1678,1002580,Danville,KY,37.58,-84.75,486210,Petroleum and Natural Gas Systems,81419.1
1679,1001382,Darby Electric Generating Station,OH,39.7139,-83.1778,221112,Power Plants,255401.6
1680,1000303,Darbytown Combustion Turbine,VA,37.4978,-77.368,221112,Power Plants,73385.9
1681,1010891,Darigold Inc,WA,46.300368,-120.015979,311513,Other,40690.4
1682,1002881,Darling Ingredients Inc.,TN,36.39893,-88.99401,311613,"Other,Waste",23707.7
1683,1013855,Darling Ingredients Inc.,AR,36.2669208258145,-90.9716677168142,311613,Other,25237.1
1684,1006081,Darling Ingredients Inc.,KY,38.731961,-84.407214,311613,"Other,Waste",14679.3
1685,1013363,Darling Ingredients Inc.,TX,30.21489,-97.30078,311613,Other,21154.5
1686,1013117,Darling Ingredients Inc.,GA,32.5796952,-82.7994194,311613,"Other,Waste",33220.8
1687,1002960,Darling Ingredients Inc.,MS,32.158914,-90.256406,311613,"Other,Waste",42147.3
1688,1009167,Dartmouth Power,MA,41.6728,-70.9989,221112,Power Plants,22651.0
1689,1007439,Dave Gates Generating Station,MT,46.1066,-112.8755,221112,Power Plants,126466.3
1690,1000990,Dave Johnston,WY,42.8378,-105.7769,221112,Power Plants,4896647.1
1691,1006077,Davenport Plant,IA,41.45906,-90.695252,327310,Minerals,822254.7
1692,1010949,David M Ratcliffe,MS,32.7976,-88.6057,221112,Power Plants,1706447.5
1694,1013995,Davy Branch Mine,WV,37.799367,-81.944258,212112,Other,0.0
1695,1000448,Dayton Avenue Substation,IA,42.0269,-93.5828,221112,Power Plants,551.6
1696,1007187,De Moss Petrie Generating Station,AZ,32.2511,-110.9889,221112,Power Plants,1178.5
1697,1001295,De Pere Energy Center,WI,44.4489,-88.0731,221112,Power Plants,72015.3
1698,1001014,DeBary Power Plant,FL,28.9047,-81.3319,221112,Power Plants,106349.3
1699,1010634,Deadwood Cryo Plant,TX,31.80809,-101.55907,211130,Petroleum and Natural Gas Systems,37328.0
1700,1006695,Dearborn Industrial Generation,MI,42.3026,-83.154,221118,Power Plants,3117086.8
1702,1006705,Decatur Energy Center,AL,34.6292,-87.0214,221112,Power Plants,593507.2
1704,1006650,Decker Creek,TX,30.3036,-97.6128,221112,Power Plants,462632.1
1705,1012969,Decordova Compressor Station,TX,32.33175,-97.7433,486210,Petroleum and Natural Gas Systems,40399.6
1706,1013328,Dededo Combustion Turbine Generating Facility,GU,13.516089,144.851667,221112,Power Plants,3359.3
1708,1005589,Deer Creek Station,SD,44.3961,-96.5333,221112,Power Plants,327839.0
1709,1000825,Deer Park Energy Center,TX,29.7153,-95.1361,221112,Power Plants,4041179.1
1711,1001495,Deerhaven,FL,29.7586,-82.3883,221112,Power Plants,564753.3
1712,1011204,Deerhaven Renewable,FL,29.7586,-82.3883,221112,Power Plants,765.6
1713,1001755,Defiance Casting Operations (0320010001),OH,41.28244,-84.292089,331511,Metals,23928.8
1714,1012519,Delaware Basin Gas Plant,TX,31.2407567,-103.065333,211130,"Injection of CO2,Petroleum and Natural Gas Systems,Suppliers of CO2",46007.9
1715,1007322,Delaware City Refinery,DE,39.5936,-75.6337,324110,"Chemicals,Petroleum Product Suppliers,Power Plants,Refineries,Suppliers of CO2",3498314.7
1716,1006038,Delaware Valley Resource Recovery Facility,PA,39.8275,-75.38728,562213,Waste,346807.5
1717,1006444,"Delek Refining, Ltd",TX,32.362643,-95.280179,324110,"Petroleum Product Suppliers,Refineries",450516.6
1718,1004995,Delhi (SESH) Compressor Station,LA,32.409368,-91.487253,486210,Petroleum and Natural Gas Systems,137975.3
1719,1013067,Delhi NGL Plant,LA,32.441732,-91.588175,211130,Petroleum and Natural Gas Systems,84829.9
1720,1000794,Dell Power Plant,AR,35.8619,-90.0253,221112,Power Plants,1167154.3
1721,1006109,Delmont,PA,40.382251,-79.549157,486210,Petroleum and Natural Gas Systems,34272.3
1722,1000674,Delray,MI,42.2947,-83.1019,221112,Power Plants,22649.0
1723,1005211,Delta Air Lines Inc.- Atlanta Operations,GA,33.656807,-84.423124,481111,Other,38391.0
1724,1001263,"Delta Energy Center, LLC",CA,38.0167,-121.8439,221112,Power Plants,1480845.0
1725,1013173,Denton Energy Center,TX,33.221006,-97.215656,221112,Power Plants,78065.4
1727,1001329,Desert Basin Generating Station,AZ,32.9042,-111.7889,221112,Power Plants,756050.7
1728,1001306,Desert Star Energy Center,NV,35.7867,-114.9928,221112,Power Plants,432744.4
1729,1011309,"Devro, Inc",SC,33.809722,-80.915278,311613,Other,7487.9
1730,1010700,Diageo USVI,VI,17.714908,-64.776133,312140,Other,34463.4
