,Facility Id,Facility Name,State,Latitude,Longitude,Primary NAICS Code,Industry Type (sectors),CO2 emissions (non-biogenic) 
1,1000112,23rd and 3rd,NY,40.663,-74.0,221112,Power Plants,60751.2
2,1013621,3Bear Libby Gas Plant,NM,32.540693,-103.522351,211130,Petroleum and Natural Gas Systems,39555.5
3,1003742,31st Street Landfill,IL,41.835129,-87.915924,562212,Waste,334.9
4,1003188,3M BROWNWOOD,TX,31.671177,-98.996513,326113,Minerals,29329.5
5,1005043,3M CO,MN,44.951,-92.9959,541715,Other,82223.0
6,1012037,50 Buttes Gas Plant,WY,43.760929,-105.785087,213112,Petroleum and Natural Gas Systems,70339.7
7,1003739,3M CO - GUIN,AL,33.96548,-87.89936,326113,Minerals,27055.6
8,1007698,3M CO - WAUSAU DOWNTOWN,WI,44.95018,-89.63766,212313,Other,46851.2
9,1004206,3M COMPANY,AL,34.641667,-87.038611,325211,"Chemicals,Industrial Gas Suppliers",42016.6
10,1006665,3M CORDOVA,IL,41.755,-90.284167,325998,"Chemicals,Industrial Gas Suppliers",28548.5
11,1004836,3M Cottage Grove Center - Site,MN,44.789444,-92.908333,325998,"Chemicals,Industrial Gas Suppliers,Minerals",32804.8
12,1003408,3M INDUSTRIAL MINERAL PRODUCTS DIVISION,AR,34.708919,-92.239492,212399,Other,33689.5
13,1004914,3M MAGNETIC TAPE MANUFACTURING DIVISION,MN,44.879677,-94.359598,326199,Other,39580.2
14,1004804,3M NEVADA PLANT,MO,37.834476,-94.330625,326113,Other,31530.5
15,1013282,3M Pittsboro,NC,35.660546,-79.176782,327999,Minerals,25970.0
16,1001106,48th Street Peaking Station,MI,42.7553,-86.0853,221112,Power Plants,49110.8
18,1000766,59th Street,NY,40.7711,-73.9911,221330,Power Plants,149813.6
19,1007733,69TH ST WWTP,TX,29.75579,-95.29791,221320,Other,21708.2
20,1000767,74th Street,NY,40.768,-73.9515,221330,Power Plants,174717.2
21,1001033,A B Brown Generating Station,IN,37.9053,-87.715,221112,Power Plants,2367453.9
23,1013527,A.J. Mihm Generating Station,MI,46.793722,-88.616566,221112,Power Plants,123271.0
25,1002983,ABBOTT PARK FACILITY,IL,42.30227,-87.89065,424210,Other,54952.4
26,1007514,ABBVIE LTD.,PR,18.433237,-66.570509,325412,Chemicals,64300.0
27,1004511,ABC COKE,AL,33.580769,-86.781281,324199,Metals,171264.6
28,1005353,ABERDEEN ENERGY LLC,SD,45.442417,-98.787139,325193,Other,196750.0
29,1006971,ABERDEEN PROVING GROUND-Aberdeen Area & Edgewood Area,MD,39.395404,-76.30773,928110,Other,95626.4
30,1002627,ABSOLUTE ENERGY LLC,IA,43.49951,-92.91709,325193,"Other,Waste",142197.9
32,1002685,AC 857 A,TX,26.29555555,-94.89777777,211120,Petroleum and Natural Gas Systems,190343.9
33,1004761,ACE ETHANOL LLC,WI,44.9589,-90.9608,325193,"Other,Suppliers of CO2",69229.6
34,1005601,ACME BRICK CO ELGIN PLANT,TX,30.32903,-97.29207,327120,Minerals,26664.9
35,1005046,ACME GYPSUM FACILITY,TX,34.323944,-99.818194,327420,Minerals,39731.9
36,1002731,ADA COGENERATION,MI,42.955455,-85.479053,221112,Power Plants,85742.9
37,1003752,"ADA Carbon Solutions (Red River), LLC",LA,32.005405,-93.387829,325998,Chemicals,194415.1
38,1003422,ADKINS ENERGY LLC,IL,42.3586,-89.80342,325193,Other,86116.3
39,1002154,ADM - MANKATO,MN,44.186805,-93.995493,311225,Other,138951.6
40,1006047,ADM CORN PROCESSING,IA,41.9192,-91.6862,311221,"Other,Waste",2324242.1
41,1006208,ADM CORN PROCESSING,IA,41.8196,-90.2122,311221,"Other,Waste",2094574.3
42,1010610,ADM Deerfield,MO,37.80725,-94.585301,311224,Other,41522.1
43,1011855,ADM Fostoria,OH,41.1494,-83.43295,311224,Other,27748.8
44,1000376,ADM QUINCY,IL,39.903884,-91.410552,311224,Other,103977.0
45,1006080,ADM SOUTHERN CELLULOSE PROD.IN,TN,34.997921,-85.318581,322110,Pulp and Paper,26835.9
46,1000034,ADM SOYBEAN PROCESSING - DES MOINES,IA,41.626329,-93.583205,311224,Other,152702.2
47,1011961,ADM Valdosta,GA,30.8325,-83.248056,311224,Other,51831.7
53,1001845,ADVANCED DISPOSAL CRANBERRY CREEK LANDFILL LLC,WI,44.4093,-89.854855,562212,Waste,148.9
54,1003038,"ADVANCED DISPOSAL MAPLE HILL LANDFILL, LLC",MO,39.73376,-92.53825,562212,Waste,70.9
56,1001637,ADVANCED DISPOSAL ORCHARD HILLS LANDFILL INC,IL,42.14,-89.085,562212,Waste,62.1
57,1006963,ADVANCED DISPOSAL VALLEY VIEW LANDFILL INC,IL,39.822266,-89.043754,562212,Waste,83.6
58,1000627,ADVANSIX INC - CHESTERFIELD PLANT,VA,37.33963,-77.2884,325211,Other,57689.8
59,1000630,ADVANSIX INCORPORATED - HOPEWELL,VA,37.1815,-77.1621,325199,"Chemicals,Suppliers of CO2",1180950.8
60,1005310,AES - PUERTO RICO COGENERATION PLANT,PR,17.9451,-66.1503,221112,Power Plants,3408333.5
61,1001444,AES Alamitos,CA,33.7688,-118.1009,221112,Power Plants,823063.2
62,1005972,AES HAWAII INC,HI,21.301222,-158.107306,221112,Power Plants,1176424.6
63,1001447,AES Huntington Beach,CA,33.6436,-117.9788,221112,Power Plants,516239.5
64,1001450,AES Redondo Beach,CA,33.8504,-118.395,221112,Power Plants,239600.5
65,1001223,AES Warrior Run,MD,39.5944,-78.7456,221112,"Power Plants,Suppliers of CO2",1108429.9
66,1003853,AFTON CHEMICAL CORP,IL,38.602631,-90.167496,324191,Petroleum and Natural Gas Systems,49992.1
67,1007551,AG Energy,NY,44.7258,-75.4417,221112,Power Plants,7322.0
68,1002069,AG PROCESSING INC,IA,43.09748,-94.65182,311224,Other,25369.7
69,1002070,AG PROCESSING INC A COOP-MANNING,IA,41.920794,-95.070791,311224,Other,20549.4
70,1006054,AG PROCESSING INC-EAGLE GROVE,IA,42.669167,-93.904444,311224,Other,66018.5
71,1002408,AG PROCESSING INC-SHELDON,IA,43.182248,-95.856177,311224,Other,27820.9
72,1002291,AG PROCESSING INCORPORATED A COOPERATIVE,MN,44.93265,-96.056491,311224,Other,38866.0
73,1007333,AGC FLAT GLASS N AMERICA INC,KY,37.70034,-84.26929,327211,Minerals,77543.0
74,1004631,AGC FLAT GLASS NORTH AMERICA SPRING HILL PLANT,KS,38.759188,-94.825252,327211,Minerals,101825.3
75,1005824,AGC-GREENLAND FLATGLASS PLANT,TN,36.497,-82.77946,327211,Minerals,117882.6
76,1002067,AGP SOY/CORN PROCESSING,NE,40.59227,-98.3391,311224,Other,182868.3
77,1005284,AGRI ENERGY LLC,MN,43.648333,-96.224444,325199,"Chemicals,Waste",5555.1
78,1002380,AGRIUM US BORGER NITROGEN OPERATIONS,TX,35.6417,-101.4228,325311,"Chemicals,Suppliers of CO2",955161.8
79,1004236,AGRIUM US INC - KFO,WA,46.165957,-119.017218,325311,Chemicals,10847.0
80,1001919,AHN Heartland Ingredients,IA,41.143573,-92.647934,311119,Other,111797.0
81,1006430,"AIR LIQUID LARGE INDUSTRIES US, LP",CA,33.905833,-118.401944,325120,Chemicals,556606.1
82,1003724,AIR LIQUIDE - CORPUS CHRISTI SMR,TX,27.813911,-97.472347,325120,Chemicals,367763.2
83,1003730,AIR LIQUIDE - FREEPORT HYCO PLANT,TX,28.98037,-95.38396,325120,Chemicals,203358.2
84,1003780,AIR LIQUIDE - PORT NECHES ASU COGENERATION PLANT,TX,29.981116,-93.952389,325120,Chemicals,4212.8
85,1003910,AIR LIQUIDE AMERICA CORP,TX,32.4478,-94.6875,325120,Chemicals,398199.2
86,1006115,AIR LIQUIDE AMERICA CORP.,LA,30.21023,-90.99085,325120,Chemicals,348908.8
87,1003591,AIR LIQUIDE GEISMAR UTILITY SERVICES,LA,30.21023,-90.99085,221330,Power Plants,113518.0
88,1003748,AIR LIQUIDE LARGE INDUSTRIES US LP - RODEO HYDROGEN PLANT,CA,38.047952,-122.256895,325120,Chemicals,881232.4
89,1003013,AIR PRODUCTS & CHEMICAL INC - LAKE CHARLES FACILITY,LA,30.238889,-93.281944,325120,Chemicals,642856.6
90,1002754,AIR PRODUCTS & CHEMICALS INC - CONVENT SMR,LA,30.10817,-90.88404,325120,Chemicals,569828.4
91,1002698,AIR PRODUCTS & CHEMICALS INC - Geismar SMR,LA,30.183808,-90.9876,325120,"Chemicals,Suppliers of CO2",56325.0
92,1003009,AIR PRODUCTS & CHEMICALS INC - INDUSTRIAL GAS PRODUCTION FACILITY,LA,30.028333,-89.901111,325120,Chemicals,199762.0
93,1002121,AIR PRODUCTS & CHEMICALS INC MARTINEZ WATERFRONT ROAD,CA,38.032767,-122.07594,325120,Chemicals,526494.9
94,1010475,AJAX PLANT,TX,35.546399,-100.116256,211130,Petroleum and Natural Gas Systems,31910.6
95,1002122,"AIR PRODUCTS & CHEMICALS, INC, Tesoro Martinez",CA,38.026667,-122.067222,325120,Chemicals,87281.0
96,1005809,AIR PRODUCTS AND CHEMICALS INC - CATLETTSBURG HYDROGEN PLANT,KY,38.384444,-82.598528,325120,Chemicals,123064.7
97,1003129,AKER PLANT,TX,31.90806,-96.227219,211130,"Petroleum and Natural Gas Systems,Suppliers of CO2",36497.0
98,1002727,AIR PRODUCTS AND CHEMICALS INC - GARYVILLE,LA,30.06273,-90.58819,325120,Chemicals,790406.7
99,1002123,AIR PRODUCTS AND CHEMICALS INCORPORATED,CA,38.529722,-121.398889,325120,Chemicals,48575.2
100,1002430,AIR PRODUCTS BAYTOWN PLANT,TX,29.757778,-95.023056,325120,Chemicals,109158.5
101,1002257,AIR PRODUCTS CARSON HYDROGEN PLANT,CA,33.812778,-118.231389,325120,Chemicals,507837.8
102,1002435,AIR PRODUCTS WILMINGTON HYDROGEN PLANT,CA,33.780833,-118.241111,325120,Chemicals,705027.7
103,1000274,AK Steel Corporation - Middletown,OH,39.4968,-84.3901,331110,Metals,4067706.5
105,1005149,AL CORN CLEAN FUEL,MN,44.049412,-93.017379,325193,Other,161877.7
106,1000129,AL Sandersville,GA,33.1189,-82.8608,221112,Power Plants,23914.0
107,1007917,"ALABAMA RIVER CELLULOSE, LLC",AL,31.580112,-87.490073,322110,"Pulp and Paper,Waste",206508.8
108,1007272,ALADDIN MILLS - ANTIOCH RD PLA NT,GA,34.73399,-84.94646,314110,Other,45377.1
110,1003402,ALBEMARLE CORPORATION HOUSTON PLANT,TX,29.742498,-95.165513,325199,Chemicals,46632.7
111,1004307,ALBEMARLE CORPORATION-SOUTH PLANT,AR,33.1756,-93.2169,325180,Chemicals,80691.2
112,1001877,ALCOA INC - WARRICK OPERATIONS,IN,37.915,-87.3328,331313,"Metals,Power Plants",5797179.8
113,1003562,ALCOA INTALCO WORKS,WA,48.8455,-122.7055,331313,"Metals,Waste",166632.6
114,1003201,ALCOA WORLD ALUMINA ATLANTIC,TX,28.65083,-96.56222,331313,"Metals,Waste",86.9
116,1005887,ALLIANCE COMPRESSOR STATION,TX,33.03425,-97.34692,211130,Petroleum and Natural Gas Systems,40811.3
117,1006045,ALERIS ROLLED PRODUCTS INC,KY,37.950831,-86.845794,331314,Metals,156355.1
119,1005862,ALLEGANY BALLISTICS LABORATORY,WV,39.560972,-78.843611,336415,Other,26456.6
120,1007192,ALLEN COUNTY PUBLIC WORKS,KS,38.007907,-95.289343,562212,Waste,67.8
121,1007645,ALLIANCE SANI LDFL,PA,41.3965,-75.7375,562212,Waste,643.5
123,1007496,ALLISON GAS PLANT,TX,35.618663,-100.14948,211130,Petroleum and Natural Gas Systems,40533.7
124,1000048,"ALLISON TRANSMISSION, Inc.",IN,39.78039,-86.238893,336350,Other,22543.0
125,1004327,ALMATIS INC - BAUXITE ARKANSAS,AR,34.57522,-92.53173,331313,Metals,48249.1
126,1007622,ALON REFINING KROTZ SPRINGS INC,LA,30.526504,-91.748383,324110,"Petroleum Product Suppliers,Refineries",351486.4
127,1005705,ALLIANCE PIPELINE - OLIVIA 23-A,MN,44.8491,-94.8969,486210,Petroleum and Natural Gas Systems,65460.9
128,1007291,ALPHA RIDGE LANDFILL,MD,39.30718,-76.89862,562212,Waste,64.3
129,1001559,ALLIANCE PIPELINE L.P. - MANCHESTER,IA,42.4671,-91.5509,486210,Petroleum and Natural Gas Systems,76885.3
130,1013670,ALTIVIA Institute Facilities,WV,38.384384,-81.776095,325194,Chemicals,79330.1
131,1001560,ALLIANCE PIPELINE LP,IL,41.592546,-89.784245,486210,Petroleum and Natural Gas Systems,54114.8
132,1007401,"ALTIVIA Petrochemicals, LLC - HAVERHILL COMPLEX",OH,38.59167,-82.81944,325194,Chemicals,48265.1
133,1000245,"ALLIANCE PIPELINE, L.P.-FAIRMOUNT COMPRESSOR STATION",ND,45.993367,-96.648999,486210,Petroleum and Natural Gas Systems,81847.9
134,1007263,ALTO COLUMBIA LLC,OR,45.855921,-119.656083,325193,"Other,Suppliers of CO2",35483.9
135,1001558,"ALLIANCE PIPELINE, L.P.-WIMBLEDON COMPRESSOR STATION",ND,47.191058,-98.42561,486210,Petroleum and Natural Gas Systems,52978.4
136,1007264,ALTO MAGIC VALLEY LLC,ID,42.521324,-113.815693,325193,Other,15607.2
137,1003268,ALTON STEEL COMPANY,IL,38.88321,-90.14503,331110,Metals,30354.3
138,1005184,ALYESKA PIPELINE SE/TAPS PUMP STATION 01,AK,70.257222,-148.617778,486110,Other,63854.7
139,1005781,"ALYESKA PIPELINE SERVICE COMPANY, Valdez Marine Terminal",AK,61.084857,-146.388531,486110,Other,26489.2
140,1005491,"AM/NS Calvert, LLC",AL,30.8,-88.1,331110,Metals,466821.8
141,1006412,AMALGAMATED SUGAR CO LLC,ID,42.611671,-113.757423,311313,"Minerals,Waste",275248.4
142,1005712,AMALGAMATED SUGAR CO LLC,ID,42.531995,-114.431448,311313,Minerals,251076.8
143,1005707,AMALGAMATED SUGAR CO LLC,ID,43.612136,-116.579232,311313,"Minerals,Waste",211827.4
144,1007178,AMEA Sylacauga Plant,AL,33.1661,-86.2825,221112,Power Plants,22399.1
145,1004732,AMERICAN ACRYL PASADENA,TX,29.62132,-95.06676,325199,Chemicals,83114.7
146,1005432,AMERICAN AIRLINES,OK,36.204822,-95.868808,481111,Other,40349.5
147,1004417,AMERICAN AVENUE LANDFILL,CA,36.6659,-120.1382,562212,Waste,0.5
148,1005327,AMERICAN CAST IRON PIPE CO,AL,33.54698,-86.83465,331511,Metals,147158.4
149,1008041,AMERICAN COLLOID,WY,44.86636,-104.1513,212325,Other,52691.7
150,1006354,AMERICAN CRYSTAL SUGAR - CROOKSTON,MN,47.764444,-96.6325,311313,"Minerals,Waste",179805.7
151,1005751,AMERICAN CRYSTAL SUGAR - E GRAND FORKS,MN,47.925833,-97.006111,311313,"Minerals,Waste",190121.9
152,1005753,AMERICAN CRYSTAL SUGAR - HILLSBORO,ND,47.435833,-97.0625,311313,"Minerals,Waste",285897.6
153,1006877,AMERICAN CRYSTAL SUGAR - MOORHEAD,MN,46.903056,-96.759722,311313,"Minerals,Waste",169321.3
154,1002552,AMERICAN ENVIRONMENTAL LANDFILL,OK,36.163345,-96.188988,562212,Waste,39.3
155,1000007,AMERICAN GYPSUM - BERNALILLO (WALLBOARD) PLANT,NM,35.330083,-106.5275,327420,Minerals,14069.7
156,1005175,AMERICAN GYPSUM CO /GYPSUM WALLBOARD PLT,OK,34.66029,-99.58732,327420,Minerals,94764.6
157,1007404,AMERICAN GYPSUM COMPANY,CO,39.658889,-106.956111,327420,Minerals,65128.1
158,1004845,AMERICAN GYPSUM COMPANY,NM,35.17237,-106.59347,327420,Minerals,40850.8
159,1005590,AMERICAN REFINING GROUP INC,PA,41.965472,-78.633108,324110,"Petroleum Product Suppliers,Refineries",114521.0
160,1001860,AMERICAN SUGAR REFINING INC - Chalmette Refinery,LA,29.953576,-89.997583,311314,Other,137276.8
161,1006919,AMERICAN SYNTHETIC RUBBER,KY,38.209317,-85.847511,325212,Other,146804.1
162,1001962,AMERICAS STYRENICS LLC - ST JAMES PLANT,LA,30.08013,-90.916,325110,Chemicals,668483.3
163,1005072,"AMGEN MANUFACTURING, LIMITED",PR,18.235793,-65.904429,325412,Chemicals,49446.9
164,1008730,AMP Fremont Energy Center,OH,41.3771,-83.1615,221112,Power Plants,1351767.1
165,1004746,ANALOG DEVICES,WA,45.598844,-122.45232,334413,Other,1956.6
166,1006810,ANCHOR ACQUISITION LLC MONACA PLT,PA,40.69152,-80.2808,327212,Minerals,39845.4
167,1004508,ANCHOR HOCKING GLASS CO PLANT NO 1 *,OH,39.71923,-82.61895,327212,Minerals,61386.1
168,1007341,ANCHORAGE REGIONAL LANDFILL,AK,61.290401,-149.604757,562212,Waste,268.4
171,1002263,ANGUS CHEMICAL CO,LA,32.6907,-92.0826,325199,Chemicals,88828.9
172,1002576,ANHEUSER BUSCH BALDWINSVILLE BREWERY,NY,43.1691,-76.3112,312120,"Other,Suppliers of CO2",25330.4
173,1006111,ANHEUSER BUSCH INC,OH,40.103056,-82.993056,312120,Other,32284.9
174,1002867,ANHEUSER BUSCH INC. - L.A. BREWERY,CA,34.22132,-118.48044,312120,Other,31555.9
175,1003352,ANHEUSER BUSCH INCORPORATED FORT COLLINS BREWERY,CO,40.619722,-105.006111,312120,Other,42020.4
176,1003176,ANHEUSER BUSCH LLC,VA,37.237518,-76.652662,312120,Other,37036.5
177,1003224,ANHEUSER-BUSCH HOUSTON BREWERY,TX,29.774444,-95.270833,312120,Other,44629.9
178,1002915,ANHEUSER-BUSCH LLC,NH,42.82407,-71.485564,312120,"Other,Suppliers of CO2",13375.6
179,1006147,ANHEUSER-BUSCH LLC,FL,30.433075,-81.647505,312120,Other,55427.4
180,1006904,"ANHEUSER-BUSCH, INC. CARTERSVI LLE BREWERY",GA,34.2557,-84.7825,312120,Other,19638.2
181,1003525,"ANHEUSER-BUSCH, INC. NEWARK BREWERY",NJ,40.693625,-74.195918,312120,Other,21541.1
182,1005490,ANIMAS POWER PLANT,NM,36.72488,-108.19144,221112,Power Plants,1233.6
184,1013314,ANR Pipeline (Jena Compressor Station),LA,31.526874,-92.194728,486210,Petroleum and Natural Gas Systems,61908.8
185,1004929,ANR Pipeline Alden CS,KS,38.22602,-98.290368,486210,Petroleum and Natural Gas Systems,21154.8
186,1004926,ANR Pipeline Birmingham CS,IA,40.901819,-91.967609,486210,Petroleum and Natural Gas Systems,30253.9
187,1004928,ANR Pipeline Bridgman CS,MI,41.897126,-86.534271,486210,Petroleum and Natural Gas Systems,27414.6
188,1005235,ANR Pipeline Brownsville CS,TN,35.44545,-89.28553,486210,Petroleum and Natural Gas Systems,52594.4
189,1005245,ANR Pipeline Celestine CS,IN,38.377528,-86.777306,486210,Petroleum and Natural Gas Systems,44191.8
190,1009589,ANR Pipeline Cottage Grove CS,TN,36.390381,-88.481323,486210,Petroleum and Natural Gas Systems,40142.7
191,1007403,ANR Pipeline Defiance CS,OH,41.349885,-84.359487,486210,Petroleum and Natural Gas Systems,998.3
192,1011138,ANR Pipeline Delhi CS,LA,32.465897,-91.604473,486210,Petroleum and Natural Gas Systems,42469.0
193,1004932,ANR Pipeline E.G. Hill CS,TX,36.494444,-101.469444,486210,Petroleum and Natural Gas Systems,13640.0
194,1004930,ANR Pipeline Enterprise CS,KS,38.819723,-97.093625,486210,Petroleum and Natural Gas Systems,25990.6
195,1013036,ANR Pipeline Eunice CS,LA,30.466034,-92.520137,486210,Petroleum and Natural Gas Systems,52729.3
196,1004776,ANR Pipeline Greensburg CS,KS,37.61422,-99.396874,486210,Petroleum and Natural Gas Systems,26248.4
197,1005958,ANR Pipeline Blue Lake Complex Gas Storage Facility,MI,44.8367,-84.9669,486210,Petroleum and Natural Gas Systems,31097.8
198,1005238,ANR Pipeline Greenville CS,MS,33.372167,-91.00575,486210,Petroleum and Natural Gas Systems,40352.7
199,1004923,ANR Pipeline Hamilton CS,MI,42.66621,-85.95642,486210,Petroleum and Natural Gas Systems,20149.7
200,1004935,ANR Pipeline Havensville CS,KS,39.490718,-96.041662,486210,Petroleum and Natural Gas Systems,12477.6
201,1013969,ANR Pipeline LaGrange CS,IN,41.6413,-85.4685,486210,Petroleum and Natural Gas Systems,27404.2
202,1005953,ANR Pipeline Lineville CS,IA,40.630044,-93.540108,486210,Petroleum and Natural Gas Systems,22833.0
203,1005242,ANR Pipeline Madisonville CS,KY,37.3823,-87.6177,486210,Petroleum and Natural Gas Systems,37728.0
204,1005060,ANR Pipeline Maitland CS,MO,40.175383,-95.122361,486210,Petroleum and Natural Gas Systems,32841.4
205,1009733,ANR Pipeline Meade CS,KS,37.078655,-100.47068,486210,Petroleum and Natural Gas Systems,9770.2
206,1009608,ANR Pipeline Mooreland CS,OK,36.473972,-99.145615,486210,Petroleum and Natural Gas Systems,73.5
207,1004769,ANR Pipeline New Windsor CS,IL,41.21009,-90.43646,486210,Petroleum and Natural Gas Systems,10898.1
208,1005243,ANR Pipeline Patterson CS,LA,29.691875,-91.342885,486210,Petroleum and Natural Gas Systems,34085.9
209,1009590,ANR Pipeline Portland CS,IN,40.44464,-85.09691,486210,Petroleum and Natural Gas Systems,28.7
210,1004937,ANR Pipeline Sandwich CS,IL,41.6227,-88.58362,486210,Petroleum and Natural Gas Systems,9375.7
211,1005244,ANR Pipeline Sardis CS,MS,34.423067,-90.125564,486210,Petroleum and Natural Gas Systems,26370.6
212,1004925,ANR Pipeline St. John CS,IN,41.431667,-87.488972,486210,Petroleum and Natural Gas Systems,4536.4
213,1011137,ANR Pipeline Woodstock CS,IL,42.288284,-88.494903,486210,Petroleum and Natural Gas Systems,36127.5
214,1004933,ANR Pipeline Woolfolk CS,MI,43.6249,-85.3844,486210,Petroleum and Natural Gas Systems,22391.0
215,1004802,ANSHUTZ RANCH EAST GAS PLANT,WY,41.067222,-111.040833,211130,Petroleum and Natural Gas Systems,3088.3
216,1007710,ANTELOPE VALLEY RECYCLING AND DISPOSAL FACILITY,CA,34.5697,-118.1534,562212,Waste,112.3
218,1001908,APACHE NITROGEN PRODUCTS - PLANT,AZ,31.88,-110.24,325311,Chemicals,31225.2
219,1006777,"APEX ENVIRONMENTAL, LLC - SANITARY LANDFILL (0641000223)",OH,40.432403,-80.911512,562212,Waste,1.0
220,1004352,APEX REGIONAL LANDFILL,NV,36.29423,-115.28183,562212,Waste,145.1
221,1000793,"APG Polytech, LLC",WV,38.664483,-82.169733,325211,Other,44989.0
222,1010353,APPLEBY TREATER,TX,31.6912,-94.5833,211130,Petroleum and Natural Gas Systems,56025.2
223,1005669,APPLETON ROARING SPRING PAPER MFG,PA,40.33873,-78.405175,322121,Pulp and Paper,86465.9
224,1002596,APPVION - APPLETON PLT,WI,44.2729,-88.39311,322230,Pulp and Paper,29314.9
225,1001423,APS Saguaro Power Plant,AZ,32.5517,-111.3,221112,Power Plants,81027.0
226,1001422,APS West Phoenix Power Plant,AZ,33.4417,-112.1583,221112,Power Plants,1657429.9
227,1005906,AR GLASS CONTAINER CORP,AR,35.845862,-90.707271,327213,Minerals,36349.4
228,1008752,"ARAUCO NORTH AMERICA, INC - BENNETTSVILLE MDF",SC,34.595452,-79.776449,321219,Other,5590.8
229,1005385,ARCELORMITTAL TUBULAR PRODUCTS USA LLC,OH,40.88135,-82.66758,331210,Metals,57795.9
230,1002916,ARCHER DANIEL MIDLAND COMPANY,NE,41.4229,-97.291,311221,"Other,Waste",809665.8
231,1003215,ARCHER DANIELS MIDLAND,IN,40.2853,-86.5479,311224,Other,52747.3
232,1001945,ARCHER DANIELS MIDLAND,MN,44.474074,-95.783525,311221,"Other,Suppliers of CO2,Waste",172140.8
233,1005935,ARCHER DANIELS MIDLAND COMPANY,NE,40.866368,-96.617738,311224,Other,157168.0
234,1005940,ARCHER DANIELS MIDLAND PROCESSING,ND,48.062103,-100.924722,311224,Other,44338.4
235,1007937,ARCONIC DAVENPORT LLC,IA,41.53115,-90.4682,331315,Metals,233153.9
236,1004649,ARCONIC LAFAYETTE LLC,IN,40.401861,-86.866139,331314,Metals,47765.9
237,1002795,ARCONIC TENNESSEE OPERATIONS,TN,35.811815,-83.969576,331315,Metals,158096.8
238,1003456,ARDEN LDFL,PA,40.208427,-80.264771,562212,Waste,92.0
239,1006659,ARGOS CEMENT LLC. - ROBERTA PLANT,AL,33.1043,-86.7985,327310,Minerals,923820.3
240,1007566,ARGOS USA -Martinsburg,WV,39.434879,-77.977911,327310,Minerals,864252.2
241,1002442,ARIZONA CHEMICAL COMPANY,FL,30.143939,-85.618924,325211,Other,61284.0
242,1006199,ARIZONA STATE UNIVERSITY,AZ,33.42195,-111.935,611310,Other,59330.1
243,1006203,ARKALON ETHANOL LLC,KS,37.107705,-100.796294,325193,"Other,Suppliers of CO2",101065.8
244,1002209,ARKANSAS LIME COMPANY,AR,35.794,-91.736,327410,Minerals,416134.1
245,1005801,ARKANSAS STEEL ASSOCIATES,AR,35.648518,-91.244662,331221,Metals,65031.4
246,1006644,ARKEMA BEAUMONT PLANT,TX,30.060226,-94.058976,325199,Chemicals,64813.2
247,1006797,ARKEMA INC CLEAR LAKE,TX,29.625819,-95.061592,325110,Chemicals,84793.2
248,1005721,"ARKEMA, INC.",KY,37.056699,-88.365727,325120,"Chemicals,Industrial Gas Suppliers",67870.3
249,1013817,ARLANXEO Orange Site,TX,30.049622,-93.772226,325212,Other,134523.5
250,1006785,ARMSTRONG CEMENT & SUPPLY,PA,40.7948,-79.70017,327310,Minerals,183120.2
251,1003208,ARMSTRONG WORLD IND MARIETTA CEILING PLT,PA,40.0586,-76.58845,339999,Other,67098.3
252,1002968,ARMSTRONG WORLD INDUSTRIES INC.,FL,30.408671,-87.250165,339999,Other,25279.2
253,1002515,ARTESIA GAS PLANT,NM,32.7564,-104.2111,211130,"Injection of CO2,Petroleum and Natural Gas Systems,Suppliers of CO2",94177.7
254,1002494,ASARCO LLC AMARILLO COPPER REFINERY,TX,35.284533,-101.730042,331410,Metals,17080.2
255,1002486,ASARCO LLC Hayden Operations,AZ,33.003378,-110.77632,331410,Metals,303.7
256,1002190,ASCEND PERFORMANCE MATERIALS CHOCOLATE BAYOU FACILITY,TX,29.2567,-95.2144,325199,Chemicals,598211.2
257,1003975,ASCEND PERFORMANCE MATERIALS OPERATIONS LLC,SC,34.2306,-82.05776,325211,Other,44996.8
258,1002665,ASH GROVE CEMENT CO-CHANUTE PLANT,KS,37.698786,-95.459748,327310,Minerals,1022805.0
259,1002421,ASH GROVE CEMENT COMPANY,TX,32.51993,-97.0068,327310,Minerals,667575.1
260,1002527,ASH GROVE CEMENT COMPANY-DURKEE,OR,44.5428,-117.4218,327310,Minerals,684042.0
261,1007552,ASH GROVE CEMENT COMPANY-Louisville,NE,41.005565,-96.154917,327310,Minerals,577331.6
262,1002531,ASH GROVE CEMENT COMPANY-MONTANA CITY,MT,46.54448,-111.92062,327310,Minerals,319088.0
263,1002537,ASH GROVE CEMENT COMPANY-SEATTLE,WA,47.56799,-122.34255,327310,Minerals,345328.0
264,1007606,ASH GROVE CEMENT-FOREMAN,AR,33.6936,-94.4166,327310,Minerals,855693.0
265,1003496,ASHLEY Energy LLC,MO,38.63639,-90.18108,221330,Power Plants,40124.5
266,1004576,ASTORIA ENERGY LLC & ASTORIA ENERGY II LLC,NY,40.7825,-73.8964,221112,Power Plants,2198821.6
269,1006778,ATI Allvac - Monroe,NC,34.98548,-80.517139,331492,Metals,42303.6
270,1005442,ATI LADISH LLC,WI,42.947167,-87.8615,332112,Other,55687.9
271,1002571,ATK Launch Systems LLC,UT,41.679,-112.432,336415,Other,49538.0
272,1001858,ATLANTIC COUNTY LANDFILL,NJ,39.41653,-74.54036,562212,Waste,164.6
