fac_id,fac_name,state,latitude,longitude,naics,sector,emissions_2020,co2_emissions_2020,emissions_2010,co2_emissions_2010,max_capacity,fuel_type
1000112,23rd and 3rd,NY,40.66,-74,221112,Power Plants,60819.7,60751.2,82959.74,82875.9,7.4,Natural Gas
1003188,3M BROWNWOOD,TX,31.67,-99,326113,Minerals,29359.64,29329.5,36879.41,36841.6,32.0,Natural Gas
1005043,3M CO,MN,44.95,-93,541715,Other,82308.24,82223,75803.06,75737.3,223.0,Natural Gas
1003739,3M CO - GUIN,AL,33.97,-87.9,326113,Minerals,27083,27055.6,28750.0,28721.5,16.75,Natural Gas
1007698,3M CO - WAUSAU DOWNTOWN,WI,44.95,-89.64,212313,Other,46909.12,46851.2,26048.55,26021.7,60.0,Natural Gas
1004206,3M COMPANY,AL,34.64,-87.04,325211,"Chemicals,Industrial Gas Suppliers",44016.26,42016.6,50947.46,50894.3,122.6,Natural Gas
1006665,3M CORDOVA,IL,41.76,-90.28,325998,"Chemicals,Industrial Gas Suppliers",657865.9,28548.5,28987.89,28957.7,75.0,Petroleum Products
1004836,3M Cottage Grove Center - Site,MN,44.79,-92.91,325998,"Chemicals,Industrial Gas Suppliers,Minerals",49540.27,32804.8,44522.61,44423.2,120.0,Natural Gas
1003408,3M INDUSTRIAL MINERAL PRODUCTS DIVISION,AR,34.71,-92.24,212399,Other,33733.43,33689.5,28192.04,28163.0,70.0,Natural Gas
1004914,3M MAGNETIC TAPE MANUFACTURING DIVISION,MN,44.88,-94.36,326199,Other,39621.3,39580.2,40697.0,40654.8,110.0,Natural Gas
1004804,3M NEVADA PLANT,MO,37.83,-94.33,326113,Other,31562.83,31530.5,29570.99,29540.3,37.0,Natural Gas
1001106,48th Street Peaking Station,MI,42.76,-86.09,221112,Power Plants,49160.67,49110.8,20080.08,20059.8,1.82,Natural Gas
1000766,59th Street,NY,40.77,-73.99,221330,Power Plants,149968.98,149813.6,271673.92,270998.8,220.0,Natural Gas
1007733,69TH ST WWTP,TX,29.76,-95.3,221320,Other,21730.67,21708.2,27213.55,27185.6,24.3,Natural Gas
1000767,74th Street,NY,40.77,-73.95,221330,Power Plants,174902.71,174717.2,387617.23,386312.1,223.0,Natural Gas
1002983,ABBOTT PARK FACILITY,IL,42.3,-87.89,424210,Other,55009.39,54952.4,105472.71,104824.4,100.0,Natural Gas
1007514,ABBVIE LTD.,PR,18.43,-66.57,325412,Chemicals,64383.47,64300,117314.53,116917.8,73.0,Natural Gas
1004511,ABC COKE,AL,33.58,-86.78,324199,Metals,171414.2,171264.6,208846.0,208821.0,204.0,Natural Gas
1005353,ABERDEEN ENERGY LLC,SD,45.44,-98.79,325193,Other,196953.31,196750,155379.76,155219.2,150.0,Natural Gas
1006971,ABERDEEN PROVING GROUND-Aberdeen Area & Edgewood Area,MD,39.4,-76.31,928110,Other,95765.88,95626.4,54666.7,54571.6,73.1,Natural Gas
1002627,ABSOLUTE ENERGY LLC,IA,43.5,-92.92,325193,"Other,Waste",142519.35,142197.9,166627.56,166452.1,180.0,Natural Gas
1002685,AC 857 A,TX,26.3,-94.9,211120,Petroleum and Natural Gas Systems,195340.75,190343.9,54024.55,53920.4,249.36,Natural Gas
1004761,ACE ETHANOL LLC,WI,44.96,-90.96,325193,"Other,Suppliers of CO2",69300.84,69229.6,71980.03,71905.5,65.0,Natural Gas
1005601,ACME BRICK CO ELGIN PLANT,TX,30.33,-97.29,327120,Minerals,26692.3,26664.9,27547.0,27547.0,77.4,Natural Gas
1005046,ACME GYPSUM FACILITY,TX,34.32,-99.82,327420,Minerals,39773,39731.9,28163.04,28134.0,78.0,Natural Gas
1002731,ADA COGENERATION,MI,42.96,-85.48,221112,Power Plants,85831.68,85742.9,110926.43,110811.9,291.46,Natural Gas
1003422,ADKINS ENERGY LLC,IL,42.36,-89.8,325193,Other,86205.08,86116.3,67146.3,67076.7,90.7,Natural Gas
1002154,ADM - MANKATO,MN,44.19,-94,311225,Other,139900.22,138951.6,132818.33,131919.0,205.0,Natural Gas
1006047,ADM CORN PROCESSING,IA,41.92,-91.69,311221,"Other,Waste",2338390.15,2324242.1,3078133.06,3058765.0,472.0,Coal
1000376,ADM QUINCY,IL,39.9,-91.41,311224,Other,104084.41,103977,186738.51,185445.0,135.0,Natural Gas
1006080,ADM SOUTHERN CELLULOSE PROD.IN,TN,35,-85.32,322110,Pulp and Paper,26863.85,26835.9,28791.59,28762.0,48.5,Natural Gas
1000034,ADM SOYBEAN PROCESSING - DES MOINES,IA,41.63,-93.58,311224,Other,153766.68,152702.2,141764.54,140755.2,192.0,Coal
1001845,ADVANCED DISPOSAL CRANBERRY CREEK LANDFILL LLC,WI,44.41,-89.85,562212,Waste,20077.15,148.9,25777.95,28.7,0.39,Petroleum Products
1003038,"ADVANCED DISPOSAL MAPLE HILL LANDFILL, LLC",MO,39.73,-92.54,562212,Waste,21802.7,70.9,95655.0,78.5,0.15,Petroleum Products
1001637,ADVANCED DISPOSAL ORCHARD HILLS LANDFILL INC,IL,42.14,-89.09,562212,Waste,192679.1,62.1,186317.8,57.8,0.332,Natural Gas
1006963,ADVANCED DISPOSAL VALLEY VIEW LANDFILL INC,IL,39.82,-89.04,562212,Waste,33001.6,83.6,51653.7,46.2,0.656,Natural Gas
1000627,ADVANSIX INC - CHESTERFIELD PLANT,VA,37.34,-77.29,325211,Other,57749.83,57689.8,44297.47,44248.3,72.0,Natural Gas
1000630,ADVANSIX INCORPORATED - HOPEWELL,VA,37.18,-77.16,325199,"Chemicals,Suppliers of CO2",1181515.79,1180950.8,1071582.2,1070764.0,18.0,Natural Gas
1005310,AES - PUERTO RICO COGENERATION PLANT,PR,17.95,-66.15,221112,Power Plants,3431800.86,3408333.5,3284053.38,3257223.9,12.55,Petroleum Products
1001444,AES Alamitos,CA,33.77,-118.1,221112,Power Plants,823900,823063.2,540112.6,539564.6,70.8,Natural Gas
1005972,AES HAWAII INC,HI,21.3,-158.11,221112,Power Plants,1186453.74,1176424.6,1525932.5,1514070.5,5.0,Coal
1001447,AES Huntington Beach,CA,33.64,-117.98,221112,Power Plants,516763.94,516239.5,572232.33,571650.9,71.0,Natural Gas
1001223,AES Warrior Run,MD,39.59,-78.75,221112,"Power Plants,Suppliers of CO2",1117382.99,1108429.9,1426541.52,1415104.9,2.0,Coal
1003853,AFTON CHEMICAL CORP,IL,38.6,-90.17,324191,Petroleum and Natural Gas Systems,50044.16,49992.1,43235.54,43190.9,100.0,Natural Gas
1007551,AG Energy,NY,44.73,-75.44,221112,Power Plants,7329.67,7322,9711.9,9711.9,96.0,Natural Gas
1006054,AG PROCESSING INC-EAGLE GROVE,IA,42.67,-93.9,311224,Other,66086.45,66018.5,167119.05,165850.8,146.5,Coal
1002291,AG PROCESSING INCORPORATED A COOPERATIVE,MN,44.93,-96.06,311224,Other,38906,38866,25711.4,25684.5,91.3,Natural Gas
1007333,AGC FLAT GLASS N AMERICA INC,KY,37.7,-84.27,327211,Minerals,77596.45,77543,29466.3,29466.3,200.0,Natural Gas
1004631,AGC FLAT GLASS NORTH AMERICA SPRING HILL PLANT,KS,38.76,-94.83,327211,Minerals,101902.57,101825.3,100283.08,100208.0,200.0,Natural Gas
1005824,AGC-GREENLAND FLATGLASS PLANT,TN,36.5,-82.78,327211,Minerals,117946.72,117882.6,94350.15,94281.1,2.0,Petroleum Products
1002067,AGP SOY/CORN PROCESSING,NE,40.59,-98.34,311224,Other,184240.12,182868.3,274498.64,272738.1,200.0,Coal
1005284,AGRI ENERGY LLC,MN,43.65,-96.22,325199,"Chemicals,Waste",5563.08,5555.1,39678.5,39637.4,62.0,Natural Gas
1002380,AGRIUM US BORGER NITROGEN OPERATIONS,TX,35.64,-101.42,325311,"Chemicals,Suppliers of CO2",955607.87,955161.8,841955.43,841593.0,986.0,Natural Gas
1004236,AGRIUM US INC - KFO,WA,46.17,-119.02,325311,Chemicals,145127.44,10847,78413.78,6712.0,66.5,Natural Gas
1001919,AHN Heartland Ingredients,IA,41.14,-92.65,311119,Other,111912.63,111797,111819.43,111703.8,120.3,Natural Gas
1003730,AIR LIQUIDE - FREEPORT HYCO PLANT,TX,28.98,-95.38,325120,Chemicals,203358.2,203358.2,66892.56,66880.5,400.0,Natural Gas
1003780,AIR LIQUIDE - PORT NECHES ASU COGENERATION PLANT,TX,29.98,-93.95,325120,Chemicals,4217.18,4212.8,191411.43,191213.3,7.5,Natural Gas
1006115,AIR LIQUIDE AMERICA CORP.,LA,30.21,-90.99,325120,Chemicals,349268.84,348908.8,422530.06,422093.3,95.0,Natural Gas
1003591,AIR LIQUIDE GEISMAR UTILITY SERVICES,LA,30.21,-90.99,221330,Power Plants,113676.43,113518,73774.07,73697.9,706.8,Natural Gas
1003009,AIR PRODUCTS & CHEMICALS INC - INDUSTRIAL GAS PRODUCTION FACILITY,LA,30.03,-89.9,325120,Chemicals,199762,199762,313434.22,313426.0,3.68,Natural Gas
1003129,AKER PLANT,TX,31.91,-96.23,211130,"Petroleum and Natural Gas Systems,Suppliers of CO2",36973.56,36497,44497.33,44451.3,82.62,Natural Gas
1002430,AIR PRODUCTS BAYTOWN PLANT,TX,29.76,-95.02,325120,Chemicals,109271.94,109158.5,521749.82,521699.4,242.0,Natural Gas
1000274,AK Steel Corporation - Middletown,OH,39.5,-84.39,331110,Metals,4069594.75,4067706.5,4493621.13,4491777.1,25.0,Other
1005149,AL CORN CLEAN FUEL,MN,44.05,-93.02,325193,Other,162045.39,161877.7,77310.71,77230.7,178.0,Natural Gas
1007917,"ALABAMA RIVER CELLULOSE, LLC",AL,31.58,-87.49,322110,"Pulp and Paper,Waste",314977.71,206508.8,167258.27,105168.0,102.0,Natural Gas
1007272,ALADDIN MILLS - ANTIOCH RD PLA NT,GA,34.73,-84.95,314110,Other,45423.68,45377.1,50319.41,50267.2,72.0,Natural Gas
1003402,ALBEMARLE CORPORATION HOUSTON PLANT,TX,29.74,-95.17,325199,Chemicals,46683.21,46632.7,85377.0,85029.0,126.0,Natural Gas
1004307,ALBEMARLE CORPORATION-SOUTH PLANT,AR,33.18,-93.22,325180,Chemicals,80774.5,80691.2,83600.95,83520.0,10.0,Natural Gas
1001877,ALCOA INC - WARRICK OPERATIONS,IN,37.92,-87.33,331313,"Metals,Power Plants",5963440.23,5797179.8,6766675.92,6603280.7,88.2,Coal
1003562,ALCOA INTALCO WORKS,WA,48.85,-122.71,331313,"Metals,Waste",595364.46,166632.6,1053102.8,345188.0,85.7,Natural Gas
1003201,ALCOA WORLD ALUMINA ATLANTIC,TX,28.65,-96.56,331313,"Metals,Waste",14102.45,86.9,758498.62,757711.8,425.0,Natural Gas
1005887,ALLIANCE COMPRESSOR STATION,TX,33.03,-97.35,211130,Petroleum and Natural Gas Systems,43989.85,40811.3,31656.88,31624.0,25.2,Natural Gas
1006045,ALERIS ROLLED PRODUCTS INC,KY,37.95,-86.85,331314,Metals,156516.76,156355.1,174659.29,174479.0,54.0,Natural Gas
1005862,ALLEGANY BALLISTICS LABORATORY,WV,39.56,-78.84,336415,Other,26484,26456.6,27716.64,27591.6,12.0,Natural Gas
1007192,ALLEN COUNTY PUBLIC WORKS,KS,38.01,-95.29,562212,Waste,68215.9,67.8,53210.9,87.4,53.33,Other
1007645,ALLIANCE SANI LDFL,PA,41.4,-75.74,562212,Waste,60734.55,643.5,76842.85,1263.78,0.0105,Natural Gas
1004327,ALMATIS INC - BAUXITE ARKANSAS,AR,34.58,-92.53,331313,Metals,48298.97,48249.1,5437.0,5404.7,33.0,Natural Gas
1007622,ALON REFINING KROTZ SPRINGS INC,LA,30.53,-91.75,324110,"Petroleum Product Suppliers,Refineries",354930.17,351486.4,258478.36,257844.7,245.4,Other
1005705,ALLIANCE PIPELINE - OLIVIA 23-A,MN,44.85,-94.9,486210,Petroleum and Natural Gas Systems,65609.3,65460.9,83675.98,83589.4,207.0,Natural Gas
1007291,ALPHA RIDGE LANDFILL,MD,39.31,-76.9,562212,Waste,16106.03,64.3,28220.45,35.7,0.28,Petroleum Products
1001559,ALLIANCE PIPELINE L.P. - MANCHESTER,IA,42.47,-91.55,486210,Petroleum and Natural Gas Systems,77053.26,76885.3,73738.97,73662.8,207.0,Natural Gas
1001560,ALLIANCE PIPELINE LP,IL,41.59,-89.78,486210,Petroleum and Natural Gas Systems,54224.45,54114.8,49416.96,49366.0,207.0,Natural Gas
1007401,"ALTIVIA Petrochemicals, LLC - HAVERHILL COMPLEX",OH,38.59,-82.82,325194,Chemicals,48314.97,48265.1,32640.03,32606.9,250.0,Natural Gas
1000245,"ALLIANCE PIPELINE, L.P.-FAIRMOUNT COMPRESSOR STATION",ND,45.99,-96.65,486210,Petroleum and Natural Gas Systems,81961.29,81847.9,93541.95,93445.5,207.0,Natural Gas
1007263,ALTO COLUMBIA LLC,OR,45.86,-119.66,325193,"Other,Suppliers of CO2",35520.62,35483.9,44375.94,38034.0,75.6,Natural Gas
1001558,"ALLIANCE PIPELINE, L.P.-WIMBLEDON COMPRESSOR STATION",ND,47.19,-98.43,486210,Petroleum and Natural Gas Systems,53155.45,52978.4,99722.22,99619.2,207.0,Natural Gas
1007264,ALTO MAGIC VALLEY LLC,ID,42.52,-113.82,325193,Other,15623.09,15607.2,59117.71,49881.8,75.6,Natural Gas
1003268,ALTON STEEL COMPANY,IL,38.88,-90.15,331110,Metals,30371.29,30354.3,48759.01,48719.9,300.0,Natural Gas
1005184,ALYESKA PIPELINE SE/TAPS PUMP STATION 01,AK,70.26,-148.62,486110,Other,63920.46,63854.7,100600.62,100496.2,20.6,Natural Gas
1005781,"ALYESKA PIPELINE SERVICE COMPANY, Valdez Marine Terminal",AK,61.08,-146.39,486110,Other,26580.02,26489.2,48454.21,48286.7,400.0,Petroleum Products
1005491,"AM/NS Calvert, LLC",AL,30.8,-88.1,331110,Metals,467304.04,466821.8,35674.72,35638.0,126.0,Natural Gas
1006412,AMALGAMATED SUGAR CO LLC,ID,42.61,-113.76,311313,"Minerals,Waste",285996.08,275248.4,306267.69,304241.2,385.0,Natural Gas
1005712,AMALGAMATED SUGAR CO LLC,ID,42.53,-114.43,311313,Minerals,252307.82,251076.8,280188.3,278084.8,268.0,Natural Gas
1005707,AMALGAMATED SUGAR CO LLC,ID,43.61,-116.58,311313,"Minerals,Waste",349799.66,211827.4,252703.76,251036.1,358.0,Natural Gas
1004732,AMERICAN ACRYL PASADENA,TX,29.62,-95.07,325199,Chemicals,83200.74,83114.7,27432.0,27403.5,199.0,Natural Gas
1005432,AMERICAN AIRLINES,OK,36.2,-95.87,481111,Other,40397.12,40349.5,53834.01,53761.8,420.0,Petroleum Products
1004417,AMERICAN AVENUE LANDFILL,CA,36.67,-120.14,562212,Waste,129155.5,0.5,87472.6,32.6,0.05,Petroleum Products
1005327,AMERICAN CAST IRON PIPE CO,AL,33.55,-86.83,331511,Metals,147810.11,147158.4,140313.57,139720.8,170.7,Coal
1008041,AMERICAN COLLOID,WY,44.87,-104.15,212325,Other,52817.39,52691.7,93618.08,92931.0,50.0,Coal
1006354,AMERICAN CRYSTAL SUGAR - CROOKSTON,MN,47.76,-96.63,311313,"Minerals,Waste",260091.95,179805.7,232958.19,231456.9,137.0,Coal
1005751,AMERICAN CRYSTAL SUGAR - E GRAND FORKS,MN,47.93,-97.01,311313,"Minerals,Waste",314639.96,190121.9,571175.57,568449.1,200.1,Coal
1005753,AMERICAN CRYSTAL SUGAR - HILLSBORO,ND,47.44,-97.06,311313,"Minerals,Waste",417797.61,285897.6,430102.95,427029.3,237.0,Coal
1006877,AMERICAN CRYSTAL SUGAR - MOORHEAD,MN,46.9,-96.76,311313,"Minerals,Waste",277534.06,169321.3,218108.92,216718.3,0.729,Petroleum Products
1002552,AMERICAN ENVIRONMENTAL LANDFILL,OK,36.16,-96.19,562212,Waste,233353.65,39.3,84866.2,2.2,0.1,Natural Gas
1000007,AMERICAN GYPSUM - BERNALILLO (WALLBOARD) PLANT,NM,35.33,-106.53,327420,Minerals,14084.5,14069.7,284.55,284.0,110.0,Natural Gas
1005175,AMERICAN GYPSUM CO /GYPSUM WALLBOARD PLT,OK,34.66,-99.59,327420,Minerals,94862.69,94764.6,66234.9,66166.4,160.0,Natural Gas
1007404,AMERICAN GYPSUM COMPANY,CO,39.66,-106.96,327420,Minerals,65195.5,65128.1,40197.4,40155.0,0.00835,Natural Gas
1004845,AMERICAN GYPSUM COMPANY,NM,35.17,-106.59,327420,Minerals,40893,40850.8,33139.98,33106.0,100.0,Natural Gas
1005590,AMERICAN REFINING GROUP INC,PA,41.97,-78.63,324110,"Petroleum Product Suppliers,Refineries",115865.74,114521,163961.41,162773.8,33.4,Petroleum Products
1001860,AMERICAN SUGAR REFINING INC - Chalmette Refinery,LA,29.95,-90,311314,Other,137418.73,137276.8,125542.08,125412.2,151.3,Natural Gas
1006919,AMERICAN SYNTHETIC RUBBER,KY,38.21,-85.85,325212,Other,147839.01,146804.1,267098.23,265127.5,15.0,Natural Gas
1001962,AMERICAS STYRENICS LLC - ST JAMES PLANT,LA,30.08,-90.92,325110,Chemicals,670040.38,668483.3,673432.12,673137.2,379.0,Other
1005072,"AMGEN MANUFACTURING, LIMITED",PR,18.24,-65.9,325412,Chemicals,49616.7,49446.9,27381.41,27287.0,0.8,Petroleum Products
1006810,ANCHOR ACQUISITION LLC MONACA PLT,PA,40.69,-80.28,327212,Minerals,39873.1,39845.4,41841.58,41809.8,2.0,Natural Gas
1004508,ANCHOR HOCKING GLASS CO PLANT NO 1 *,OH,39.72,-82.62,327212,Minerals,61440.35,61386.1,143526.04,143399.9,8.36,Natural Gas
1007341,ANCHORAGE REGIONAL LANDFILL,AK,61.29,-149.6,562212,Waste,126256.15,268.4,323157.0,257.0,2.5,Natural Gas
1002263,ANGUS CHEMICAL CO,LA,32.69,-92.08,325199,Chemicals,118436.62,88828.9,87788.04,79316.2,12.6,Natural Gas
1002576,ANHEUSER BUSCH BALDWINSVILLE BREWERY,NY,43.17,-76.31,312120,"Other,Suppliers of CO2",25378.7,25330.4,30524.1,30453.6,120.0,Natural Gas
1006111,ANHEUSER BUSCH INC,OH,40.1,-82.99,312120,Other,32337.49,32284.9,49393.35,49296.0,113.3,Natural Gas
1002867,ANHEUSER BUSCH INC. - L.A. BREWERY,CA,34.22,-118.48,312120,Other,31614.71,31555.9,44153.61,44071.2,147.0,Natural Gas
1003352,ANHEUSER BUSCH INCORPORATED FORT COLLINS BREWERY,CO,40.62,-105.01,312120,Other,42067.97,42020.4,60189.18,60127.9,99.0,Natural Gas
1003176,ANHEUSER BUSCH LLC,VA,37.24,-76.65,312120,Other,37074.86,37036.5,50614.75,50561.2,100.0,Natural Gas
1003224,ANHEUSER-BUSCH HOUSTON BREWERY,TX,29.77,-95.27,312120,Other,44712.56,44629.9,20048.58,19975.9,99.7,Natural Gas
1002915,ANHEUSER-BUSCH LLC,NH,42.82,-71.49,312120,"Other,Suppliers of CO2",13396.91,13375.6,22611.3,22573.9,142.0,Natural Gas
1006147,ANHEUSER-BUSCH LLC,FL,30.43,-81.65,312120,Other,55506.09,55427.4,57576.46,57481.2,97.0,Natural Gas
1006904,"ANHEUSER-BUSCH, INC. CARTERSVI LLE BREWERY",GA,34.26,-84.78,312120,Other,19672.81,19638.2,32474.39,32411.9,99.0,Natural Gas
1003525,"ANHEUSER-BUSCH, INC. NEWARK BREWERY",NJ,40.69,-74.2,312120,Other,21566.95,21541.1,50001.81,49917.4,168.0,Natural Gas
1005490,ANIMAS POWER PLANT,NM,36.72,-108.19,221112,Power Plants,1234.7,1233.6,78976.25,78894.6,196.0,Natural Gas
1004929,ANR Pipeline Alden CS,KS,38.23,-98.29,486210,Petroleum and Natural Gas Systems,24488.47,21154.8,37416.91,37378.0,19.808,Natural Gas
1004926,ANR Pipeline Birmingham CS,IA,40.9,-91.97,486210,Petroleum and Natural Gas Systems,33986.89,30253.9,43024.39,42980.0,18.225,Natural Gas
1004928,ANR Pipeline Bridgman CS,MI,41.9,-86.53,486210,Petroleum and Natural Gas Systems,33095.1,27414.6,38579.55,38539.0,82.2,Natural Gas
1005235,ANR Pipeline Brownsville CS,TN,35.45,-89.29,486210,Petroleum and Natural Gas Systems,56135.65,52594.4,51157.61,51105.0,117.15,Natural Gas
1007403,ANR Pipeline Defiance CS,OH,41.35,-84.36,486210,Petroleum and Natural Gas Systems,3473.15,998.3,41818.29,41775.0,74.748,Natural Gas
1004932,ANR Pipeline E.G. Hill CS,TX,36.49,-101.47,486210,Petroleum and Natural Gas Systems,17093.75,13640,35221.17,35185.0,18.375,Natural Gas
1004930,ANR Pipeline Enterprise CS,KS,38.82,-97.09,486210,Petroleum and Natural Gas Systems,31541.95,25990.6,36732.91,36694.0,19.808,Natural Gas
1004776,ANR Pipeline Greensburg CS,KS,37.61,-99.4,486210,Petroleum and Natural Gas Systems,32690.75,26248.4,31397.88,31365.0,10.824,Natural Gas
1005958,ANR Pipeline Blue Lake Complex Gas Storage Facility,MI,44.84,-84.97,486210,Petroleum and Natural Gas Systems,34871.13,31097.8,31383.78,31352.0,41.1,Natural Gas
1005238,ANR Pipeline Greenville CS,MS,33.37,-91.01,486210,Petroleum and Natural Gas Systems,44472.35,40352.7,40495.1,40454.0,75.35,Natural Gas
1004923,ANR Pipeline Hamilton CS,MI,42.67,-85.96,486210,Petroleum and Natural Gas Systems,24240.02,20149.7,48791.87,48742.0,245.471,Natural Gas
1004935,ANR Pipeline Havensville CS,KS,39.49,-96.04,486210,Petroleum and Natural Gas Systems,13799.25,12477.6,32086.88,32054.0,82.2,Natural Gas
1005953,ANR Pipeline Lineville CS,IA,40.63,-93.54,486210,Petroleum and Natural Gas Systems,25497.31,22833,46806.22,46758.0,19.808,Natural Gas
1005242,ANR Pipeline Madisonville CS,KY,37.38,-87.62,486210,Petroleum and Natural Gas Systems,41047.91,37728,35883.72,35847.0,74.748,Natural Gas
1005060,ANR Pipeline Maitland CS,MO,40.18,-95.12,486210,Petroleum and Natural Gas Systems,40575.88,32841.4,43466.39,43422.0,18.225,Natural Gas
1004769,ANR Pipeline New Windsor CS,IL,41.21,-90.44,486210,Petroleum and Natural Gas Systems,14077.11,10898.1,38897.55,38857.0,18.225,Natural Gas
1005243,ANR Pipeline Patterson CS,LA,29.69,-91.34,486210,Petroleum and Natural Gas Systems,40130.97,34085.9,28889.59,28860.0,53.636,Natural Gas
1004937,ANR Pipeline Sandwich CS,IL,41.62,-88.58,486210,Petroleum and Natural Gas Systems,12660.81,9375.7,27549.04,27520.0,82.2,Natural Gas
1005244,ANR Pipeline Sardis CS,MS,34.42,-90.13,486210,Petroleum and Natural Gas Systems,30058.95,26370.6,27627.5,27599.0,9.12,Natural Gas
1004925,ANR Pipeline St. John CS,IN,41.43,-87.49,486210,Petroleum and Natural Gas Systems,7890.08,4536.4,45024.58,44978.0,82.2,Natural Gas
1004933,ANR Pipeline Woolfolk CS,MI,43.62,-85.38,486210,Petroleum and Natural Gas Systems,28735.02,22391,34522.62,34487.0,74.748,Natural Gas
1004802,ANSHUTZ RANCH EAST GAS PLANT,WY,41.07,-111.04,211130,Petroleum and Natural Gas Systems,3221.34,3088.3,17524.08,17506.0,26.8,Natural Gas
1007710,ANTELOPE VALLEY RECYCLING AND DISPOSAL FACILITY,CA,34.57,-118.15,562212,Waste,37467.3,112.3,74840.58,104.89,0.05,Petroleum Products
1001908,APACHE NITROGEN PRODUCTS - PLANT,AZ,31.88,-110.24,325311,Chemicals,442395.32,31225.2,672711.32,19995.1,35.0,Natural Gas
1006777,"APEX ENVIRONMENTAL, LLC - SANITARY LANDFILL (0641000223)",OH,40.43,-80.91,562212,Waste,494306.75,1,395199.0,22.0,0.035,Petroleum Products
1004352,APEX REGIONAL LANDFILL,NV,36.29,-115.28,562212,Waste,206126.4,145.1,55467.48,1178.5,0.636,Petroleum Products
1000793,"APG Polytech, LLC",WV,38.66,-82.17,325211,Other,45035.58,44989,44009.48,43964.0,53.1,Natural Gas
1005669,APPLETON ROARING SPRING PAPER MFG,PA,40.34,-78.41,322121,Pulp and Paper,87841.18,86465.9,109959.46,104217.6,205.3,Petroleum Products
1002596,APPVION - APPLETON PLT,WI,44.27,-88.39,322230,Pulp and Paper,29345.04,29314.9,31492.22,31446.5,91.9,Natural Gas
1001423,APS Saguaro Power Plant,AZ,32.55,-111.3,221112,Power Plants,81109.75,81027,6348.33,6342.3,939.0,Natural Gas
1001422,APS West Phoenix Power Plant,AZ,33.44,-112.16,221112,Power Plants,1659120.48,1657429.9,779796.6,779002.0,12.5,Natural Gas
1005906,AR GLASS CONTAINER CORP,AR,35.85,-90.71,327213,Minerals,36381.73,36349.4,34941.74,34911.6,61.0,Natural Gas
1005385,ARCELORMITTAL TUBULAR PRODUCTS USA LLC,OH,40.88,-82.67,331210,Metals,57855.63,57795.9,62354.91,62289.7,60.49,Natural Gas
1002916,ARCHER DANIEL MIDLAND COMPANY,NE,41.42,-97.29,311221,"Other,Waste",821896.49,809665.8,1042787.52,1036304.0,240.0,Coal
1003215,ARCHER DANIELS MIDLAND,IN,40.29,-86.55,311224,Other,52801.55,52747.3,48851.42,48801.0,154.0,Natural Gas
1001945,ARCHER DANIELS MIDLAND,MN,44.47,-95.78,311221,"Other,Suppliers of CO2,Waste",172749.8,172140.8,213512.1,212921.0,271.4,Natural Gas
1005935,ARCHER DANIELS MIDLAND COMPANY,NE,40.87,-96.62,311224,Other,158310,157168,171443.46,170290.0,192.0,Natural Gas
1005940,ARCHER DANIELS MIDLAND PROCESSING,ND,48.06,-100.92,311224,Other,44384.43,44338.4,38370.75,38331.0,95.0,Natural Gas
1007937,ARCONIC DAVENPORT LLC,IA,41.53,-90.47,331315,Metals,233394.47,233153.9,171716.88,171535.6,60.0,Natural Gas
1004649,ARCONIC LAFAYETTE LLC,IN,40.4,-86.87,331314,Metals,47815.22,47765.9,48464.1,48411.8,36.0,Natural Gas
1002795,ARCONIC TENNESSEE OPERATIONS,TN,35.81,-83.97,331315,Metals,158260.1,158096.8,200481.5,200267.3,120.0,Natural Gas
1003456,ARDEN LDFL,PA,40.21,-80.26,562212,Waste,23291.75,92,40903.01,542.36,9.0,Other
1006659,ARGOS CEMENT LLC. - ROBERTA PLANT,AL,33.1,-86.8,327310,Minerals,927478.25,923820.3,658459.55,656185.0,0.48,Petroleum Products
1007566,ARGOS USA -Martinsburg,WV,39.43,-77.98,327310,Minerals,866766.09,864252.2,668871.55,666618.3,19.84,Petroleum Products
1002442,ARIZONA CHEMICAL COMPANY,FL,30.14,-85.62,325211,Other,61347.02,61284,71611.07,71534.6,170.0,Natural Gas
1006199,ARIZONA STATE UNIVERSITY,AZ,33.42,-111.94,611310,Other,59391.48,59330.1,44606.73,44560.7,96.21,Natural Gas
1006203,ARKALON ETHANOL LLC,KS,37.11,-100.8,325193,"Other,Suppliers of CO2",101169.92,101065.8,113875.22,113757.4,186.0,Natural Gas
1002209,ARKANSAS LIME COMPANY,AR,35.79,-91.74,327410,Minerals,416896.44,416134.1,491117.57,489567.1,157.0,Coal
1005801,ARKANSAS STEEL ASSOCIATES,AR,35.65,-91.24,331221,Metals,65059.35,65031.4,48243.45,48216.6,67.97,Natural Gas
1006644,ARKEMA BEAUMONT PLANT,TX,30.06,-94.06,325199,Chemicals,64880.06,64813.2,79397.2,79315.0,31.0,Natural Gas
1006797,ARKEMA INC CLEAR LAKE,TX,29.63,-95.06,325110,Chemicals,84880.88,84793.2,54104.3,54048.4,186.0,Natural Gas
1005721,"ARKEMA, INC.",KY,37.06,-88.37,325120,"Chemicals,Industrial Gas Suppliers",614181.11,67870.3,74029.7,73577.5,99.5,Natural Gas
1006785,ARMSTRONG CEMENT & SUPPLY,PA,40.79,-79.7,327310,Minerals,183951.16,183120.2,184971.37,184060.5,125.0,Natural Gas
