fac_id,fac_name,state,latitude,longitude,naics,sector,emissions_2020,co2_emissions_2020,emissions_2010,co2_emissions_2010,max_capacity,fuel_type
1003418,Cleveland-Cliffs Steel Corporation - Zanesville Works,OH,39.96,-82,331110,Metals,12792.15,12779,37257.46,37219.1,127.0,Natural Gas
1002903,Cleveland-Cliffs Steel Corporation /BUTLER WORKS,PA,40.83,-79.94,331110,"Metals,Waste",207983.8,197346,299083.56,298866.0,69.0,Natural Gas
1000156,Cleveland-Cliffs Steel LLC,IN,41.68,-87.43,331110,"Metals,Minerals",6173199.15,6172266.7,7986838.4,7985396.2,953.0,Natural Gas
1000588,Cleveland-Cliffs Steel LLC,IN,41.65,-87.46,331110,Metals,2192510.1,2191873,2129742.17,2129070.2,486.0,Natural Gas
1004215,Cleveland-Cliffs Steelton LLC,PA,40.23,-76.85,331110,Metals,85391.75,85322.7,223345.16,223252.0,288.0,Natural Gas
1003581,Cleveland-Cliffs Tek Inc. and Cleveland-Cliffs Kote Inc.,IN,41.7,-86.47,331221,Metals,91478.76,91384.5,105823.35,105714.0,222.0,Natural Gas
1003380,Cleveland-Cliffs Warren,OH,41.21,-80.82,324199,Metals,152896.29,152729.7,107027.96,106917.8,225.0,Other
1000260,Cleveland-Cliffs Weirton LLC,WV,40.42,-80.6,331110,Metals,149832.74,149678.2,212690.7,212450.8,96.0,Natural Gas
1000832,Cliffside,NC,35.22,-81.76,221112,Power Plants,4201415.58,4172651,2278638.1,2260383.8,71.5,Coal
1001531,Clifty Creek,IN,38.74,-85.42,221112,Power Plants,4592267.24,4555473.6,7236895.42,7180164.0,0.68,Coal
1007359,Clinch River,VA,36.93,-82.2,221112,Power Plants,167129.68,166959.8,1530103.89,1518108.8,33.4,Natural Gas
1001093,Clover Power Station,VA,36.87,-78.7,221112,Power Plants,1309217.71,1299330.7,6246716.78,6200419.9,213.9,Coal
1007429,Coal Creek,ND,47.38,-101.16,221112,Power Plants,8720534.23,8659659.2,9096847.94,9028126.7,172.0,Coal
1007204,Coalinga Cogeneration Facility,CA,36.18,-120.39,221112,"Other,Power Plants",0,0,221198.88,220960.5,532.0,Natural Gas
1004381,"Coffeyville Resources Refining & Marketing, LLC",KS,37.05,-95.61,324110,"Chemicals,Petroleum Product Suppliers,Refineries",843334.93,831509.7,888108.28,881453.5,191.2,Other
1001599,Coleman,KY,37.96,-86.79,221112,Power Plants,0,0,3095978.19,3071236.0,0.62,Natural Gas
1008019,Colorado Springs Landfill,CO,38.85,-104.57,562212,Waste,162417,480.5,192127.94,479.3,0.3,Petroleum Products
1000709,Columbia,MO,38.97,-92.32,221112,Power Plants,16780.04,16762.5,93850.18,92959.5,189.0,Natural Gas
1001186,Columbia,WI,43.49,-89.42,221112,Power Plants,5666069.67,5636353.2,7580548.3,7521146.7,182.4,Coal
1006999,Columbia Energy Center (SC),SC,33.87,-81.02,221112,Power Plants,1288488.53,1287345.4,186920.94,186727.9,357.0,Natural Gas
1004032,Columbia Gas Transmission LLC CLEVELAND 6C4330,WV,38.75,-80.36,486210,Petroleum and Natural Gas Systems,100860.53,98637.1,29260.44,29230.3,126.32,Natural Gas
1004356,Columbia Gas Transmission LLC Kenova CS,WV,38.34,-82.55,486210,Petroleum and Natural Gas Systems,32717.15,26144.3,35599.12,35562.4,16.8,Natural Gas
1004357,Columbia Gas Transmission LLC Lost River CS,WV,38.88,-78.86,486210,Petroleum and Natural Gas Systems,100687.14,96323.9,25978.75,25951.9,93.1,Natural Gas
1001462,Comanche (470),CO,38.21,-104.57,221112,Power Plants,4453095.37,4430252.3,6547045.1,6513399.4,0.512,Coal
1002406,Compressor Station 601,CO,40.99,-102.86,486210,Petroleum and Natural Gas Systems,61526.33,59672.7,79094.65,79012.7,113.28,Natural Gas
1006896,ConAgra Foods Inc.,PA,41.01,-76.86,311422,Other,35961.46,35924.2,42746.39,42702.0,108.0,Natural Gas
1006445,ConAgra Foods Inc.,CA,37.76,-120.84,311421,Other,67108.95,67039.9,69893.94,69821.6,196.0,Natural Gas
1001086,Concord,WI,43.17,-88.69,221112,Power Plants,67280.95,67213,35693.85,35654.6,1.0,Natural Gas
1000877,Conemaugh,PA,40.38,-79.06,221112,Power Plants,7160349.37,7122030.8,10947615.21,10859444.7,0.712,Coal
1000845,Conesville,OH,40.18,-81.88,221112,Power Plants,1109793.15,1100914,6436280.38,6385824.0,630.0,Coal
1005789,ConocoPhillips Alaska Inc - KRU CPF1,AK,70.32,-149.61,211120,"Petroleum Product Suppliers,Refineries",490728.7,489989.6,541061.4,540165.0,0.5,Natural Gas
1004422,ConocoPhillips Alaska Inc - KRU CPF2,AK,70.29,-149.89,211120,Petroleum and Natural Gas Systems,356149.66,355782.5,355125.11,354758.2,166.8,Natural Gas
1004998,ConocoPhillips Alaska Inc - KRU CPF3,AK,70.4,-149.82,211120,Petroleum and Natural Gas Systems,300758.57,300448.4,272899.68,272619.2,156.53,Natural Gas
1005001,ConocoPhillips Alaska Inc - KRU STP,AK,70.51,-149.87,211120,Petroleum and Natural Gas Systems,93754.9,93657.9,73877.37,73800.9,53.68,Natural Gas
1007193,"Constellium Rolled Products Ravenswood, LLC",WV,38.93,-81.84,331314,Metals,103448.81,103342.5,96422.04,96322.3,70.0,Natural Gas
1005177,"ContiTech USA, Inc.",OH,40.53,-84.39,326291,Other,14061.65,14047.4,22667.24,22591.7,30.0,Natural Gas
1002186,"Continental Buchanan, LLC.",NY,41.26,-73.95,327420,Minerals,53039.3,52984.5,52109.1,52055.4,157.0,Natural Gas
1002012,"Continental Palatka, LLC.",FL,29.74,-81.64,327420,Minerals,94314.04,94216.5,54123.4,54067.5,186.0,Natural Gas
1006449,"Continental Silver Grove, LLC.",KY,39.04,-84.39,327420,Minerals,162146.24,161979.1,104354.86,104246.9,192.0,Natural Gas
1003238,Cooper Compressor Station,TX,33.46,-95.7,486210,Petroleum and Natural Gas Systems,13508.96,11826.9,26443.4,26416.0,24.0,Natural Gas
1007442,"Cooper River Partners, LLC",SC,32.99,-79.93,221330,Power Plants,51881.4,51827.7,49477.54,49412.3,185.0,Petroleum Products
1002623,"Copano Energy Houston Central Plant, TX",TX,29.63,-96.72,211130,"Natural Gas and Natural Gas Liquids Suppliers,Petroleum and Natural Gas Systems",561409.92,554792.6,192882.68,192684.4,10.77,Natural Gas
1001092,Cope Station,SC,33.36,-81.03,221112,Power Plants,632746.19,630247.6,2349845.28,2331024.5,190.4,Petroleum Products
1000540,Copper Station,TX,31.76,-106.38,221112,Power Plants,34938.47,34902.3,14195.45,14181.2,815.0,Natural Gas
1001354,Cordova Energy Company,IL,41.71,-90.28,221112,Power Plants,731863.19,731120.1,66601.76,66534.9,47.0,Natural Gas
1007232,Cornell University Ithaca Campus,NY,42.44,-76.48,611310,Other,152367.77,152208.5,155773.23,155524.4,270.0,Natural Gas
1004570,Cornerstone Chemical Company,LA,29.96,-90.27,325199,Chemicals,377762.06,377489.7,356386.98,356125.0,296.8,Natural Gas
1005984,"Corning Pharmaceutical Glass, LLC",NJ,39.5,-75.02,327212,Minerals,31176.48,31144.4,32260.86,32225.0,4.9,Natural Gas
1007103,Coronado Generating Station,AZ,34.58,-109.27,221112,"Power Plants,Waste",3167439.91,3142305.4,6681780.45,6629116.9,157.0,Petroleum Products
1001363,Corpus Christi Energy Center,TX,27.81,-97.43,221112,Power Plants,1260307.86,1258953.7,1366194.94,1364809.6,336.4,Natural Gas
1007805,Corteva agriscience - Pittsburg Operations,CA,38.02,-121.86,325199,Chemicals,40855.9,40813.7,34232.22,34196.6,242.0,Natural Gas
1006565,"Cos-Mar Company, Styrene Monomer Plant",LA,30.23,-91.07,325110,Chemicals,350924.59,350593.6,386588.91,386208.6,298.9,Natural Gas
1001291,Cottage Grove Cogeneration,MN,44.8,-92.91,221112,Power Plants,320447.41,320121.9,140655.65,140517.8,114.0,Natural Gas
1007303,Cottonwood Energy Project,TX,30.26,-93.74,221112,Power Plants,2432843.03,2430372.1,1329983.07,1328632.4,55.0,Natural Gas
1012110,County of Orange - CUF,CA,33.75,-117.86,921190,Other,30803.98,30772.2,34225.37,34191.5,77.0,Natural Gas
1001245,Covanta Niagara,NY,43.08,-79.01,562213,Power Plants,328294.08,312408.7,311142.09,295506.5,273.0,Natural Gas
1003200,Covanta Stanislaus Inc.,CA,37.39,-121.14,562213,Waste,110902.03,104708,84506.18,79484.1,173.3,Other
1004963,Covanta WBH,OK,36.13,-96.02,562213,Waste,138532.34,131447.4,78273.57,74002.0,140.5,Natural Gas
1004621,Covestro LLC,TX,29.76,-94.91,325211,Other,56825.64,56767,55167.39,55110.4,247.0,Natural Gas
1007104,Coyanosa Gas Plant,TX,31.19,-102.99,211130,Petroleum and Natural Gas Systems,30438.52,26843.3,54613.44,54557.0,46.1,Natural Gas
1007420,Coyote,ND,47.22,-101.81,221112,Power Plants,2660682.15,2640607.5,3504676.58,3478219.5,202.0,Coal
1001119,Coyote Springs,OR,45.85,-119.67,221112,Power Plants,1265675.76,1264390.7,1254409.1,1253135.0,720.0,Natural Gas
1001008,Craig,CO,40.46,-107.59,221112,Power Plants,7711959.41,7651501.6,9826600.75,9749564.6,0.25,Coal
1001384,Crete Energy Park,IL,41.43,-87.62,221112,Power Plants,27070,27042.6,13506.4,13492.7,6.84,Natural Gas
1006130,Cromwell,CT,41.63,-72.67,486210,Petroleum and Natural Gas Systems,65395.56,63460.8,35215.82,35180.2,0.18,Natural Gas
1000152,Crossroads Energy Center (CPU),MS,34.18,-90.56,221112,Power Plants,85115.08,85028.5,17863.73,17845.1,869.1,Natural Gas
1010845,Croton Landfill,NY,41.2,-73.89,562212,Waste,27790.25,10,43568.2,102.9,0.24,Petroleum Products
1004863,Crow Wing County MMSW Landfill,MN,46.43,-94.07,562212,Waste,36527.05,44.8,17239.25,0.0,0.2,Natural Gas
1001487,Crystal River Power Plant,FL,28.96,-82.7,221112,"Power Plants,Waste",7807311.77,7763039,12157601.68,12060179.8,3010.0,Natural Gas
1006939,Cumberland Energy Center,NJ,39.38,-74.97,221112,Power Plants,34295.74,34255.2,37288.79,37246.4,13.6,Natural Gas
1000755,Cunningham,NM,32.71,-103.35,221112,Power Plants,773199.53,772413.7,576645.11,576059.3,31.5,Natural Gas
1000436,Currant Creek Power Project,UT,39.82,-111.89,221112,Power Plants,945379.95,944420.4,928486.36,927544.9,45.0,Natural Gas
1001472,Curtis H. Stanton Energy Center,FL,28.48,-81.17,221112,Power Plants,4420194.43,4390670.8,5689054.33,5644684.3,83.0,Coal
1001066,D B Wilson,KY,37.45,-87.08,221112,Power Plants,2430645.06,2411221,3398635.71,3371447.3,0.32,Petroleum Products
1006862,D G Hunter,LA,31.32,-92.46,221112,Power Plants,29667.69,29637,2954.34,2951.6,4.69,Petroleum Products
1007754,DAFTER SANITARY LANDFILL INC,MI,46.34,-84.44,562212,Waste,36406.95,43.2,49149.41,118.07,0.08,Petroleum Products
1005062,DAIKIN AMERICA INC.,AL,34.63,-87.04,325211,"Chemicals,Industrial Gas Suppliers",483838.63,40512.6,50048.44,43269.5,73.8,Natural Gas
1002033,DAK AMERICAS LLC,SC,33.06,-79.94,325211,Other,86585.42,86496.1,139833.79,139062.7,170.0,Natural Gas
1004178,DAK AMERICAS LLC,NC,34.98,-78.79,325211,Other,47904.62,47855.3,50917.13,50799.0,100.0,Natural Gas
1003081,DAK AMERICAS MISSISSIPPI INC,MS,30.23,-89.56,325211,Other,55072.49,55015.5,55253.0,55197.2,100.0,Natural Gas
1002585,"DAKOTA ETHANOL, LLC",SD,43.98,-96.95,325193,Other,95766.84,95668.2,74116.72,74040.0,81.1,Natural Gas
1003583,DAKOTA MUNICIPAL SOLID WASTE LANDFILL,ND,46.26,-97.7,562212,Waste,63758.24,642.3,84688.1,277.27,0.215,Petroleum Products
1002961,DAL TILE INTERNATIONAL,TX,31.96,-106.35,327120,Minerals,31923.88,31891,28665.09,28635.5,21.8,Natural Gas
1006243,DAL-ITALIA,OK,35.71,-95.39,327120,Minerals,60063.22,60001.3,64882.26,64816.0,49.1,Natural Gas
1005907,DALTON CORP WARSAW MFG FACILITY,IN,41.24,-85.83,331511,Metals,16889.44,16815.2,34584.33,34401.3,150.0,Coal
1004057,DANC SOLID WASTE MANAGEMENT FACILITY,NY,43.83,-75.9,562212,Waste,54524.8,77.5,53897.05,80.0,0.64,Petroleum Products
1006096,DANE CNTY LANDFILL SITE #2 RODEFELD,WI,43.05,-89.26,562212,Waste,32677.18,320,58666.11,30.0,12.9,Other
1003247,DART CONTAINER CORPORATION OF KENTUCKY,KY,37.17,-85.92,326140,Other,27644.3,27615.8,35342.22,35305.5,33.5,Natural Gas
1000184,DARTCO OF TEXAS WAXAHACHIE SITE,TX,32.43,-96.85,326140,Other,33020.08,32986.1,31802.08,31769.2,33.85,Natural Gas
1005264,DARTMOUTH COLLEGE HEATING PLANT,NH,43.7,-72.29,611310,Other,39349.97,39216.6,55062.12,54876.6,97.5,Petroleum Products
1003628,DAVIESS COUNTY LANDFILL,IN,38.68,-87.05,562212,Waste,31547.15,6.9,25517.35,15.1,0.07,Petroleum Products
1007056,DC Alabama Inc.,AL,32.39,-86.07,331410,Metals,91752.1,91180.6,181292.45,180268.4,0.809,Natural Gas
1005740,DCP MIDSTREAM - EUNICE GAS PLANT,NM,32.51,-103.28,211130,Petroleum and Natural Gas Systems,152873.24,151235.9,110734.97,110620.54,31.06,Natural Gas
1008921,DCP MIDSTREAM LP/KINGFISHER NATURAL G,OK,35.79,-97.74,211130,Petroleum and Natural Gas Systems,31531.34,28560,37037.25,36998.94,6.63,Natural Gas
1006905,DCP MIDSTREAM LP/OKARCHE GAS PLT,OK,35.73,-98.08,211130,Petroleum and Natural Gas Systems,84301.3,79567.1,65035.52,64968.24,41.71,Natural Gas
1005214,DECATUR HILLS INCORPORATED,IN,39.35,-85.62,562212,Waste,26590.03,8.4,44394.63,29.2,0.75,Other
1005337,"DECORATIVE PANELS INTERNATIONAL, INC.",MI,45.06,-83.42,321219,Other,70644.08,70456.1,118853.6,115764.2,50.0,Natural Gas
1007878,DEER TRACK PARK LANDFILL,WI,43.09,-88.74,562212,Waste,22402.82,714,96238.75,580.32,9.0,Other
1004065,"DEFFENBAUGH INDUSTRIES, INC.",KS,39.04,-94.79,562212,Waste,157445.05,634.3,967990.14,428.6,0.1,Petroleum Products
1007724,DEKALB COUNTY LANDFILL,IL,41.9,-88.69,562212,Waste,167761.8,361.8,104299.89,650.19,1.0188,Petroleum Products
1006447,DEL MONTE FOODS PLANT NUMBER 24,CA,36.25,-119.65,311421,Other,26890.45,26862.5,31307.23,31276.1,182.0,Natural Gas
1005733,DELAWARE CNTY SWA/ROLLING HILLS MUNI WASTE LDFL,PA,40.36,-75.72,562212,Waste,115150.25,44,119149.55,73.0,0.1,Petroleum Products
1004696,DELTA SOLID WASTE MANAGEMENT AUTHORITY,MI,45.76,-87.13,562212,Waste,36099.2,43.7,37575.35,68.1,0.05,Petroleum Products
1002789,DELTECH CORP - BATON ROUGE FACILITY,LA,30.55,-91.2,325199,Chemicals,67168.35,67099.3,78276.5,78169.4,99.0,Natural Gas
1006861,DEMENNO KERDOON,CA,33.91,-118.22,324199,Petroleum and Natural Gas Systems,25020.96,24995.2,27462.0,27433.5,39.5,Natural Gas
1002177,"DENCO II, LLC",MN,45.57,-95.91,325193,"Other,Waste",34442.02,34392.9,13051.1,13037.4,60.0,Natural Gas
1007709,DENVER ARAPAHOE DISPOSAL SITE-A WASTE MANAGEMENT COMPANY,CO,39.65,-104.72,562212,Waste,43600.17,773.2,71624.79,1458.0,9.0,Other
1004796,DENVER INTERNATIONAL AIRPORT,CO,39.83,-104.7,488119,Other,29037.54,29007.1,28927.74,28897.3,320.0,Natural Gas
1005858,DENVER UNIT CO 2 RECOVERY PLANT,TX,32.98,-102.82,211120,Petroleum and Natural Gas Systems,151545.26,150056.3,119127.46,119005.9,123.0,Natural Gas
1002610,DES MOINES COUNTY REGIONAL SOLID WASTE COMMISSION,IA,40.84,-91.19,562212,Waste,60106.25,30,60113.4,19.9,0.1,Petroleum Products
1006281,DETROIT DIESEL CORPORATION,MI,42.38,-83.26,333618,Other,24331,24276.1,46150.73,46036.0,72.0,Natural Gas
1006388,DETROIT REFINERY,MI,42.28,-83.15,324110,"Petroleum Product Suppliers,Refineries",788878.47,781618.3,634554.27,630973.0,300.0,Natural Gas
1005834,DFW RECYCLING AND DISPOSAL FACILITY,TX,33.01,-97,562212,Waste,145003.21,108,214954.33,968.32,18.0,Other
1008310,DIAMOND SHAMROCK REFINING VALERO,TX,28.46,-98.19,324110,"Petroleum Product Suppliers,Refineries",625532.57,619348.9,825983.3,816618.88,203.3,Other
1007651,DICALITE MINERALS LLC,CA,41.03,-121.68,212399,Other,29468.97,29368.3,33306.77,33194.8,60.0,Petroleum Products
1007690,DICKINSON LANDFILL INC,IA,43.37,-95.08,562212,Waste,21520.65,485.9,88457.57,197.08,0.3,Petroleum Products
1001071,DIDION ETHANOL LLC,WI,43.54,-89.1,325193,Other,80175.85,80093.1,75663.36,75585.0,92.05,Natural Gas
1007459,DINN TREATER,TX,27.53,-98.76,211130,Petroleum and Natural Gas Systems,9683.19,9630.1,27103.95,27076.0,27.0,Natural Gas
1002235,DISCOVERY PRODUCER SERVICES LLC - DISCOVERY PARADIS FRACTIONATION PLANT,LA,29.86,-90.45,211130,"Natural Gas and Natural Gas Liquids Suppliers,Petroleum and Natural Gas Systems",121232.83,121081.9,130006.16,129871.9,232.6449653,Natural Gas
1002628,DISCOVERY PRODUCER SERVICES LLC - LAROSE GAS PROCESSING PLANT,LA,29.55,-90.4,211130,Petroleum and Natural Gas Systems,151341.25,146341,216897.83,216673.7,133.1615468,Natural Gas
1003544,"DISPOSAL SERVICE, INC. SANITARY LANDFILL",WV,38.4,-82.02,562212,Waste,96011.45,380.4,150962.19,276.03,0.17,Petroleum Products
1006101,DISTRICT ENERGY ST PAUL INC-HANS O NYMAN,MN,44.94,-93.1,221330,Power Plants,32416.07,32381.8,53559.71,53339.0,195.0,Natural Gas
1003769,DISTRIGAS OF MASSACHUSETTS LLC,MA,42.39,-71.06,221210,Petroleum and Natural Gas Systems,24106.76,23786.9,126466.37,126335.4,36.7,Natural Gas
1004396,DOMTAR A. W. LLC-NEKOOSA,WI,44.31,-89.9,322121,"Pulp and Paper,Waste",257664.6,205898.2,329153.88,319570.0,153.4,Natural Gas
1005994,DOMTAR AW LLC ASHDOWN MILL,AR,33.64,-94.11,322121,"Pulp and Paper,Waste",461867.91,426644.1,676798.76,633628.3,90.0,Coal
1000961,DOMTAR PAPER CO LLC HAWESVILLE MILL,KY,37.89,-86.69,322121,"Pulp and Paper,Waste",128152.18,116015.3,234176.18,211534.7,358.6,Natural Gas
1005959,DOMTAR PAPER KINGSPORT MILL,TN,36.55,-82.56,322121,Pulp and Paper,17564.36,16468.6,67044.4,46577.7,544.0,Other
1002820,DOUBLE C LIMITED,CA,35.49,-119.04,221112,Power Plants,11945.06,11933,101377.22,101272.0,244.8,Natural Gas
1007835,DOUGLAS COUNTY RECYCLING LANDFILL,NE,41.38,-96.25,562212,Waste,66955.53,2256.5,90754.69,2291.05,10.0,Other
1006908,DOVER HENNESSEY GAS PLANT,OK,36.07,-97.9,211130,Petroleum and Natural Gas Systems,4832.43,4323.3,30183.24,30152.0,9.0,Natural Gas
1006663,DOVER MUNICIPAL LIGHT PLANT (0679010146),OH,40.52,-81.47,221112,Power Plants,85343.57,84667.5,131335.89,130288.1,252.0,Natural Gas
1002529,DOW AGROSCIENCES HARBOR BEACH,MI,43.85,-82.65,325320,Chemicals,56791.34,56732.7,58611.88,58551.6,40.0,Natural Gas
1002548,DOW SILICONES CORPORATION,KY,38.71,-85.1,325199,"Chemicals,Waste",160209.85,159878.4,136846.38,136705.0,180.0,Natural Gas
1002040,DOW TEXAS OPERATIONS FREEPORT,TX,28.98,-95.35,325110,"Chemicals,Other,Petroleum and Natural Gas Systems,Waste",4670152.59,4535625.1,5786352.17,5781727.6,599.0,Natural Gas
1003594,DRAGON CEMENT,ME,44.08,-69.16,327310,Minerals,321247.44,320095.7,341801.3,340886.8,75.6,Natural Gas
1001741,DSM NUTRITIONAL PRODUCTS LLC,NJ,40.84,-75.07,325411,Chemicals,50107.5,50054,26291.34,26262.5,5.0,Petroleum Products
1000282,"DTE Calvert City, LLC",KY,37.05,-88.35,221330,Power Plants,189639.24,189443.6,193082.58,192885.3,310.0,Natural Gas
1001715,DU PONT PONTCHARTRAIN WORKS,LA,30.06,-90.52,325110,Chemicals,98325.08,98223.7,85512.73,85424.5,317.0,Natural Gas
1000473,DUBUQUE METROPOLITAN SANITARY LANDFILL,IA,42.47,-90.78,562212,Waste,49295.35,50.1,72174.0,24.0,0.115,Petroleum Products
1003297,DUKE UNIVERSITY,NC,36.01,-78.94,611310,Other,88885.51,88793.4,107043.27,106582.4,109.76,Petroleum Products
1005704,DUNN PAPER INC.,MI,43,-82.42,322121,Pulp and Paper,21667.07,21644.6,36612.81,36575.0,94.7,Natural Gas
1001720,DUPONT CIRCLEVILLE PLANT,OH,39.56,-82.96,325211,Other,44434.33,44388,26115.15,26088.3,0.92,Petroleum Products
1002712,DUPONT EXPERIMENTAL STATION,DE,39.77,-75.57,541715,Other,40163.29,40119.6,76849.31,76587.5,96.0,Natural Gas
1004136,DUPONT KINSTON PLANT,NC,35.33,-77.48,325211,Other,34256.47,34221.4,51825.94,51550.8,76.0,Natural Gas
1006917,"DUPONT NUTRITION USA, INC",ME,44.11,-69.1,311999,Other,27491.44,27452.1,51200.2,51031.0,0.4,Petroleum Products
1003976,DUPONT TEIJIN FILMS,VA,37.35,-77.29,326113,Other,15294.09,15278.2,39975.08,39930.0,51.0,Natural Gas
1007966,DURAND GLASS MANUFACTURING CO INC,NJ,39.39,-75.02,327212,Minerals,75704.22,75640.1,85114.28,85046.2,50.0,Natural Gas
1003110,DUTCHESS CO RESOURCE RECOVERY FACILITY,NY,41.65,-73.94,562213,Waste,36861.26,34702.1,44521.18,42097.5,84.375,Natural Gas
1001147,Dahlberg (Jackson County),GA,34.04,-83.4,221112,Power Plants,356065.85,355710.2,205527.12,205317.2,11.0,Natural Gas
1005106,Dal-Tile Sunnyvale Mfg,TX,32.77,-96.56,327120,Minerals,73650.77,73574.6,56031.84,55976.5,44.5,Natural Gas
1001529,Dallman,IL,39.75,-89.6,221112,Power Plants,868567.7,861895.2,2962305.54,2938538.4,17.9,Coal
1007374,Dan E Karn,MI,43.64,-83.84,221112,Power Plants,1924213.61,1914332.8,4450155.42,4427251.3,5.23,Coal
1000833,Dan River,NC,36.49,-79.72,221112,Power Plants,1740005.15,1738238.4,639963.84,634839.3,300.0,Natural Gas
1007370,Daniel Electric Generating Plant,MS,30.53,-88.56,221112,Power Plants,5833211.94,5808049.5,7689065.46,7641740.2,6.0,Natural Gas
1000758,Danskammer Generating Station,NY,41.57,-73.96,221112,Power Plants,7707.32,7699.1,1623853.11,1611028.8,21.0,Natural Gas
1002580,Danville,KY,37.58,-84.75,486210,Petroleum and Natural Gas Systems,84924.69,81419.1,82493.79,82409.4,2.6237,Natural Gas
1001382,Darby Electric Generating Station,OH,39.71,-83.18,221112,Power Plants,255668.12,255401.6,26702.05,26674.1,9.5,Natural Gas
1002881,Darling Ingredients Inc.,TN,36.4,-88.99,311613,"Other,Waste",48258.86,23707.7,26944.75,26916.8,50.4,Natural Gas
1006081,Darling Ingredients Inc.,KY,38.73,-84.41,311613,"Other,Waste",26920.95,14679.3,29292.19,28928.1,63.0,Natural Gas
1002960,Darling Ingredients Inc.,MS,32.16,-90.26,311613,"Other,Waste",46803.59,42147.3,35038.97,35002.8,50.4,Natural Gas
1009167,Dartmouth Power,MA,41.67,-71,221112,Power Plants,22674.31,22651,57605.03,57544.7,4.18,Natural Gas
1007439,Dave Gates Generating Station,MT,46.11,-112.88,221112,Power Plants,126594.53,126466.3,26198.24,26170.2,5.9,Natural Gas
1000990,Dave Johnston,WY,42.84,-105.78,221112,Power Plants,4935284.13,4896647.1,5478910.11,5436078.7,0.12958,Coal
1006077,Davenport Plant,IA,41.46,-90.7,327310,Minerals,825058.26,822254.7,711554.31,709361.0,1.0,Natural Gas
1000448,Dayton Avenue Substation,IA,42.03,-93.58,221112,Power Plants,553.59,551.6,1257.02,1251.3,353.41,Petroleum Products
1001295,De Pere Energy Center,WI,44.45,-88.07,221112,Power Plants,72088.73,72015.3,20038.78,20018.5,4.2,Natural Gas
1006695,Dearborn Industrial Generation,MI,42.3,-83.15,221118,Power Plants,3119359.12,3117086.8,2476339.62,2475418.6,763.0,Natural Gas
1006650,Decker Creek,TX,30.3,-97.61,221112,Power Plants,463101.74,462632.1,726168.31,725292.7,350.0,Natural Gas
1001495,Deerhaven,FL,29.76,-82.39,221112,Power Plants,567145.85,564753.3,1490116.93,1478929.3,279.0,Natural Gas
1001755,Defiance Casting Operations (0320010001),OH,41.28,-84.29,331511,Metals,23953.46,23928.8,159801.52,159022.3,25.0,Natural Gas
1007322,Delaware City Refinery,DE,39.59,-75.63,324110,"Chemicals,Petroleum Product Suppliers,Power Plants,Refineries,Suppliers of CO2",3508262.75,3498314.7,130015.52,129873.9,780.0,Other
1006038,Delaware Valley Resource Recovery Facility,PA,39.83,-75.39,562213,Waste,366231.42,346807.5,357825.01,338337.6,194.0,Natural Gas
1006444,"Delek Refining, Ltd",TX,32.36,-95.28,324110,"Petroleum Product Suppliers,Refineries",453701.66,450516.6,455729.26,451167.6,99.9,Natural Gas
1004995,Delhi (SESH) Compressor Station,LA,32.41,-91.49,486210,Petroleum and Natural Gas Systems,141902.78,137975.3,75949.46,75871.1,133.4,Natural Gas
1000794,Dell Power Plant,AR,35.86,-90.03,221112,Power Plants,1168340.72,1167154.3,309068.06,308754.6,83.0,Natural Gas
1006109,Delmont,PA,40.38,-79.55,486210,Petroleum and Natural Gas Systems,36521.67,34272.3,106268.65,106159.6,0.5,Natural Gas
1005211,Delta Air Lines Inc.- Atlanta Operations,GA,33.66,-84.42,481111,Other,38449.01,38391,52304.14,52219.0,403.0,Petroleum Products
1007936,"Diamond Shamrock Refining Company, L.P.",TX,35.95,-101.87,324110,"Chemicals,Petroleum Product Suppliers,Refineries",1538663.4,1527193,1438269.22,1419914.13,15.0,Natural Gas
1000650,Dickerson,MD,39.21,-77.46,221112,Power Plants,245000.67,243276.8,2762220.07,2740451.8,250.0,Coal
1005947,Dixie Chemical Company,TX,29.61,-95.05,325199,Chemicals,43419.84,43374.9,37739.81,37700.9,74.2,Natural Gas
1001940,Dolly Varden Platform,AK,60.81,-151.64,211120,Petroleum and Natural Gas Systems,43763.88,38176.3,44288.83,44242.8,56.5,Natural Gas
1003458,Dominion Energy Ohio - Robinson Station (Stor),OH,40.86,-81.47,221210,Petroleum and Natural Gas Systems,17911.19,16206.7,29407.33,29375.7,1.55,Natural Gas
1004192,Dominion Energy Questar - Clay Basin (Stor and Proc),UT,40.99,-109.21,486210,Petroleum and Natural Gas Systems,52376.11,49550.6,40504.43,40462.71,42.5,Natural Gas
1004089,Dominion Energy Questar - Oak Spring Station (Tran),UT,39.65,-110.98,486210,Petroleum and Natural Gas Systems,61148.37,60504.9,60871.51,60808.56,47.2,Natural Gas
1005989,Dominion Energy Questar - Rock Springs Station (Tran),WY,41.52,-109.31,486210,Petroleum and Natural Gas Systems,86442.66,75723.3,72158.98,72084.46,30.91,Natural Gas
1000229,Domtar Paper Company LLC - Plymouth,NC,35.86,-76.78,322110,"Pulp and Paper,Waste",103113.15,71585.4,190673.79,147667.0,45.0,Natural Gas
1005706,"Domtar Paper Company, LLC",PA,41.49,-78.68,322121,Pulp and Paper,193836.75,192846.8,448525.87,434286.4,180.0,Natural Gas
